,MVT_GT_San Diego CA
2017-01-01,20.0
2017-01-08,58.0
2017-01-15,50.0
2017-02-12,24.0
2017-03-05,41.0
2017-03-26,21.0
2017-04-02,44.0
2017-04-09,17.0
2017-05-21,57.0
2017-05-28,23.0
2017-06-18,33.0
2017-07-02,24.0
2017-07-09,100.0
2017-07-30,34.0
2017-08-06,59.0
2017-08-20,61.0
2017-08-27,18.0
2017-09-03,27.0
2017-09-17,13.0
2017-09-24,20.0
2017-10-01,28.0
2017-10-29,68.0
2017-11-05,58.0
2017-11-19,56.0
2017-12-24,53.0
2018-01-07,32.38563530382313
2018-01-14,37.86830731955391
2018-01-21,25.909894481800038
2018-01-28,21.923756869215417
2018-03-04,16.94108485348464
2018-03-11,50.323254560453925
2018-04-08,29.896032094384662
2018-04-22,22.420291272361574
2018-05-06,16.94108485348464
2018-05-20,43.847513738430834
2018-05-27,27.90296328809235
2018-06-17,30.892566497530815
2018-07-01,38.36484172270006
2018-07-08,56.30246097933086
2018-07-29,50.823254560453925
2018-08-05,47.83365135101546
2018-08-12,20.927222466069264
2018-08-19,36.87177291640775
2018-09-02,47.83365135101546
2018-09-16,25.909894481800038
2018-10-07,26.906428884946195
2018-10-21,24.913360078653884
2018-10-28,17.437619256630796
2018-11-11,42.35097933528468
2018-11-18,19.430688062923107
2018-11-25,25.909894481800038
2018-12-02,48.33018575416162
2018-12-16,31.889100900676972
2019-01-06,34.878704110115436
2019-01-20,37.86830731955391
2019-01-27,15.944550450338486
2019-02-03,36.87177291640775
2019-02-10,33.38216970696928
2019-02-17,46.337116947869305
2019-02-24,31.389100900676972
2019-03-03,45.84058254472315
2019-03-10,32.88563530382313
2019-03-17,89.18809628315398
2019-03-24,25.409894481800038
2019-03-31,19.930688062923107
2019-04-07,24.913360078653884
2019-04-14,33.88216970696928
2019-04-21,20.927222466069264
2019-04-28,41.35444493213853
2019-05-05,37.86830731955391
2019-05-26,38.86484172270006
2019-06-02,21.923756869215417
2019-06-16,22.920291272361574
2019-06-23,66.76780501079242
2019-07-07,30.892566497530815
2019-07-14,53.31285776989239
2019-07-21,23.91682567550773
2019-07-28,41.35444493213853
2019-08-04,29.396032094384662
2019-08-11,48.83018575416162
2019-08-25,29.896032094384662
2019-09-01,34.878704110115436
2019-09-15,27.90296328809235
2019-09-22,42.85097933528468
2019-10-06,62.78166739820779
2019-10-20,30.892566497530815
2019-11-03,43.847513738430834
2019-11-10,16.44108485348464
2019-12-01,90.18463068630014
2019-12-15,29.896032094384662
2019-12-29,27.90296328809235
2020-01-05,40.85791052899237
2020-01-26,18.934153659776953
2020-02-09,21.923756869215417
2020-02-23,74.24008023596166
2020-03-01,94.17076829888475
2020-03-08,52.81632336674623
2020-03-15,31.889100900676972
2020-03-22,30.892566497530815
2020-04-05,19.930688062923107
2020-04-12,13.951481644046176
2020-04-19,20.927222466069264
2020-05-03,13.951481644046176
2020-05-10,14.448016047192331
2020-05-17,25.909894481800038
2020-05-31,16.94108485348464
2020-06-07,34.878704110115436
2020-06-14,14.948016047192331
2020-06-21,19.930688062923107
2020-07-12,22.920291272361574
2020-07-26,18.934153659776953
2020-08-02,40.85791052899237
2020-08-16,14.448016047192331
2020-08-23,71.75047702652319
2020-09-06,30.892566497530815
2020-09-20,35.87523851326159
2020-10-11,39.86137612584621
2020-10-18,42.85097933528468
2020-10-25,87.69502747686167
2020-11-08,21.923756869215417
2020-11-15,40.85791052899237
2020-11-22,32.88563530382313
2020-11-29,61.78513299506163
2020-12-13,39.86137612584621
2020-12-27,43.847513738430834
2021-01-10,24.913360078653884
2021-01-17,20.927222466069264
2021-01-31,16.94108485348464
2021-02-07,77.22968344540013
2021-02-14,33.88216970696928
2021-02-21,44.34404814157699
2021-02-28,22.920291272361574
2021-03-07,20.927222466069264
2021-03-28,32.88563530382313
2021-04-11,24.913360078653884
2021-04-18,21.923756869215417
2021-04-25,54.809392173038546
2021-05-23,44.84404814157699
2021-05-30,35.87523851326159
2021-07-04,22.920291272361574
2021-07-11,41.85444493213853
2021-07-18,73.2435458328155
2021-08-01,69.75740822023087
2021-08-15,23.91682567550773
2021-08-22,51.819788963600075
2021-08-29,45.84058254472315
2021-09-05,41.35444493213853
2021-09-12,23.91682567550773
2021-09-26,30.892566497530815
2021-10-10,55.3059265761847
2021-10-31,29.896032094384662
2021-12-05,64.2747362045001
2021-12-12,23.41682567550773
2021-12-19,99.15344031461554
2021-12-26,31.889100900676972
2022-01-02,66.53561002158482
2022-01-09,28.798995382477013
2022-01-16,49.65344031461554
2022-02-13,26.81285776989239
2022-03-13,49.65344031461554
2022-03-20,16.882169706969282
2022-03-27,29.792064188769324
2022-04-03,44.68809628315398
2022-05-08,66.53561002158482
2022-05-22,49.65344031461554
2022-05-29,24.82672015730777
2022-06-19,45.681165089446296
2022-07-03,24.82672015730777
2022-07-17,29.792064188769324
2022-07-31,40.71582105798474
2022-08-07,28.798995382477013
2022-08-28,47.667302702030916
2022-09-04,19.861376125846213
2022-09-18,54.61878434607709
2022-09-25,15.889100900676972
2022-10-02,29.792064188769324
2022-10-09,24.82672015730777
2022-10-30,42.70195867056936
2022-11-06,17.875238513261593
2022-12-04,26.81285776989239
2022-12-11,30.785132995061634
2022-12-18,24.82672015730777
2022-12-25,39.72275225169243
