,MVT_GT_Denver CO
2017-01-01,48.0
2017-01-15,22.0
2017-01-29,24.0
2017-02-12,50.0
2017-02-26,44.0
2017-03-05,55.0
2017-03-26,44.0
2017-04-02,19.0
2017-04-23,20.0
2017-05-14,29.0
2017-05-28,59.0
2017-06-11,25.0
2017-06-25,95.0
2017-07-02,36.0
2017-07-16,24.0
2017-08-06,64.0
2017-08-20,24.0
2017-08-27,34.0
2017-09-03,26.0
2017-09-17,40.0
2017-10-01,30.0
2017-10-22,44.0
2017-10-29,100.0
2017-11-12,39.0
2017-12-03,27.0
2017-12-10,71.0
2017-12-17,23.0
2017-12-31,20.0
2018-01-07,25.978828684862762
2018-01-14,27.905887876638673
2018-01-21,33.687065451966404
2018-02-04,33.187065451966404
2018-02-18,70.72824928748463
2018-03-04,27.905887876638673
2018-03-25,66.87413090393281
2018-04-01,25.978828684862762
2018-04-08,90.92590039701966
2018-04-15,18.270591917759113
2018-04-29,25.978828684862762
2018-05-13,37.541183835518225
2018-06-17,27.905887876638673
2018-07-01,25.978828684862762
2018-07-08,25.978828684862762
2018-07-22,26.478828684862762
2018-07-29,53.384716561501435
2018-08-19,18.770591917759113
2018-08-26,40.395302219070054
2018-09-02,55.811775753277345
2018-09-09,20.197651109535027
2018-09-16,47.603538986173696
2018-09-23,44.749420602621875
2018-10-14,26.478828684862762
2018-10-21,66.37413090393281
2018-11-04,25.978828684862762
2018-11-11,34.614124643742315
2018-11-25,20.697651109535027
2018-12-16,26.478828684862762
2018-12-23,24.551769493086848
2018-12-30,22.124710301310937
2019-01-06,16.843532725983202
2019-01-20,25.978828684862762
2019-02-10,31.260006260190494
2019-02-17,24.551769493086848
2019-02-24,44.249420602621875
2019-03-03,44.749420602621875
2019-03-10,35.614124643742315
2019-03-24,25.978828684862762
2019-03-31,20.197651109535027
2019-04-07,24.051769493086848
2019-04-14,20.197651109535027
2019-05-05,33.687065451966404
2019-05-12,23.551769493086848
2019-06-02,46.676479794397785
2019-06-09,62.52001252038099
2019-06-16,40.895302219070054
2019-07-14,75.50942686281238
2019-07-28,72.15530847926055
2019-08-04,33.687065451966404
2019-08-25,38.468243027294136
2019-09-01,25.978828684862762
2019-09-08,23.551769493086848
2019-09-29,27.405887876638673
2019-10-06,16.843532725983202
2019-10-13,38.968243027294136
2019-10-20,72.65530847926055
2019-10-27,59.665894136829166
2019-11-03,40.395302219070054
2019-11-17,40.895302219070054
2019-11-24,48.103538986173696
2019-12-01,46.176479794397785
2019-12-08,22.624710301310937
2019-12-15,53.384716561501435
2019-12-22,46.676479794397785
2019-12-29,51.957657369725524
2020-01-05,42.322361410845964
2020-01-12,31.760006260190494
2020-01-19,27.905887876638673
2020-01-26,42.822361410845964
2020-02-02,27.905887876638673
2020-02-23,72.15530847926055
2020-03-01,31.760006260190494
2020-03-15,23.551769493086848
2020-03-22,16.843532725983202
2020-03-29,24.051769493086848
2020-04-05,44.249420602621875
2020-04-19,40.895302219070054
2020-04-26,16.843532725983202
2020-05-03,25.978828684862762
2020-05-10,48.603538986173696
2020-05-17,37.041183835518225
2020-06-14,70.22824928748463
2020-06-28,20.697651109535027
2020-07-05,57.738834945053256
2020-07-12,70.22824928748463
2020-07-19,38.968243027294136
2020-07-26,40.895302219070054
2020-08-02,35.114124643742315
2020-08-09,97.6341371641233
2020-08-30,44.249420602621875
2020-09-06,76.00942686281238
2020-09-13,94.28001878057148
2020-09-27,20.697651109535027
2020-10-04,51.457657369725524
2020-10-18,22.624710301310937
2020-10-25,29.332947068414583
2020-11-01,90.92590039701966
2020-11-08,29.332947068414583
2020-11-15,61.09295332860508
2020-11-22,29.332947068414583
2020-11-29,31.760006260190494
2020-12-13,33.187065451966404
2020-12-20,27.905887876638673
2020-12-27,50.030598177949614
2021-01-03,38.968243027294136
2021-01-10,79.8635452463642
2021-01-24,51.957657369725524
2021-01-31,66.37413090393281
2021-02-07,53.884716561501435
2021-02-14,66.37413090393281
2021-02-28,27.905887876638673
2021-03-07,66.87413090393281
2021-03-14,22.124710301310937
2021-03-21,31.760006260190494
2021-03-28,53.384716561501435
2021-04-04,40.395302219070054
2021-04-11,49.530598177949614
2021-04-18,56.738834945053256
2021-04-25,48.603538986173696
2021-05-09,51.457657369725524
2021-05-16,18.770591917759113
2021-05-30,57.738834945053256
2021-06-06,70.72824928748463
2021-06-13,51.457657369725524
2021-06-20,27.405887876638673
2021-06-27,23.551769493086848
2021-07-04,74.08236767103645
2021-07-11,38.468243027294136
2021-07-18,79.8635452463642
2021-08-01,29.832947068414583
2021-08-08,68.30119009570873
2021-08-15,29.832947068414583
2021-08-22,22.124710301310937
2021-09-12,52.457657369725524
2021-09-19,24.051769493086848
2021-09-26,18.770591917759113
2021-10-03,95.70707797234739
2021-10-10,31.760006260190494
2021-10-31,92.35295958879557
2021-11-21,33.687065451966404
2021-11-28,42.322361410845964
2021-12-12,31.760006260190494
2021-12-19,66.87413090393281
2021-12-26,33.187065451966404
2022-01-02,48.20707797234739
2022-01-09,72.3106169585211
2022-01-16,185.41183835518228
2022-01-23,81.58120887628021
2022-01-30,103.83062947890208
2022-02-06,63.040025040761975
2022-02-13,44.49884120524375
2022-02-20,27.811775753277345
