,MVT_GT_Omaha NE
2017-02-19,41.0
2017-03-05,80.0
2017-04-02,52.0
2017-04-09,44.0
2017-05-07,28.0
2017-05-14,78.0
2017-05-28,48.0
2017-07-02,100.0
2017-07-30,29.0
2017-08-06,65.0
2017-08-13,58.0
2017-08-20,46.0
2017-09-17,29.0
2017-10-01,38.0
2017-10-22,74.0
2017-11-05,32.0
2017-12-17,57.0
2017-12-24,57.0
2018-01-21,36.081576343565445
2018-02-18,22.91994295383081
2018-02-25,36.081576343565445
2018-03-04,28.774928692288512
2018-04-01,29.75075964869813
2018-04-29,95.0830956409617
2018-05-20,58.02568834098664
2018-07-15,40.960731125613535
2018-08-05,72.66315268713089
2018-08-26,24.371604866650042
2018-10-14,28.274928692288512
2019-02-03,29.25075964869813
2019-03-03,59.00151929739626
2019-03-17,26.82326677946928
2019-03-24,23.895773910240425
2019-04-07,27.299097735878895
2019-05-12,39.98490016920391
2019-06-09,33.154083474336595
2019-07-07,31.20242156151736
2019-08-04,51.694871646119324
2019-09-15,39.0090692127943
2019-09-29,29.75075964869813
2019-10-06,39.0090692127943
2019-11-24,28.774928692288512
2019-12-08,30.726590605107745
2019-12-15,40.960731125613535
2020-01-12,65.83233599226358
2020-01-26,57.049857384577024
2020-02-02,39.0090692127943
2020-02-16,62.40484312303472
2020-02-23,24.871604866650042
2020-03-01,39.0090692127943
2020-03-15,47.29154782048085
2020-03-29,23.895773910240425
2020-04-05,31.20242156151736
2020-04-19,23.895773910240425
2020-05-03,28.274928692288512
2020-05-10,67.7839979050828
2020-07-19,40.960731125613535
2020-09-20,39.0090692127943
2020-10-25,39.98490016920391
2020-11-15,45.83988590766162
2020-12-13,24.371604866650042
2021-02-14,64.85650503585396
2021-06-27,32.17825251792698
2021-08-08,33.154083474336595
2021-08-15,65.83233599226358
2021-08-29,38.03323825638468
2021-09-05,59.977350253805874
2021-09-12,32.17825251792698
2021-10-10,26.82326677946928
2021-10-17,32.67825251792698
2021-11-28,25.847435823059662
2021-12-12,63.88067407944434
2022-02-27,29.501519297396257
2022-03-27,23.79154782048085
2022-04-03,41.8731241640463
2022-07-31,55.196390943515574
2022-09-11,34.25982886149242
2022-09-18,28.549857384577024
2022-09-25,65.66467198452715
2022-11-06,38.06647651276936
2022-11-13,77.08461493835796
2022-11-20,87.55289597936954
2022-12-25,50.43808137941941
