,MVT_GT_Wichita-Hutchinson KS
2017-01-22,39.0
2017-02-12,45.0
2017-04-02,28.0
2017-04-30,41.0
2017-05-21,61.0
2017-06-11,49.0
2017-08-20,32.0
2017-10-01,42.0
2017-10-15,46.0
2017-10-29,31.0
2017-11-05,92.0
2017-11-26,91.0
2017-12-31,53.0
2018-01-28,65.0
2018-03-04,46.0
2018-04-08,25.0
2018-06-03,28.0
2018-06-10,29.0
2018-07-01,41.0
2018-09-09,39.0
2018-10-07,56.0
2018-11-25,26.0
2018-12-23,63.0
2019-02-03,26.0
2019-03-10,69.0
2019-04-14,30.0
2019-09-01,48.0
2019-11-10,41.0
2019-12-22,70.0
2019-12-29,23.0
2020-01-05,27.0
2020-01-19,31.0
2020-02-09,48.0
2020-03-15,47.0
2020-04-26,23.0
2020-07-26,25.0
2020-09-06,28.0
2020-09-27,33.0
2020-10-04,28.0
2020-11-01,31.0
2020-11-22,25.0
2021-01-17,23.0
2021-05-09,89.0
2021-07-25,33.0
2021-08-01,100.0
2021-08-08,25.0
2021-08-15,25.0
2021-12-05,29.0
2021-12-12,24.0
2022-02-06,42.0
2022-02-13,23.0
2022-02-27,33.0
2022-04-10,44.0
2022-05-01,67.0
2022-05-22,72.0
2022-06-05,22.0
2022-06-12,86.0
2022-06-19,44.0
2022-07-10,26.0
2022-07-24,36.0
2022-08-28,63.0
2022-09-04,22.0
2022-10-02,31.0
2022-10-16,59.0
2022-10-30,23.0
2022-12-11,19.0
2022-12-18,55.0
2022-12-25,39.0
