,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,33.0
2017-01-08,69.0
2017-01-15,25.0
2017-01-29,85.0
2017-02-19,35.0
2017-03-12,68.0
2017-03-26,38.0
2017-04-23,22.0
2017-04-30,46.0
2017-05-07,72.0
2017-05-14,60.0
2017-05-21,18.0
2017-06-04,32.0
2017-06-11,22.0
2017-06-18,39.0
2017-07-02,45.0
2017-07-09,25.0
2017-07-16,18.0
2017-07-23,27.0
2017-08-06,26.0
2017-08-13,100.0
2017-08-20,44.0
2017-09-03,49.0
2017-09-10,76.0
2017-10-08,67.0
2017-10-15,82.0
2017-10-22,20.0
2017-10-29,76.0
2017-11-05,26.0
2017-11-12,52.0
2017-11-19,38.0
2017-11-26,31.0
2017-12-03,24.0
2017-12-17,19.0
2017-12-24,30.0
2018-01-28,26.070062090186525
2018-02-11,24.323201399318727
2018-03-11,23.949771053884824
2018-04-01,43.158960035166245
2018-04-15,55.133845562108654
2018-04-22,26.070062090186525
2018-05-20,29.93721381735603
2018-06-03,34.177795889959434
2018-06-10,23.949771053884824
2018-06-24,34.177795889959434
2018-07-01,47.89954210776965
2018-07-15,27.316922781054327
2018-07-22,58.62756694384426
2018-07-29,25.196631744752626
2018-08-19,53.01355452580695
2018-08-26,31.18407450822383
2018-09-02,51.26669383493915
2018-09-09,35.05122623539334
2018-10-07,71.84931316165446
2018-10-21,29.93721381735603
2018-10-28,61.12128832557986
2018-11-18,18.83575863584752
2018-11-25,73.96960419795617
2018-12-23,20.95604967214922
2018-12-30,19.20918898128142
2019-01-06,36.798086926261135
2019-01-27,17.088897944979717
2019-02-10,22.202910363017022
2019-02-17,23.949771053884824
2019-02-24,26.943492435620428
2019-03-03,15.842037254111915
2019-03-24,53.01355452580695
2019-04-07,21.829480017583123
2019-04-21,65.86187039818327
2019-04-28,40.16523865343064
2019-05-05,23.949771053884824
2019-05-19,53.886984871240855
2019-05-26,26.070062090186525
2019-06-09,32.05750485365773
2019-06-23,18.83575863584752
2019-06-30,18.83575863584752
2019-07-14,43.658960035166245
2019-07-28,23.949771053884824
2019-08-11,41.03866899886454
2019-08-18,48.27297245320355
2019-08-25,50.89326348950525
2019-09-15,17.962328290413616
2019-09-29,52.14012418037305
2019-10-13,24.823201399318727
2019-10-20,27.316922781054327
2019-10-27,36.798086926261135
2019-11-03,46.15268141690184
2019-11-10,34.177795889959434
2019-11-24,38.91837796256284
2019-12-01,28.190353126488226
2019-12-15,58.12756694384426
2019-12-29,50.01983314407135
2020-01-05,42.78552968973234
2020-01-19,24.323201399318727
2020-01-26,37.17151727169504
2020-02-02,69.22902212535277
2020-02-09,38.04494761712894
2020-02-16,15.842037254111915
2020-02-23,22.202910363017022
2020-03-01,64.98844005274937
2020-03-29,17.088897944979717
2020-04-05,20.95604967214922
2020-04-12,21.829480017583123
2020-04-19,17.588897944979717
2020-05-17,47.026111762335745
2020-05-24,24.323201399318727
2020-05-31,20.08261932671532
2020-06-07,43.158960035166245
2020-06-14,41.03866899886454
2020-06-28,23.949771053884824
2020-07-05,17.088897944979717
2020-07-19,37.67151727169504
2020-07-26,34.177795889959434
2020-08-09,18.83575863584752
2020-08-23,24.823201399318727
2020-09-13,41.91209934429844
2020-10-11,21.829480017583123
2020-10-18,20.95604967214922
2020-10-25,38.91837796256284
2020-11-15,17.962328290413616
2020-11-22,62.86814901644766
2020-11-29,22.202910363017022
2020-12-13,20.08261932671532
2020-12-20,23.07634070845092
2020-12-27,17.962328290413616
2021-01-03,41.03866899886454
2021-01-10,50.01983314407135
2021-01-17,24.823201399318727
2021-01-24,29.93721381735603
2021-02-07,37.17151727169504
2021-02-21,27.816922781054327
2021-03-07,29.93721381735603
2021-03-14,29.06378347192213
2021-03-21,18.83575863584752
2021-03-28,49.64640279863745
2021-04-11,22.202910363017022
2021-04-25,20.95604967214922
2021-05-02,17.088897944979717
2021-05-09,31.18407450822383
2021-05-16,26.070062090186525
2021-05-23,47.89954210776965
2021-05-30,44.03239038060015
2021-06-06,74.84303454339008
2021-06-20,28.690353126488226
2021-07-11,35.92465658082723
2021-07-25,47.89954210776965
2021-08-01,37.67151727169504
2021-08-15,32.930935199091635
2021-08-29,25.696631744752626
2021-09-05,21.329480017583123
2021-09-19,50.89326348950525
2021-09-26,44.905820726034044
2021-10-10,44.03239038060015
2021-10-17,58.62756694384426
2021-10-24,44.905820726034044
2021-11-07,21.329480017583123
2021-11-28,29.06378347192213
2021-12-19,37.17151727169504
2021-12-26,61.12128832557986
2022-01-09,30.62128832557986
2022-01-23,35.84931316165447
2022-02-06,23.152681416901846
2022-02-13,19.41837796256284
2022-03-06,21.658960035166242
2022-03-13,46.30536283380369
2022-04-03,34.35559177991887
2022-04-17,31.368149016447664
2022-05-08,23.899542107769648
2022-05-15,35.84931316165447
2022-05-22,35.84931316165447
2022-05-29,60.49571596029192
2022-06-05,16.430935199091632
2022-06-12,32.861870398183264
2022-07-03,45.55850214293589
2022-07-10,29.127566943844258
2022-07-17,37.343034543390075
2022-07-24,36.59617385252227
2022-07-31,38.089895234257874
2022-09-18,27.633845562108654
2022-10-09,41.07733799772908
2022-10-16,25.39326348950525
2022-10-23,28.380706252976456
2022-11-06,19.41837796256284
2022-11-13,53.027109051613905
2022-11-20,47.799084215539295
2022-12-04,14.93721381735603
2022-12-11,18.671517271695038
2022-12-18,26.886984871240855
2022-12-25,39.58361661599348
