,MVT_GT_Ontario
2017-01-08,30.0
2017-01-15,35.0
2017-01-22,13.0
2017-02-05,23.0
2017-02-19,12.0
2017-02-26,40.0
2017-03-05,100.0
2017-03-12,29.0
2017-03-19,27.0
2017-04-02,24.0
2017-04-09,15.0
2017-04-16,16.0
2017-04-23,13.0
2017-04-30,20.0
2017-05-07,21.0
2017-05-14,12.0
2017-06-04,12.0
2017-06-11,8.0
2017-07-02,21.0
2017-07-09,8.0
2017-07-16,41.0
2017-07-23,34.0
2017-07-30,11.0
2017-08-06,11.0
2017-08-13,21.0
2017-08-27,10.0
2017-09-03,28.0
2017-09-10,11.0
2017-09-17,23.0
2017-09-24,29.0
2017-10-01,7.0
2017-10-08,11.0
2017-10-15,7.0
2017-11-05,24.0
2017-11-12,21.0
2017-11-19,26.0
2017-11-26,17.0
2017-12-03,14.0
2017-12-10,17.0
2017-12-17,22.0
2017-12-24,17.0
2017-12-31,8.0
2018-01-14,28.952451841029273
2018-01-28,11.992480031646284
2018-02-04,16.107472983992032
2018-02-11,21.927463587119693
2018-02-18,11.992480031646284
2018-02-25,33.06744479337502
2018-03-11,19.01746828555586
2018-03-18,12.84497885703724
2018-04-01,9.082484730082452
2018-04-08,12.84497885703724
2018-04-15,8.229985904691494
2018-04-29,11.992480031646284
2018-05-06,22.27996241251065
2018-05-13,8.229985904691494
2018-05-20,18.164969460164905
2018-05-27,32.214945967984065
2018-06-10,14.049976507819157
2018-06-17,17.312470634773945
2018-06-24,16.95997180938299
2018-07-01,14.049976507819157
2018-07-08,9.082484730082452
2018-07-15,34.27244244415694
2018-07-22,17.812470634773945
2018-07-29,12.84497885703724
2018-08-05,15.254974158601073
2018-08-12,21.927463587119693
2018-08-19,19.869967110946817
2018-09-02,15.254974158601073
2018-09-09,12.84497885703724
2018-09-16,43.354927174239386
2018-09-23,14.402475333210115
2018-09-30,12.84497885703724
2018-10-07,16.95997180938299
2018-10-14,13.197477682428199
2018-10-21,21.074964761728737
2018-10-28,24.837458888683525
2018-11-04,26.894955364856397
2018-11-11,9.934983555473409
2018-11-18,27.247454190247353
2018-11-25,16.107472983992032
2018-12-02,43.354927174239386
2018-12-09,44.207425999630345
2018-12-16,7.024988253909578
2018-12-23,26.04245653946544
2018-12-30,8.729985904691494
2019-01-06,26.894955364856397
2019-01-13,40.944931872675554
2019-01-20,21.074964761728737
2019-01-27,9.934983555473409
2019-02-03,20.722465936337777
2019-02-10,11.992480031646284
2019-02-17,25.18995771407448
2019-02-24,9.934983555473409
2019-03-03,14.402475333210115
2019-03-10,28.952451841029273
2019-03-17,46.76492247580322
2019-04-07,19.869967110946817
2019-04-14,19.869967110946817
2019-04-21,12.84497885703724
2019-04-28,11.992480031646284
2019-05-05,26.894955364856397
2019-05-12,16.95997180938299
2019-05-19,17.812470634773945
2019-05-26,6.17248942851862
2019-06-02,21.927463587119693
2019-06-16,38.03493657111172
2019-06-23,7.877487079300536
2019-06-30,19.01746828555586
2019-07-14,31.862447142593105
2019-07-21,19.869967110946817
2019-07-28,25.68995771407448
2019-08-04,23.13246123790161
2019-08-11,14.902475333210115
2019-08-18,12.84497885703724
2019-08-25,22.27996241251065
2019-09-01,9.934983555473409
2019-09-08,11.139981206255325
2019-09-15,20.722465936337777
