,MVT_GT_Nashville TN
2017-01-01,71.0
2017-01-15,44.0
2017-02-12,43.0
2017-03-12,19.0
2017-03-19,38.0
2017-04-02,19.0
2017-04-09,22.0
2017-04-16,29.0
2017-04-23,26.0
2017-05-07,20.0
2017-05-14,39.0
2017-05-28,24.0
2017-06-11,23.0
2017-07-02,57.0
2017-07-16,60.0
2017-07-23,57.0
2017-08-06,31.0
2017-08-13,70.0
2017-09-24,24.0
2017-10-01,32.0
2017-11-05,28.0
2017-11-12,35.0
2017-11-19,79.0
2017-12-10,35.0
2017-12-17,44.0
2017-12-24,35.0
2017-12-31,27.0
2018-01-07,30.90193845342137
2018-02-04,55.72348921615846
2018-02-18,30.90193845342137
2018-02-25,50.15649947392157
2018-03-04,28.37514255652661
2018-03-11,62.817274855290115
2018-03-18,20.76795896894758
2018-03-25,21.28135691739496
2018-04-08,48.12970357702681
2018-04-15,82.07183587579031
2018-05-13,29.88854050497399
2018-05-20,45.08950973168467
2018-06-03,50.15649947392157
2018-07-22,33.44213229876351
2018-08-05,39.009122041000396
2018-08-26,50.15649947392157
2018-09-16,33.94213229876351
2018-10-07,30.90193845342137
2018-10-14,35.468928195658265
2018-11-04,31.91533640186875
2018-11-11,90.67901946336934
2018-11-18,21.78135691739496
2018-12-16,62.817274855290115
2018-12-23,19.754561020500198
2019-01-06,30.90193845342137
2019-01-20,43.06271383478992
2019-02-03,57.75028511305322
2019-02-10,27.36174460807923
2019-02-24,18.24116307205282
2019-03-17,22.794754865842336
2019-03-24,96.75940715405362
2019-03-31,30.90193845342137
2019-04-07,32.42873435031613
2019-04-21,26.84834665963185
2019-04-28,28.87514255652661
2019-05-12,19.754561020500198
2019-06-16,28.87514255652661
2019-06-23,20.26795896894758
2019-06-30,21.78135691739496
2019-07-21,44.076111783237295
2019-07-28,43.06271383478992
2019-09-15,22.794754865842336
2019-09-22,41.03591793789516
2019-09-29,19.754561020500198
2019-12-08,17.727765123605444
2019-12-15,20.76795896894758
2020-01-12,28.87514255652661
2020-01-26,25.334948711184474
2020-02-09,50.15649947392157
2020-03-01,30.40193845342137
2020-03-15,27.86174460807923
2020-03-29,41.03591793789516
2020-04-12,17.227765123605444
2020-05-24,32.92873435031613
2020-06-07,15.200969226710685
2020-06-14,32.92873435031613
2020-06-21,17.727765123605444
2020-07-12,18.24116307205282
2020-07-26,21.78135691739496
2020-08-02,32.42873435031613
2020-08-09,17.227765123605444
2020-08-16,16.214367175158063
2020-09-13,64.84407075218488
2020-10-18,19.254561020500198
2020-11-08,40.02251998944778
2020-11-29,20.26795896894758
2020-12-06,23.808152814289716
2020-12-13,43.56271383478992
2020-12-27,89.16562151492197
2021-01-17,99.79960099939575
2021-03-21,89.16562151492197
2021-03-28,16.714367175158063
2021-04-04,59.27708100994798
2021-04-18,35.968928195658265
2021-05-09,26.34834665963185
2021-06-13,58.7636830615006
2021-06-27,19.254561020500198
2021-07-11,23.308152814289716
2021-07-25,17.727765123605444
2021-08-08,17.727765123605444
2021-08-22,21.78135691739496
2021-08-29,32.92873435031613
2021-09-12,22.294754865842336
2021-09-19,19.754561020500198
2021-10-17,62.817274855290115
2021-10-31,26.84834665963185
2021-12-05,47.11630562857943
2022-01-02,102.67958968947579
2022-01-16,32.85746870063225
2022-01-23,45.17901946336935
2022-02-06,42.098631772685074
2022-02-13,32.85746870063225
2022-04-03,15.40193845342137
2022-04-17,15.40193845342137
2022-04-24,22.589509731684675
2022-05-01,15.40193845342137
2022-05-08,36.96465228821128
2022-05-15,55.446978432316925
2022-05-22,31.830672803737496
2022-05-29,30.80387690684274
2022-06-05,40.04503997889556
2022-06-26,25.669897422368948
2022-07-10,18.48232614410564
2022-07-17,28.750285113053224
2022-07-31,19.5091220410004
2022-08-21,23.616305628579433
2022-08-28,82.14367175158063
2022-09-11,49.28620305094838
2022-10-09,28.750285113053224
2022-10-30,21.562713834789918
2022-11-13,21.562713834789918
2022-11-20,21.562713834789918
2022-11-27,25.669897422368948
2022-12-04,18.48232614410564
2022-12-11,41.07183587579031
