,MVT_GT_Ontario
2017-01-01,13.0
2017-01-15,51.0
2017-01-22,8.0
2017-01-29,27.0
2017-03-05,100.0
2017-03-12,59.0
2017-03-19,12.0
2017-03-26,23.0
2017-04-02,13.0
2017-04-09,23.0
2017-04-16,16.0
2017-04-23,20.0
2017-04-30,13.0
2017-05-07,15.0
2017-05-14,8.0
2017-05-21,17.0
2017-06-04,9.0
2017-06-11,18.0
2017-06-18,9.0
2017-07-02,31.0
2017-07-09,10.0
2017-07-16,24.0
2017-07-23,28.0
2017-07-30,16.0
2017-08-06,14.0
2017-08-13,26.0
2017-08-20,10.0
2017-09-03,24.0
2017-09-10,14.0
2017-09-17,21.0
2017-09-24,26.0
2017-10-01,7.0
2017-10-08,10.0
2017-10-15,25.0
2017-10-22,48.0
2017-11-05,14.0
2017-11-12,23.0
2017-11-19,35.0
2017-11-26,12.0
2017-12-03,23.0
2017-12-10,13.0
2018-01-14,16.97683066296144
2018-01-21,10.247561838976129
2018-01-28,12.054879044972456
2018-02-04,12.95853764797062
2018-02-18,25.013416692943075
2018-02-25,38.37561294391186
2018-03-04,32.14634411992655
2018-03-11,10.747561838976129
2018-03-18,11.151220441974292
2018-04-01,16.073172059963277
2018-04-08,23.206099486946748
2018-04-29,28.12805110493573
2018-05-06,21.89878228095042
2018-05-13,8.940244632979802
2018-05-20,12.054879044972456
2018-05-27,24.10975808994491
2018-06-10,25.91707529594124
2018-06-17,20.091465074954094
2018-07-01,9.843903235977965
2018-07-08,22.302440883948584
2018-07-15,50.02683338588615
2018-07-22,39.279271546910024
2018-07-29,19.68780647195593
2018-08-05,30.839026913930223
2018-08-12,28.12805110493573
2018-08-19,15.169513456965111
2018-08-26,22.302440883948584
2018-09-02,13.862196250968783
2018-09-09,27.224392501937565
2018-09-16,53.6414677978788
2018-09-23,20.995123677952257
2018-09-30,31.742685516928386
2018-10-07,22.802440883948584
2018-10-14,7.132927426983474
2018-10-21,19.18780647195593
2018-10-28,33.95366132592288
2018-11-04,31.742685516928386
2018-11-18,16.073172059963277
2018-11-25,12.054879044972456
2018-12-02,47.81585757689166
2018-12-09,46.912198973893496
2018-12-16,14.765854853966948
2018-12-23,23.206099486946748
2018-12-30,18.284147868957767
2019-01-06,22.802440883948584
2019-01-13,14.265854853966948
2019-01-20,33.05000272292472
2019-02-03,25.91707529594124
2019-02-10,12.95853764797062
2019-02-17,41.990247355904515
2019-03-03,24.10975808994491
2019-03-10,27.724392501937565
2019-03-17,25.91707529594124
2019-03-31,21.39878228095042
2019-04-07,24.10975808994491
2019-04-14,57.15976081286963
2019-04-21,11.151220441974292
2019-05-05,36.16463713491737
2019-05-12,20.091465074954094
2019-05-19,34.857319928921044
2019-05-26,8.036586029981638
2019-06-02,20.091465074954094
2019-06-09,16.97683066296144
2019-06-16,20.995123677952257
2019-06-23,20.995123677952257
2019-06-30,19.18780647195593
2019-07-14,29.93536831093206
2019-07-21,32.14634411992655
2019-07-28,27.224392501937565
2019-08-04,28.62805110493573
2019-08-11,18.784147868957767
2019-08-18,21.39878228095042
2019-08-25,23.706099486946748
2019-09-08,26.8207338989394
2019-09-15,16.073172059963277
2019-09-22,20.091465074954094
2019-09-29,34.857319928921044
2019-10-06,34.857319928921044
2019-10-13,15.169513456965111
2019-10-20,13.862196250968783
2019-10-27,22.802440883948584
2019-11-03,20.995123677952257
2019-11-10,25.91707529594124
2019-11-17,29.031709707933896
2019-11-24,21.89878228095042
2019-12-01,68.81098125484391
2019-12-08,30.339026913930223
2019-12-15,16.97683066296144
2019-12-22,28.62805110493573
2019-12-29,35.76097853191921
2020-01-05,15.169513456965111
2020-01-12,22.802440883948584
2020-01-19,19.68780647195593
2020-01-26,27.724392501937565
2020-02-02,18.784147868957767
2020-02-09,22.802440883948584
2020-02-16,25.91707529594124
2020-02-23,14.265854853966948
2020-03-01,12.054879044972456
2020-03-08,22.802440883948584
2020-03-15,9.843903235977965
2020-03-29,27.224392501937565
2020-04-12,15.669513456965111
2020-04-19,18.784147868957767
2020-04-26,25.013416692943075
2020-05-03,45.10488176789717
2020-05-10,24.60975808994491
2020-05-17,13.362196250968783
2020-05-24,10.247561838976129
2020-05-31,8.036586029981638
2020-06-07,22.302440883948584
2020-06-14,27.224392501937565
2020-06-21,17.880489265959604
2020-06-28,16.073172059963277
2020-07-05,28.12805110493573
2020-07-12,24.10975808994491
2020-07-19,21.89878228095042
2020-07-26,23.206099486946748
2020-08-02,32.64634411992655
2020-08-09,16.97683066296144
2020-08-16,16.97683066296144
2020-08-23,11.651220441974292
2020-08-30,25.013416692943075
2020-09-13,25.013416692943075
2020-09-20,23.706099486946748
2020-09-27,20.995123677952257
2020-10-04,20.995123677952257
2020-10-11,21.39878228095042
2020-10-18,25.013416692943075
2020-11-01,16.97683066296144
2020-11-08,13.862196250968783
2020-11-15,11.151220441974292
2020-11-22,18.784147868957767
2020-11-29,43.29756456190084
2020-12-06,27.724392501937565
2020-12-13,46.912198973893496
2020-12-20,25.91707529594124
2020-12-27,22.802440883948584
2021-01-03,11.651220441974292
2021-01-10,37.068295737915534
2021-01-17,18.784147868957767
2021-01-24,53.1414677978788
2021-01-31,19.18780647195593
2021-02-07,6.72926882398531
2021-02-14,12.054879044972456
2021-02-21,46.412198973893496
2021-03-07,58.967078018865955
2021-03-14,38.87561294391186
2021-03-21,16.073172059963277
2021-03-28,16.97683066296144
2021-04-04,12.054879044972456
2021-04-11,6.22926882398531
2021-04-18,5.825610220987146
2021-04-25,24.10975808994491
2021-05-02,17.380489265959604
2021-05-09,33.95366132592288
2021-05-16,24.60975808994491
2021-05-23,24.10975808994491
2021-05-30,8.940244632979802
2021-06-06,13.862196250968783
2021-06-13,9.843903235977965
2021-06-20,15.669513456965111
2021-06-27,20.995123677952257
2021-07-04,10.247561838976129
2021-07-11,27.224392501937565
2021-07-18,16.073172059963277
2021-07-25,36.16463713491737
2021-08-01,26.8207338989394
2021-08-08,25.013416692943075
2021-08-15,12.95853764797062
2021-08-22,19.18780647195593
2021-08-29,22.302440883948584
2021-09-05,16.97683066296144
2021-09-12,16.97683066296144
2021-09-19,50.02683338588615
2021-09-26,20.995123677952257
2021-10-03,29.031709707933896
2021-10-10,31.242685516928386
2021-10-17,21.89878228095042
2021-10-24,25.013416692943075
2021-10-31,29.93536831093206
2021-11-07,29.93536831093206
2021-11-14,38.87561294391186
2021-11-21,27.224392501937565
2021-11-28,27.224392501937565
2021-12-05,45.10488176789717
2021-12-12,51.33415059188248
2021-12-19,36.16463713491737
2021-12-26,25.013416692943075
2022-01-02,18.568295737915534
2022-01-23,28.25610220987146
2022-01-30,41.1731775058127
2022-02-06,20.990247355904515
2022-02-13,21.797564561900842
2022-02-20,16.14634411992655
2022-02-27,25.83415059188248
2022-03-06,33.100005445849426
2022-03-13,30.678053827860445
2022-03-20,33.100005445849426
2022-03-27,32.2926882398531
2022-04-03,30.678053827860445
2022-04-10,42.78781191780536
2022-04-17,32.2926882398531
2022-04-24,24.219516179889826
2022-05-01,20.990247355904515
2022-05-08,28.25610220987146
2022-05-15,29.87073662186412
2022-05-22,55.704887213746595
2022-05-29,39.55854309382005
2022-06-05,80.73172059963275
2022-06-12,52.47561838976129
2022-06-19,26.641467797878807
2022-06-26,37.13659147583107
2022-07-03,16.14634411992655
2022-07-10,54.89757000775027
2022-07-24,34.71463985784208
2022-08-07,29.06341941586779
2022-08-14,50.86098397776863
2022-08-21,41.1731775058127
2022-08-28,23.4121989738935
2022-09-04,29.87073662186412
2022-09-11,74.27318295166214
2022-09-18,32.2926882398531
2022-09-25,42.78781191780536
2022-10-02,60.548790449724564
2022-10-09,33.90732265184575
2022-10-16,59.74147324372824
2022-10-23,39.55854309382005
2022-10-30,28.25610220987146
2022-11-06,15.339026913930223
2022-11-13,46.017080741790664
2022-11-20,27.448785003875134
2022-11-27,25.83415059188248
2022-12-04,57.319521625739256
2022-12-11,56.51220441974292
2022-12-18,66.20001089169885
2022-12-25,50.053666771772306
