,MVT_GT_El Paso TX
2017-01-01,100.0
2017-01-29,34.0
2017-03-12,35.0
2017-03-19,37.0
2017-04-16,84.0
2017-07-23,35.0
2017-08-06,23.0
2017-08-27,24.0
2017-09-24,37.0
2017-10-08,24.0
2017-10-22,28.0
2017-11-19,28.0
2017-12-03,27.0
2017-12-10,36.0
2017-12-17,74.0
2017-12-24,31.0
2018-01-21,60.779466486831055
2018-02-25,27.928554583942287
2018-03-18,30.639733243415527
2018-05-13,20.795018605522557
2018-06-03,24.111786594732422
2018-06-10,27.928554583942287
2018-06-24,100.26391436813955
2018-08-19,23.006197264995798
2018-08-26,55.85710916788457
2018-10-14,21.40060793525918
2018-10-28,25.717375924469042
2018-11-04,27.928554583942287
2018-11-18,37.27326922183525
2018-11-25,60.779466486831055
2018-12-09,50.934751848938085
2019-04-28,42.19562654078174
2019-05-26,54.75151983814794
2019-06-23,31.245322573152148
2019-09-08,38.878858551571874
2019-11-24,30.139733243415527
2019-12-15,71.22977045446063
2020-02-16,41.090037211045114
2020-04-12,45.512394529991596
2020-05-17,23.006197264995798
2020-05-24,24.611786594732422
2020-06-07,26.322965254205663
2020-06-28,21.90060793525918
2020-07-05,70.12418112472402
2020-08-02,64.0962344760409
2020-08-09,19.189429275785937
2020-10-11,20.795018605522557
2020-11-08,55.35710916788457
2021-01-10,21.90060793525918
2021-02-14,19.189429275785937
2021-02-21,54.25151983814794
2021-02-28,39.9844478813085
2021-03-14,23.006197264995798
2021-03-21,29.034143913678903
2021-05-09,46.012394529991596
2021-05-16,46.012394529991596
2021-06-13,18.083839946049316
2021-06-27,61.88505581656767
2021-07-04,25.717375924469042
2021-07-25,37.77326922183525
2021-08-01,24.111786594732422
2021-08-08,36.66767989209863
2021-09-19,20.795018605522557
2021-09-26,20.295018605522557
2021-10-24,26.822965254205663
2021-11-14,30.139733243415527
2021-12-05,65.70182380577754
2021-12-12,29.034143913678903
2022-02-06,23.0123945299916
2022-02-20,24.223573189464844
2022-02-27,20.590037211045114
2022-03-13,19.378858551571874
2022-04-10,14.534143913678905
2022-04-17,21.80121587051836
2022-06-05,121.1178659473242
2022-07-24,33.91300246525078
2022-09-04,29.06828782735781
2022-10-02,47.23596771945644
2022-12-11,23.0123945299916
