,MVT_GT_Chicago IL
2017-01-08,40.0
2017-01-15,54.0
2017-01-22,29.0
2017-01-29,34.0
2017-02-12,21.0
2017-02-19,32.0
2017-02-26,13.0
2017-03-05,20.0
2017-03-12,34.0
2017-03-19,23.0
2017-03-26,21.0
2017-04-02,38.0
2017-04-09,31.0
2017-04-16,19.0
2017-04-23,42.0
2017-04-30,40.0
2017-05-07,44.0
2017-05-14,55.0
2017-05-21,28.0
2017-05-28,14.0
2017-06-04,19.0
2017-06-11,40.0
2017-06-18,42.0
2017-06-25,61.0
2017-07-02,95.0
2017-07-09,55.0
2017-07-16,35.0
2017-07-23,27.0
2017-07-30,39.0
2017-08-06,44.0
2017-08-27,30.0
2017-09-10,83.0
2017-09-17,54.0
2017-09-24,22.0
2017-10-01,20.0
2017-10-15,22.0
2017-10-22,54.0
2017-10-29,52.0
2017-11-05,43.0
2017-11-12,28.0
2017-11-19,18.0
2017-11-26,39.0
2017-12-03,29.0
2017-12-10,44.0
2017-12-17,39.0
2017-12-24,34.0
2017-12-31,47.0
2018-01-07,44.03598921951332
2018-01-14,66.93391467788229
2018-01-21,30.69723394449194
2018-02-04,22.39792545836896
2018-02-11,45.29585091673792
2018-02-18,44.03598921951332
2018-02-25,60.89446788898388
2018-03-04,36.73668073339033
2018-03-11,24.657787155593553
2018-03-18,45.79585091673792
2018-03-25,30.69723394449194
2018-04-01,47.55571261396251
2018-04-08,37.99654243061493
2018-04-15,38.49654243061493
2018-04-29,34.976819036165736
2018-05-06,33.21695733894114
2018-05-20,15.09861697224597
2018-05-27,66.93391467788229
2018-06-03,31.957095641716542
2018-06-10,15.09861697224597
2018-06-17,22.89792545836896
2018-07-01,44.53598921951332
2018-07-08,18.118340366695165
2018-07-15,34.976819036165736
2018-07-22,12.578893577796777
2018-07-29,25.917648852818154
2018-08-05,45.79585091673792
2018-08-12,25.917648852818154
2018-08-19,27.177510550042747
2018-09-02,50.07543600841171
2018-09-09,56.114882797310095
2018-09-16,15.09861697224597
2018-09-23,22.89792545836896
2018-09-30,65.17405298065768
2018-10-14,21.13806376114436
2018-10-21,62.65432958620848
2018-10-28,21.13806376114436
2018-11-04,24.157787155593553
2018-11-11,25.917648852818154
2018-11-25,31.957095641716542
2018-12-02,39.75640412783953
2018-12-09,30.69723394449194
2018-12-16,65.17405298065768
2018-12-30,36.23668073339033
2019-01-06,37.99654243061493
2019-01-13,48.315574311187106
2019-01-20,21.63806376114436
2019-01-27,11.578893577796777
2019-02-03,48.315574311187106
2019-02-10,53.0951594028609
2019-02-17,34.476819036165736
2019-02-24,50.07543600841171
2019-03-10,21.13806376114436
2019-03-24,27.177510550042747
2019-04-07,36.23668073339033
2019-04-14,71.21349976955607
2019-04-21,51.83529770563631
2019-04-28,34.976819036165736
2019-05-05,33.21695733894114
2019-05-12,27.677510550042747
2019-05-19,31.457095641716542
2019-05-26,34.476819036165736
2019-06-02,37.99654243061493
2019-06-16,34.976819036165736
2019-06-23,47.55571261396251
2019-06-30,38.49654243061493
2019-07-14,37.99654243061493
2019-07-21,74.23322316400527
2019-07-28,28.937372247267348
2019-08-04,22.89792545836896
2019-08-11,50.07543600841171
2019-08-18,39.25640412783953
2019-08-25,41.016265825064124
2019-09-01,30.69723394449194
2019-09-08,19.878202063919765
2019-09-15,21.13806376114436
2019-09-22,13.838755275021374
2019-09-29,24.157787155593553
2019-10-06,44.53598921951332
2019-10-13,36.23668073339033
2019-10-20,34.976819036165736
2019-10-27,18.118340366695165
2019-11-03,44.03598921951332
2019-11-10,36.23668073339033
2019-11-17,36.23668073339033
2019-11-24,16.85847866947057
2019-12-01,24.157787155593553
2019-12-08,36.23668073339033
2019-12-15,65.17405298065768
2019-12-29,53.0951594028609
2020-01-05,56.614882797310095
2020-01-12,34.976819036165736
2020-01-19,65.17405298065768
2020-01-26,69.95363807233147
2020-02-02,41.516265825064124
2020-02-09,54.855021100085494
2020-02-23,21.63806376114436
2020-03-01,25.917648852818154
2020-03-08,18.118340366695165
2020-03-22,21.13806376114436
2020-04-05,37.99654243061493
2020-04-12,12.578893577796777
2020-04-19,10.31903188057218
2020-04-26,16.85847866947057
2020-05-03,35.476819036165736
2020-05-17,24.157787155593553
2020-05-24,19.378202063919765
2020-05-31,75.99308486122986
2020-06-07,50.57543600841171
2020-06-14,19.878202063919765
2020-06-21,21.13806376114436
2020-06-28,36.73668073339033
2020-07-05,31.957095641716542
2020-07-12,69.95363807233147
2020-07-19,75.99308486122986
2020-07-26,36.73668073339033
2020-08-02,15.09861697224597
2020-08-09,19.378202063919765
2020-08-16,36.23668073339033
2020-08-23,27.677510550042747
2020-08-30,16.85847866947057
2020-09-06,15.59861697224597
2020-09-13,39.75640412783953
2020-09-20,18.618340366695165
2020-09-27,66.93391467788229
2020-10-04,28.937372247267348
2020-10-11,63.914191283433084
2020-10-25,59.13460619175929
2020-11-01,42.27612752228872
2020-11-08,34.976819036165736
2020-11-15,65.17405298065768
2020-11-22,28.937372247267348
2020-11-29,18.618340366695165
2020-12-06,62.15432958620848
2020-12-13,39.25640412783953
2020-12-20,66.43391467788229
2020-12-27,37.99654243061493
2021-01-03,51.33529770563631
2021-01-17,62.15432958620848
2021-01-24,66.93391467788229
2021-01-31,62.65432958620848
2021-02-07,44.03598921951332
2021-02-14,41.016265825064124
2021-02-28,28.937372247267348
2021-03-07,42.27612752228872
2021-03-14,15.59861697224597
2021-03-21,39.75640412783953
2021-03-28,74.73322316400527
2021-04-04,40.516265825064124
2021-04-11,41.016265825064124
2021-04-25,54.355021100085494
2021-05-02,30.19723394449194
2021-05-09,65.17405298065768
2021-05-23,63.914191283433084
2021-05-30,97.13114862237421
2021-06-06,25.917648852818154
2021-06-20,27.677510550042747
2021-06-27,25.417648852818154
2021-07-04,78.51280825567906
2021-07-11,71.21349976955607
2021-07-18,68.69377637510686
2021-07-25,28.937372247267348
2021-08-01,41.016265825064124
2021-08-15,41.016265825064124
2021-08-29,34.476819036165736
2021-09-05,25.417648852818154
2021-09-12,24.157787155593553
2021-09-19,34.976819036165736
2021-09-26,39.25640412783953
2021-10-03,47.05571261396251
2021-10-10,54.855021100085494
2021-10-17,31.957095641716542
2021-10-24,34.976819036165736
2021-11-07,50.07543600841171
2021-11-14,69.45363807233147
2021-11-21,27.177510550042747
2021-11-28,59.13460619175929
2021-12-12,100.15087201682341
2021-12-19,71.21349976955607
2021-12-26,24.157787155593553
2022-01-02,25.835297705636304
2022-01-09,86.62423348360407
2022-01-16,151.97233944491944
2022-01-23,18.236680733390333
2022-02-06,47.111425227925025
2022-02-13,31.91419128343308
