,MVT_GT_Wichita-Hutchinson KS
2017-01-01,40.0
2017-01-15,48.0
2017-03-05,62.0
2017-04-02,26.0
2017-04-23,35.0
2017-04-30,52.0
2017-08-27,31.0
2017-09-17,36.0
2017-10-22,36.0
2017-11-12,28.0
2017-12-24,71.0
2017-12-31,39.0
2018-02-25,54.06952727097027
2018-04-08,78.27735329513334
2018-07-29,27.80015115774955
2018-08-05,36.046351513980184
2018-08-26,33.98480142492252
2018-09-02,75.68502816154685
2018-09-09,43.761776825681984
2018-09-16,29.361701246807208
2018-10-21,36.046351513980184
2018-12-09,75.18502816154685
2018-12-23,82.40045347324865
2019-03-17,23.177050979634235
2019-05-05,30.89247629133604
2019-06-02,28.830926202278377
2019-06-16,61.28495258267208
2019-08-11,40.66945169209549
2019-11-17,55.1003023154991
2019-12-01,21.115500890576577
2020-01-19,31.923251335864865
2020-01-26,54.06952727097027
2020-02-09,33.98480142492252
2020-02-16,56.13107736002793
2020-05-03,28.830926202278377
2020-07-26,24.20782602416306
2020-08-16,30.89247629133604
2020-09-06,30.89247629133604
2020-11-08,72.09270302796037
2020-11-15,29.861701246807208
2020-11-22,26.769376113220723
2020-11-29,26.769376113220723
2021-02-07,31.923251335864865
2021-02-14,32.95402638039369
2021-03-07,22.146275935105407
2021-03-14,79.80812833966216
2021-04-25,44.292551870210815
2021-05-02,22.146275935105407
2021-08-01,77.7465782506045
2021-08-08,40.16945169209549
2021-08-29,99.89285418570991
2021-10-24,49.946427092854954
2021-12-05,53.038752226441446
2022-02-06,27.6003023154991
2022-02-20,69.00075578874775
2022-02-27,36.09270302796036
2022-03-20,21.231001781153154
2022-06-05,28.661852404556758
2022-07-10,53.077504452882884
2022-07-24,65.81610552157477
2022-08-28,38.21580320607568
2022-09-11,48.831304096652254
2022-09-18,29.723402493614415
2022-11-06,40.33890338419099
2022-11-27,97.66260819330451
2022-12-11,106.15500890576577
