,MVT_GT_Oklahoma City OK
2017-01-08,48.0
2017-01-15,47.0
2017-02-05,40.0
2017-02-12,29.0
2017-02-19,30.0
2017-02-26,22.0
2017-03-26,27.0
2017-04-09,17.0
2017-05-28,37.0
2017-06-04,100.0
2017-07-16,30.0
2017-07-23,20.0
2017-07-30,30.0
2017-08-06,18.0
2017-08-13,15.0
2017-08-20,40.0
2017-08-27,78.0
2017-09-10,21.0
2017-09-17,33.0
2017-11-12,34.0
2017-11-26,29.0
2017-12-17,39.0
2018-01-07,27.061239693495388
2018-01-21,15.884441682264761
2018-02-04,44.07643671034133
2018-02-11,14.75368634768358
2018-02-25,13.122931013102399
2018-03-04,29.82275036265775
2018-03-18,23.668973689751848
2018-03-25,19.776707686008304
2018-04-08,27.87661736078598
2018-04-22,27.37661736078598
2018-04-29,18.145952351427123
2018-05-06,22.853596022461257
2018-05-20,21.722840687880076
2018-07-01,17.830574684136533
2018-07-15,37.92266003743543
2018-08-26,14.25368634768358
2018-09-09,21.722840687880076
2018-09-16,25.11510669162362
2018-10-14,22.853596022461257
2019-01-27,37.10728237014484
2019-02-10,27.87661736078598
2019-03-10,27.87661736078598
2019-03-24,10.861420343940038
2019-06-02,23.168973689751848
2019-06-30,18.961330018717714
2019-08-04,18.961330018717714
2019-08-11,23.98435135704244
2019-08-18,29.00737269536716
2019-09-08,36.29190470285425
2019-10-06,17.015197016845942
2019-11-10,17.330574684136533
2019-11-24,20.907463020589486
2019-12-01,30.13812802994834
2019-12-08,27.061239693495388
2019-12-22,19.276707686008304
2019-12-29,22.038218355170667
2020-01-19,20.907463020589486
2020-02-16,12.80755334581181
2020-02-23,13.122931013102399
2020-03-15,63.037766729059044
2020-03-29,34.345771700982475
2020-05-31,24.79972902433303
2020-07-19,22.853596022461257
2020-08-30,11.99217567852122
2020-11-08,11.99217567852122
2020-11-15,35.161149368273065
2020-11-22,27.87661736078598
2020-11-29,18.145952351427123
2020-12-20,37.92266003743543
2021-01-31,34.845771700982475
2021-03-28,16.19981934955535
2021-04-25,25.930484358914207
2021-05-23,13.93830868039299
2021-06-13,50.23021338324724
2021-07-04,21.222840687880076
2021-07-18,28.19199502807657
2021-07-25,13.93830868039299
2021-08-01,30.95350569723893
2021-10-03,26.245862026204797
2021-10-17,29.00737269536716
2021-12-05,40.99954837388838
2021-12-12,36.29190470285425
2022-01-23,17.661149368273065
2022-01-30,29.645500725315504
2022-02-06,14.507372695367161
2022-02-13,30.907011394477866
2022-02-20,13.245862026204799
2022-02-27,12.61510669162362
2022-03-20,29.014745390734323
2022-03-27,13.245862026204799
2022-04-17,16.399638699110703
2022-04-24,20.81492604117897
2022-05-01,17.661149368273065
2022-05-15,12.61510669162362
2022-05-29,37.214564740289674
2022-07-10,22.076436710341333
2022-07-24,13.245862026204799
2022-07-31,11.984351357042438
2022-08-21,13.87661736078598
2022-08-28,12.61510669162362
2022-09-25,15.138128029948343
2022-10-02,35.95305407112731
2022-10-16,32.168522063640225
2022-11-06,37.214564740289674
2022-11-27,23.968702714084877
