,MVT_GT_Memphis TN
2017-01-08,33.0
2017-02-05,35.0
2017-02-12,33.0
2017-02-19,34.0
2017-03-12,49.0
2017-04-30,71.0
2017-05-14,28.0
2017-05-21,27.0
2017-07-02,61.0
2017-07-09,20.0
2017-07-16,100.0
2017-07-23,37.0
2017-08-06,18.0
2017-12-03,25.0
2018-01-14,22.096010625207285
2018-01-28,27.25905317525703
2018-02-18,80.3894786757545
2018-03-25,32.922095725306775
2018-04-08,40.9166595503814
2018-04-15,39.02897870036482
2018-04-22,27.25905317525703
2018-08-05,43.74818082540627
2018-09-02,26.31521275024874
2018-09-30,20.7083297751907
2018-10-14,20.2083297751907
2018-11-25,28.20289360026532
2018-12-02,56.40578720053064
2018-12-09,26.31521275024874
2019-01-20,36.69745742533995
2019-02-10,18.32064892517412
2019-02-17,31.978255300298486
2019-02-24,36.19745742533995
2019-03-03,48.91122337545602
2019-03-10,31.978255300298486
2019-04-21,29.146734025273613
2019-05-12,41.360499975389686
2019-05-19,18.82064892517412
2019-06-23,64.90035102560526
2019-08-18,20.2083297751907
2019-09-22,33.865936150315065
2019-09-29,31.978255300298486
2019-10-20,16.932968075157532
2019-11-17,35.25361700033165
2020-01-26,18.82064892517412
2020-04-05,25.871372325240447
2020-05-17,14.10144680013266
2020-05-24,21.15217020019899
2020-06-14,41.860499975389686
2020-07-26,15.989127650149243
2020-08-16,32.922095725306775
2020-09-20,36.69745742533995
2020-12-20,17.876808500165826
2020-12-27,37.14129785034824
2021-01-03,45.13586167542286
2021-01-17,25.871372325240447
2021-01-24,15.045287225140953
2021-02-07,52.18658507548919
2021-02-21,21.65217020019899
2021-02-28,38.58513827535653
2021-03-21,33.865936150315065
2021-05-16,20.7083297751907
2021-05-30,15.045287225140953
2021-06-20,33.365936150315065
2021-06-27,47.02354252543944
2021-09-05,28.20289360026532
2021-09-19,26.81521275024874
2021-10-17,18.82064892517412
2021-10-24,51.742744650480894
2021-11-14,88.88404250082914
2021-12-12,20.7083297751907
2022-01-02,53.260851000994954
2022-01-16,31.06882975058039
2022-02-13,52.373170150978375
2022-03-13,16.86593615031507
2022-03-20,31.06882975058039
2022-04-10,18.641297850348234
2022-05-22,22.192021250414566
2022-06-05,14.202893600265321
2022-06-26,50.59780845094521
2022-07-17,47.93476590089546
2022-07-24,32.84419145061356
2022-08-07,16.86593615031507
2022-08-14,15.090574450281904
2022-08-21,31.06882975058039
2022-09-04,16.86593615031507
2022-09-11,36.39491485067989
2022-09-18,54.14853185101154
2022-10-16,35.5072340006633
2022-10-30,24.85506380046431
2022-11-20,19.528978700364817
2022-11-27,15.090574450281904
2022-12-11,50.59780845094521
2022-12-18,15.978255300298487
