,MVT_GT_Jacksonville FL
2017-01-15,28.0
2017-02-12,24.0
2017-02-19,41.0
2017-02-26,63.0
2017-03-12,33.0
2017-04-02,21.0
2017-04-09,51.0
2017-05-07,24.0
2017-06-18,23.0
2017-07-02,38.0
2017-07-23,25.0
2017-07-30,40.0
2017-10-01,31.0
2017-10-22,29.0
2017-11-26,66.0
2017-12-03,25.0
2017-12-17,57.0
2017-12-24,100.0
2018-01-07,27.79369524526916
2018-02-04,25.111378509960375
2018-02-25,72.25771321613607
2018-03-04,20.246745039342805
2018-03-18,24.717272931524114
2018-04-22,23.32316735308785
2018-05-13,41.88759565712187
2018-06-17,44.96401797086692
2018-07-08,41.88759565712187
2018-07-29,31.264223137450468
2018-10-14,31.764223137450468
2018-11-25,30.870117559014204
2019-01-20,25.111378509960375
2019-01-27,49.82865144148449
2019-02-03,21.140850617779066
2019-02-17,49.32865144148449
2019-03-24,34.34064545119551
2019-03-31,77.12234668675364
2019-04-07,40.09938450024934
2019-05-12,18.064428304034017
2019-05-19,19.852639460906545
2019-06-09,39.20527892181309
2019-07-14,56.875601647410846
2019-07-21,22.92906177465159
2019-08-18,20.746745039342805
2019-09-08,66.99897416708225
2019-10-13,44.96401797086692
2019-10-27,27.29369524526916
2019-11-10,25.111378509960375
2019-11-24,22.92906177465159
2019-12-15,32.158328715886725
2019-12-22,51.11686259835701
2019-12-29,15.882111568725234
2020-01-19,22.034956196215326
2020-02-09,15.882111568725234
2020-03-29,18.95853388247028
2020-04-05,16.776217147161496
2020-04-12,29.081906402141684
2020-05-24,48.93454586304823
2020-06-21,23.32316735308785
2020-07-19,16.276217147161496
2020-09-13,46.75222912773944
2020-11-08,22.034956196215326
2020-11-15,16.276217147161496
2020-12-06,21.140850617779066
2020-12-20,15.882111568725234
2021-01-03,22.92906177465159
2021-01-31,16.776217147161496
2021-02-21,23.32316735308785
2021-04-25,76.72824110831738
2021-05-02,23.82316735308785
2021-06-13,21.640850617779066
2021-07-04,63.4225518533372
2021-07-25,15.882111568725234
2021-08-15,26.8995896668329
2021-09-26,22.034956196215326
2021-12-05,23.82316735308785
2021-12-12,15.882111568725234
2021-12-26,78.91055784362618
2022-02-13,17.340645451195513
2022-02-20,17.340645451195513
2022-03-13,15.764223137450468
2022-03-20,13.399589666832899
2022-04-10,24.434545863048225
2022-04-24,32.31665743177346
2022-05-01,16.552434294322993
2022-05-15,18.128856608068038
2022-06-05,41.77519131424374
2022-07-10,18.917067764940562
2022-07-17,31.528446274900936
2022-08-14,21.28170123555813
2022-08-28,17.340645451195513
2022-09-04,32.31665743177346
2022-09-25,41.77519131424374
2022-10-02,26.799179333665798
2022-10-09,26.799179333665798
2022-10-16,25.22275701992075
2022-10-23,37.834135529881124
2022-11-20,25.22275701992075
