,MVT_GT_New York NY
2017-01-01,39.0
2017-01-08,60.0
2017-01-15,67.0
2017-01-22,58.0
2017-01-29,29.0
2017-02-12,15.0
2017-02-19,36.0
2017-02-26,44.0
2017-03-05,28.0
2017-03-12,61.0
2017-03-19,35.0
2017-03-26,36.0
2017-04-02,30.0
2017-04-16,25.0
2017-04-30,52.0
2017-05-07,39.0
2017-05-14,21.0
2017-05-21,36.0
2017-05-28,33.0
2017-06-04,72.0
2017-06-11,33.0
2017-06-18,13.0
2017-06-25,30.0
2017-07-02,30.0
2017-07-09,37.0
2017-07-16,30.0
2017-07-23,35.0
2017-07-30,62.0
2017-08-06,41.0
2017-08-13,26.0
2017-08-20,35.0
2017-08-27,37.0
2017-09-03,42.0
2017-09-10,18.0
2017-09-17,12.0
2017-09-24,38.0
2017-10-01,31.0
2017-10-08,45.0
2017-10-15,44.0
2017-10-22,43.0
2017-10-29,46.0
2017-11-05,30.0
2017-11-12,77.0
2017-11-19,34.0
2017-11-26,19.0
2017-12-03,23.0
2017-12-10,30.0
2017-12-17,100.0
2017-12-24,45.0
2017-12-31,22.0
2018-01-07,36.94397167043786
2018-01-21,37.336396599596114
2018-01-28,28.12729744969709
2018-02-04,26.842447591380584
2018-02-11,56.25459489939418
2018-02-18,44.86822096202039
2018-02-25,32.089422095488345
2018-03-04,39.62124645791262
2018-03-11,10.101524079057281
2018-03-18,20.203048158114562
2018-03-25,24.665172803905826
2018-04-01,58.03944475771068
2018-04-08,60.21671954518544
2018-04-15,59.82429461602719
2018-04-22,29.01972237885534
2018-04-29,22.88032294558932
2018-05-06,29.912147308013594
2018-05-13,22.88032294558932
2018-05-20,38.22882152875437
2018-05-27,44.86822096202039
2018-06-03,57.64701982855243
2018-06-10,56.25459489939418
2018-06-17,21.095473087272815
2018-06-24,46.65307082033689
2018-07-01,37.336396599596114
2018-07-08,50.11519546612816
2018-07-15,32.9818470246466
2018-07-22,18.025773370639804
2018-07-29,30.804572237171847
2018-08-05,32.9818470246466
2018-08-12,29.912147308013594
2018-08-19,29.01972237885534
2018-08-26,37.336396599596114
2018-09-02,44.36822096202039
2018-09-09,22.88032294558932
2018-09-16,48.83034560781165
2018-09-23,29.912147308013594
2018-09-30,26.842447591380584
2018-10-07,28.12729744969709
2018-10-14,35.159121812121356
2018-10-21,35.159121812121356
2018-10-28,40.01367138707087
2018-11-04,28.12729744969709
2018-11-11,35.659121812121356
2018-11-18,25.95002266222233
2018-11-25,37.836396599596114
2018-12-02,44.86822096202039
2018-12-09,25.95002266222233
2018-12-16,40.01367138707087
2018-12-23,32.9818470246466
2018-12-30,27.234872520538836
