,MVT_GT_Jacksonville FL
2017-01-15,33.0
2017-02-19,27.0
2017-03-05,16.0
2017-03-26,47.0
2017-04-02,16.0
2017-04-23,21.0
2017-05-07,46.0
2017-05-28,27.0
2017-06-18,17.0
2017-07-09,52.0
2017-07-16,54.0
2017-07-23,100.0
2017-08-13,29.0
2017-09-10,19.0
2017-10-22,18.0
2017-10-29,39.0
2017-12-03,46.0
2017-12-10,19.0
2018-01-28,51.07153491768377
2018-03-25,17.864798771463708
2018-04-01,21.910521564878408
2018-04-08,62.86774949902542
2018-05-06,15.000983575853905
2018-05-27,24.27433676048821
2018-07-01,51.91248871658622
2018-07-08,15.841937374756355
2018-07-15,40.116274135244566
2018-07-22,21.069567765975957
2018-08-05,42.98008933085437
2018-08-12,68.09537989024503
2018-11-25,15.000983575853905
2018-12-16,28.32005955390291
2018-12-23,20.228613967073507
2019-01-06,15.841937374756355
2019-01-20,15.841937374756355
2019-01-27,16.682891173658806
2019-02-24,16.182891173658806
2019-03-03,30.00196715170781
2019-03-17,40.957227934147014
2019-03-31,14.160029776951456
2019-04-07,23.09242916268331
2019-04-21,15.000983575853905
2019-05-12,24.77433676048821
2019-05-19,23.933382961585757
2019-05-26,51.91248871658622
2019-06-16,17.864798771463708
2019-07-14,30.842920950610264
2019-08-18,20.728613967073507
2019-11-03,22.75147536378086
2019-11-10,18.70575257036616
2019-11-17,15.341937374756355
2019-11-24,24.77433676048821
2019-12-01,47.86676592317151
2019-12-15,16.182891173658806
2019-12-22,17.864798771463708
2019-12-29,40.116274135244566
2020-01-05,38.09341273853721
2020-01-19,18.20575257036616
2020-02-16,11.796214581341655
2020-04-12,18.70575257036616
2020-04-19,25.95624435829311
2020-05-31,23.09242916268331
2020-06-07,21.910521564878408
2020-07-05,25.115290559390658
2020-07-26,16.182891173658806
2020-08-02,13.319075978049005
2020-08-16,18.20575257036616
2020-09-13,12.978122179146554
2020-10-11,15.000983575853905
2020-10-25,46.18485832536662
2020-11-08,26.29719815719556
2020-11-22,27.97910575500046
2020-11-29,25.115290559390658
2020-12-06,11.796214581341655
2021-01-10,12.978122179146554
2021-01-31,21.069567765975957
2021-03-07,14.160029776951456
2021-03-21,15.000983575853905
2021-04-04,28.32005955390291
2021-05-02,12.137168380244105
2021-05-23,31.18387474951271
2021-08-01,12.978122179146554
2021-08-15,15.841937374756355
2021-08-22,18.70575257036616
2021-10-10,21.910521564878408
2021-11-21,27.97910575500046
2021-12-12,16.182891173658806
2022-01-09,24.54867352097642
2022-01-30,28.640119107805823
2022-02-06,19.775320336342116
2022-02-20,19.093412738537214
2022-03-13,10.910521564878408
2022-04-10,16.365782347317612
2022-04-17,11.59242916268331
2022-04-24,11.59242916268331
2022-05-22,44.323993857318534
2022-06-19,13.63815195609801
2022-07-17,23.866765923171517
2022-08-07,26.59439631439112
2022-08-14,25.23058111878132
2022-09-11,12.956244358293109
2022-09-18,13.63815195609801
2022-10-02,15.001967151707811
2022-10-16,24.54867352097642
2022-10-30,23.18485832536662
2022-11-20,21.139135531951915
2022-11-27,10.910521564878408
2022-12-04,20.457227934147014
2022-12-18,34.77728748804993
2022-12-25,11.59242916268331
