,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,31.0
2017-01-08,22.0
2017-01-22,41.0
2017-01-29,53.0
2017-02-05,27.0
2017-02-12,46.0
2017-02-19,36.0
2017-02-26,27.0
2017-03-05,100.0
2017-03-12,30.0
2017-03-19,45.0
2017-03-26,26.0
2017-04-02,35.0
2017-04-09,38.0
2017-04-16,59.0
2017-04-23,55.0
2017-04-30,31.0
2017-05-07,32.0
2017-05-14,38.0
2017-05-21,35.0
2017-05-28,36.0
2017-06-04,44.0
2017-06-11,52.0
2017-06-18,47.0
2017-06-25,71.0
2017-07-02,55.0
2017-07-09,32.0
2017-07-16,43.0
2017-07-23,42.0
2017-07-30,28.0
2017-08-06,53.0
2017-08-13,36.0
2017-08-20,39.0
2017-08-27,37.0
2017-09-03,32.0
2017-09-10,31.0
2017-09-17,30.0
2017-09-24,39.0
2017-10-01,51.0
2017-10-08,28.0
2017-10-15,22.0
2017-10-22,40.0
2017-10-29,30.0
2017-11-05,13.0
2017-11-12,57.0
2017-11-19,18.0
2017-11-26,25.0
2017-12-03,60.0
2017-12-10,50.0
2017-12-17,36.0
2017-12-24,38.0
2017-12-31,46.0
2018-01-07,32.87182932422998
2018-01-14,70.89854989022697
2018-01-21,30.986865576974303
2018-01-28,43.18161180776403
2018-02-04,45.066575555019696
2018-02-18,16.40715559892891
2018-02-25,23.947010587951606
2018-03-04,31.92934745060214
2018-03-11,13.13722810441756
2018-03-25,33.31431119785782
2018-04-01,26.77445620883512
2018-04-08,45.566575555019696
2018-04-15,33.31431119785782
2018-04-22,54.933876164925906
2018-04-29,11.252264357161884
2018-05-06,32.87182932422998
2018-05-13,22.06204684069593
2018-05-20,44.12409368139186
2018-05-27,23.00452871432377
2018-06-03,15.022191851673234
2018-06-17,57.26132178580942
2018-07-01,49.27898492315889
2018-07-08,50.22146679678673
2018-07-15,33.31431119785782
2018-07-22,19.23460121981242
2018-07-29,51.663948670414555
2018-08-05,44.62409368139186
2018-08-12,19.23460121981242
2018-08-19,17.849637472556743
2018-08-26,38.96920243962484
2018-09-02,27.216938082462953
2018-09-09,19.23460121981242
2018-09-16,51.663948670414555
2018-09-23,28.659419956090794
2018-09-30,41.796648060508346
2018-10-07,48.836503049531046
2018-10-21,23.947010587951606
2018-10-28,31.92934745060214
2018-11-04,21.119564967068094
2018-11-11,20.177083093440256
2018-11-25,34.25679307148565
2018-12-02,27.216938082462953
2018-12-09,23.00452871432377
2018-12-16,16.90715559892891
2018-12-23,76.99592300562185
2018-12-30,22.06204684069593
2019-01-06,38.026720565997
2019-01-13,19.73460121981242
2019-01-20,41.296648060508346
2019-01-27,47.89402117590321
2019-02-03,30.986865576974303
2019-02-10,12.194746230789722
2019-02-17,28.159419956090794
2019-02-24,57.26132178580942
2019-03-03,22.06204684069593
2019-03-17,44.12409368139186
2019-03-24,33.81431119785782
2019-03-31,22.06204684069593
2019-04-07,19.73460121981242
2019-04-14,26.27445620883512
2019-04-21,33.31431119785782
2019-04-28,54.933876164925906
2019-05-05,47.89402117590321
2019-05-12,66.1861405220878
2019-05-19,29.101901829718628
2019-05-26,33.81431119785782
2019-06-02,17.349637472556743
2019-06-09,46.95153930227538
2019-06-16,15.022191851673234
2019-06-23,21.119564967068094
2019-06-30,47.89402117590321
2019-07-07,30.986865576974303
2019-07-14,44.12409368139186
2019-07-21,31.92934745060214
2019-07-28,54.933876164925906
2019-08-04,55.87635803855375
2019-08-11,55.37635803855375
2019-08-18,14.079709978045397
2019-08-25,30.04438370334647
2019-09-01,32.87182932422998
2019-09-08,33.81431119785782
2019-09-15,22.06204684069593
2019-09-22,14.079709978045397
2019-09-29,22.06204684069593
2019-10-06,42.73912993413619
2019-10-13,27.716938082462953
2019-10-20,49.77898492315889
2019-10-27,54.933876164925906
2019-11-03,27.716938082462953
2019-11-10,50.22146679678673
2019-11-17,24.389492461579444
2019-11-24,41.796648060508346
2019-12-01,38.96920243962484
2019-12-08,28.159419956090794
2019-12-29,39.91168431325268
2020-01-05,28.159419956090794
2020-01-12,15.022191851673234
2020-01-19,67.12862239571564
2020-01-26,32.87182932422998
2020-02-02,53.04891241767024
2020-02-09,31.92934745060214
2020-02-16,45.566575555019696
2020-02-23,88.74818736278372
2020-03-01,48.836503049531046
2020-03-08,29.101901829718628
2020-03-15,25.831974335207278
2020-03-29,19.23460121981242
2020-04-05,33.81431119785782
2020-04-12,35.19927494511349
2020-04-19,45.066575555019696
2020-04-26,46.95153930227538
2020-05-03,19.73460121981242
2020-05-10,33.81431119785782
2020-05-17,36.64175681874133
2020-05-24,31.92934745060214
2020-05-31,61.973731153948606
2020-06-07,46.95153930227538
2020-06-14,16.90715559892891
2020-06-21,52.1064305440424
2020-06-28,30.986865576974303
2020-07-05,28.659419956090794
2020-07-12,19.23460121981242
2020-07-19,11.752264357161884
2020-07-26,54.933876164925906
2020-08-02,42.23912993413619
2020-08-09,49.77898492315889
2020-08-16,41.296648060508346
2020-08-23,32.37182932422998
2020-08-30,54.933876164925906
2020-09-06,30.986865576974303
2020-09-13,50.22146679678673
2020-09-20,32.87182932422998
2020-09-27,38.026720565997
2020-10-04,13.13722810441756
2020-10-18,42.23912993413619
2020-10-25,47.89402117590321
2020-11-01,17.849637472556743
2020-11-08,37.08423869236917
2020-11-22,44.12409368139186
2020-11-29,22.56204684069593
2020-12-06,50.72146679678673
2020-12-13,41.296648060508346
2020-12-20,65.24365864845996
2020-12-27,54.933876164925906
2021-01-03,52.1064305440424
2021-01-17,51.663948670414555
2021-01-24,64.30117677483213
2021-01-31,58.703803659437256
2021-02-07,66.1861405220878
2021-02-14,40.85416618688051
2021-02-21,50.22146679678673
2021-02-28,42.73912993413619
2021-03-07,34.25679307148565
2021-03-14,47.89402117590321
2021-03-21,21.119564967068094
2021-03-28,29.601901829718628
2021-04-04,16.90715559892891
2021-04-11,44.62409368139186
2021-04-18,48.836503049531046
2021-04-25,31.92934745060214
2021-05-02,23.947010587951606
2021-05-09,26.77445620883512
2021-05-16,32.87182932422998
2021-05-23,45.066575555019696
2021-05-30,23.947010587951606
2021-06-06,46.95153930227538
2021-06-13,46.95153930227538
2021-06-20,24.889492461579444
2021-06-27,17.849637472556743
2021-07-04,76.99592300562185
2021-07-11,15.96467372530107
2021-07-18,32.87182932422998
2021-07-25,41.796648060508346
2021-08-01,45.066575555019696
2021-08-08,51.663948670414555
2021-08-15,74.66847738473834
2021-08-22,47.89402117590321
2021-08-29,38.96920243962484
2021-09-05,54.933876164925906
2021-09-12,30.986865576974303
2021-09-19,30.04438370334647
2021-09-26,49.77898492315889
2021-10-03,34.75679307148565
2021-10-10,31.92934745060214
