,MVT_GT_Houston TX
2017-01-01,100.0
2017-01-08,50.0
2017-01-15,21.0
2017-01-22,30.0
2017-01-29,33.0
2017-02-05,39.0
2017-02-12,20.0
2017-02-19,19.0
2017-02-26,74.0
2017-03-12,54.0
2017-03-19,33.0
2017-03-26,53.0
2017-04-09,42.0
2017-04-16,32.0
2017-04-23,23.0
2017-04-30,28.0
2017-05-07,30.0
2017-05-14,59.0
2017-05-21,47.0
2017-05-28,19.0
2017-06-04,40.0
2017-06-11,34.0
2017-06-18,52.0
2017-06-25,51.0
2017-07-02,64.0
2017-07-09,32.0
2017-07-16,43.0
2017-08-06,20.0
2017-08-13,41.0
2017-08-20,15.0
2017-08-27,32.0
2017-09-03,51.0
2017-09-10,51.0
2017-09-17,37.0
2017-10-08,39.0
2017-10-15,30.0
2017-10-22,29.0
2017-10-29,41.0
2017-11-12,49.0
2017-11-19,82.0
2017-12-03,70.0
2017-12-10,16.0
2017-12-17,50.0
2017-12-24,29.0
2017-12-31,54.0
2018-01-07,25.076855917895692
2018-01-21,28.086078628043175
2018-01-28,19.058410497600725
2018-02-04,36.6106725217698
2018-02-11,46.141414888928075
2018-02-25,37.113746758485625
2018-03-04,20.061484734316554
2018-03-18,66.20289962324463
2018-04-01,34.10452404833814
2018-04-08,57.17523149280218
2018-04-22,52.15986030922304
2018-04-29,18.0553362608849
2018-05-13,22.06763320774821
2018-05-20,17.05226202416907
2018-06-03,37.113746758485625
2018-06-10,27.08300439132735
2018-06-17,76.2336419904029
2018-07-08,31.09530133819066
2018-07-15,35.10759828505397
2018-07-22,68.20904809667628
2018-08-05,54.6660087826547
2018-08-19,79.7428647005504
2018-08-26,67.70597385996047
2018-09-02,42.12911794206477
2018-09-09,65.6998253865288
2018-09-16,15.046113550737417
2018-09-23,35.60759828505397
2018-09-30,40.12296946863311
2018-10-07,31.09530133819066
2018-10-14,51.15678607250722
2018-10-21,72.2213450435396
2018-11-04,36.1106725217698
2018-11-11,22.06763320774821
2018-11-18,18.0553362608849
2018-11-25,66.20289962324463
2018-12-02,61.68752843966549
2018-12-09,28.086078628043175
2018-12-16,31.59530133819066
2018-12-23,40.12296946863311
2018-12-30,79.7428647005504
2019-01-06,36.6106725217698
2019-01-13,39.11989523191728
2019-01-20,39.11989523191728
2019-01-27,36.1106725217698
2019-02-10,42.12911794206477
2019-02-17,16.049187787453242
2019-02-24,56.17215725608635
2019-03-03,66.70289962324463
2019-03-10,23.070707444464038
2019-03-17,15.546113550737417
2019-03-24,33.10144981162232
2019-03-31,19.058410497600725
2019-04-07,23.070707444464038
2019-04-14,22.06763320774821
2019-04-21,46.141414888928075
2019-04-28,49.15063759907556
2019-05-12,35.60759828505397
2019-05-19,37.113746758485625
2019-05-26,32.598375574906484
2019-06-02,68.20904809667628
2019-06-09,40.12296946863311
2019-06-16,51.15678607250722
2019-06-23,26.07993015461152
2019-06-30,19.058410497600725
2019-07-07,63.19367691309715
2019-07-21,44.13526641549642
2019-07-28,77.23671622711873
2019-08-04,51.65678607250722
2019-08-11,32.098375574906484
2019-08-18,32.098375574906484
2019-09-01,74.22749351697125
2019-09-08,30.092227101474833
2019-09-15,32.598375574906484
2019-09-22,39.11989523191728
2019-09-29,52.65986030922304
2019-10-06,40.62296946863311
2019-10-13,15.046113550737417
2019-10-20,27.08300439132735
2019-10-27,25.076855917895692
2019-11-03,52.65986030922304
2019-11-10,43.63219217878059
2019-11-24,49.15063759907556
2019-12-08,61.68752843966549
2019-12-22,41.126043705348934
2020-01-05,26.07993015461152
2020-01-12,21.064558971032383
2020-01-19,28.086078628043175
2020-01-26,49.65063759907556
2020-02-02,40.62296946863311
2020-02-09,95.79205248800363
2020-02-16,55.669083019370525
2020-02-23,60.68445420294967
2020-03-01,30.092227101474833
2020-03-08,33.10144981162232
2020-03-15,56.17215725608635
2020-03-29,35.10759828505397
2020-04-12,26.07993015461152
2020-04-19,55.169083019370525
2020-05-03,43.63219217878059
2020-05-10,67.70597385996047
2020-05-17,34.10452404833814
2020-05-24,36.1106725217698
2020-05-31,51.15678607250722
2020-06-14,38.11682099520145
2020-06-21,48.64756336235973
2020-06-28,72.7213450435396
2020-07-05,22.06763320774821
2020-07-19,30.092227101474833
2020-07-26,38.11682099520145
2020-08-02,16.549187787453242
2020-08-09,53.16293454593887
2020-08-16,29.089152864759004
2020-08-23,27.08300439132735
2020-08-30,33.10144981162232
2020-09-13,20.061484734316554
2020-09-20,45.13834065221225
2020-09-27,40.62296946863311
2020-10-04,16.049187787453242
2020-10-11,53.66293454593887
2020-10-18,41.126043705348934
2020-10-25,83.2551616474137
2020-11-01,20.061484734316554
2020-11-08,21.564558971032383
2020-11-15,32.098375574906484
2020-11-22,42.12911794206477
2020-11-29,58.17830572951801
2020-12-13,22.06763320774821
2020-12-20,27.58300439132735
2020-12-27,69.71212233339212
2021-01-03,25.076855917895692
2021-01-10,28.086078628043175
2021-01-17,20.061484734316554
2021-01-24,26.07993015461152
2021-01-31,24.073781681179867
2021-02-07,36.1106725217698
2021-02-21,31.59530133819066
2021-02-28,35.10759828505397
2021-03-07,33.10144981162232
2021-03-14,23.070707444464038
2021-03-21,26.07993015461152
2021-03-28,59.181379966233834
2021-04-04,30.092227101474833
2021-04-11,40.12296946863311
2021-04-18,54.6660087826547
