,MVT_GT_Tulsa OK
2017-01-29,46.0
2017-02-12,100.0
2017-02-19,90.0
2017-02-26,27.0
2017-03-12,83.0
2017-04-16,26.0
2017-04-23,93.0
2017-04-30,32.0
2017-05-28,44.0
2017-06-04,21.0
2017-06-18,27.0
2017-07-09,60.0
2017-07-30,24.0
2017-10-08,25.0
2017-10-22,18.0
2017-11-05,27.0
2017-11-12,75.0
2017-11-19,84.0
2017-12-10,89.0
2017-12-24,63.0
2018-02-18,32.05345184809955
2018-02-25,40.93166598849034
2018-04-15,35.01285656156314
2018-04-29,45.86400717759633
2018-05-20,71.5121813609475
2018-06-17,69.0392448853051
2018-07-15,41.91813422631154
2018-08-12,71.99864959876868
2018-08-19,45.36400717759633
2018-09-02,73.97158607441108
2018-10-14,71.0121813609475
2018-10-21,52.26928484234472
2018-11-04,70.02571312312628
2018-11-18,30.080515372457153
2018-12-02,33.03992008592075
2018-12-09,58.68809426927191
2018-12-16,97.14682378211984
2019-01-06,46.85047541541753
2019-02-10,27.621110658993558
2019-04-21,43.891070701953936
2019-05-19,34.02638832374195
2019-06-02,41.91813422631154
2019-08-04,62.1339672205567
2019-08-18,65.0933719340203
2019-09-01,44.87753893977513
2019-09-22,26.13464242117236
2019-10-13,38.95872951284794
2019-11-17,25.14817418335116
2019-12-01,51.78281660452352
2019-12-15,35.01285656156314
2020-01-12,36.98579303720554
2020-02-02,48.82341189105992
2020-03-08,21.202301232066368
2020-03-15,39.94519775066914
2020-03-22,48.32341189105992
2020-04-05,41.91813422631154
2020-05-03,59.17456250709311
2020-05-17,30.080515372457153
2020-05-24,43.891070701953936
2020-06-14,27.121110658993558
2020-06-21,56.215157793629515
2020-06-28,26.13464242117236
2020-07-26,36.98579303720554
2020-08-16,29.094047134635954
2020-09-13,34.02638832374195
2020-09-20,65.0933719340203
2020-09-27,35.01285656156314
2020-10-25,52.26928484234472
2020-11-22,44.87753893977513
2020-11-29,63.6204354583779
2020-12-27,38.95872951284794
2021-01-03,29.094047134635954
2021-01-24,69.0392448853051
2021-02-28,83.83626845262307
2021-03-28,27.121110658993558
2021-04-18,36.98579303720554
2021-04-25,90.74154611737146
2021-05-16,27.621110658993558
2021-05-23,73.97158607441108
2021-06-06,46.85047541541753
2021-07-25,32.05345184809955
2021-08-01,61.6474989827355
2021-08-22,78.90392726351708
2021-08-29,46.85047541541753
2021-09-05,53.25575308016592
2021-10-10,28.107578896814758
2021-10-24,46.85047541541753
2021-11-28,88.26860964172906
2022-01-09,52.538569684689435
2022-04-03,24.323411891059923
2022-05-01,47.67388730647745
2022-05-08,24.323411891059923
2022-06-26,55.457379111616625
2022-07-31,29.188094269271907
2022-08-07,48.646823782119846
2022-08-28,29.188094269271907
2022-11-20,32.1069036961991
2022-11-27,23.350475415417527
