,MVT_GT_New York NY
2017-01-01,42.0
2017-01-08,66.0
2017-01-15,41.0
2017-01-22,34.0
2017-01-29,26.0
2017-02-05,26.0
2017-02-12,26.0
2017-02-19,40.0
2017-02-26,33.0
2017-03-05,35.0
2017-03-12,51.0
2017-03-19,45.0
2017-03-26,37.0
2017-04-02,42.0
2017-04-09,28.0
2017-04-16,39.0
2017-04-30,35.0
2017-05-07,24.0
2017-05-14,25.0
2017-05-21,21.0
2017-05-28,20.0
2017-06-04,40.0
2017-06-11,37.0
2017-06-18,39.0
2017-06-25,31.0
2017-07-02,32.0
2017-07-09,45.0
2017-07-16,41.0
2017-07-23,32.0
2017-07-30,50.0
2017-08-06,42.0
2017-08-13,18.0
2017-08-20,27.0
2017-08-27,31.0
2017-09-03,51.0
2017-09-10,33.0
2017-09-17,22.0
2017-09-24,34.0
2017-10-01,7.0
2017-10-08,32.0
2017-10-15,54.0
2017-10-22,45.0
2017-10-29,36.0
2017-11-05,26.0
2017-11-12,89.0
2017-11-19,34.0
2017-11-26,29.0
2017-12-03,29.0
2017-12-10,32.0
2017-12-17,100.0
2017-12-24,44.0
2017-12-31,37.0
2018-01-07,40.872125212207074
2018-01-14,18.010747690014668
2018-01-21,40.872125212207074
2018-01-28,18.010747690014668
2018-02-04,36.021495380029336
2018-02-11,56.20755798613287
2018-02-18,52.24869979265142
2018-02-25,30.279093909155307
2018-03-04,51.85692815395513
2018-03-11,42.655668489599655
2018-03-18,29.887322270459016
2018-03-25,12.76834621914064
2018-04-01,56.20755798613287
2018-04-08,47.898069960473684
2018-04-15,66.80058928918464
2018-04-22,47.00629832177739
2018-04-29,24.144920799584987
2018-05-06,35.629723741333045
2018-05-13,24.144920799584987
2018-05-20,41.763896850903365
2018-05-27,51.35692815395513
2018-06-03,50.96515651525884
2018-06-10,56.20755798613287
2018-06-17,33.34618046394047
2018-06-24,39.0885819348145
2018-07-01,24.144920799584987
2018-07-08,34.237952102636754
2018-07-15,40.872125212207074
2018-07-22,38.1968102961182
2018-07-29,21.969605883496115
2018-08-05,60.16641617961432
2018-08-12,17.118976051318377
2018-08-19,27.212007354370144
2018-08-26,10.984802941748057
2018-09-02,37.30503865742192
2018-09-09,20.686062606103537
2018-09-16,47.00629832177739
2018-09-23,44.83098340568853
2018-09-30,25.928464076977566
2018-10-07,24.144920799584987
2018-10-14,34.737952102636754
2018-10-21,28.995550631762725
2018-10-28,36.91326701872563
2018-11-04,25.03669243828128
2018-11-11,31.170865547851598
2018-11-18,29.387322270459016
2018-11-25,36.021495380029336
2018-12-02,29.887322270459016
2018-12-09,39.0885819348145
2018-12-16,34.237952102636754
2018-12-23,35.129723741333045
2018-12-30,31.170865547851598
2019-01-06,40.872125212207074
2019-01-13,16.227204412622086
2019-01-20,34.237952102636754
2019-01-27,27.712007354370144
2019-02-03,42.155668489599655
2019-02-10,37.80503865742192
2019-02-17,36.91326701872563
2019-02-24,23.753149160888697
2019-03-03,10.984802941748057
2019-03-10,51.85692815395513
2019-03-17,43.93921176699223
2019-03-24,16.227204412622086
2019-03-31,21.969605883496115
2019-04-07,7.9177163869628995
2019-04-14,53.14047143134771
2019-04-21,18.010747690014668
2019-05-05,32.06263718654789
2019-05-12,53.64047143134771
2019-05-19,21.969605883496115
2019-05-26,13.160117857836928
2019-06-02,32.06263718654789
2019-06-09,7.025944748266609
2019-06-16,41.763896850903365
2019-06-23,19.79429096740725
2019-06-30,36.021495380029336
2019-07-07,23.753149160888697
2019-07-14,36.91326701872563
2019-07-21,25.928464076977566
2019-07-28,32.95440882524417
2019-08-04,49.18161323786626
2019-08-11,31.170865547851598
2019-08-18,55.815786347436585
2019-08-25,29.887322270459016
2019-09-01,22.861377522192406
2019-09-08,33.84618046394047
