,MVT_GT_Baltimore MD
2017-01-01,33.0
2017-01-29,48.0
2017-03-05,29.0
2017-03-12,37.0
2017-04-02,40.0
2017-04-30,76.0
2017-06-18,37.0
2017-07-16,43.0
2017-07-30,49.0
2017-08-06,39.0
2017-08-20,100.0
2017-08-27,39.0
2017-09-03,38.0
2017-09-17,24.0
2017-10-22,83.0
2017-10-29,22.0
2017-11-19,30.0
2017-12-03,44.0
2017-12-24,40.0
2017-12-31,34.0
2018-01-14,39.84916160842698
2018-01-21,45.93680896973785
2018-02-18,61.876473613108644
2018-03-11,34.70260672730338
2018-03-25,36.08479168767792
2018-04-22,33.26151424711612
2018-05-27,24.350589445243457
2018-06-03,22.968404484868923
2018-06-10,25.791681925430723
2018-06-24,31.379329286741587
2018-07-01,24.350589445243457
2018-07-22,22.968404484868923
2018-08-12,27.673866885805253
2018-09-09,81.0805081772285
2018-09-30,20.645127044307124
2018-10-28,41.73134656880151
2018-12-02,29.056051846179788
2018-12-09,29.056051846179788
2018-12-30,22.968404484868923
2019-01-20,35.643699207490656
2019-03-10,39.84916160842698
2019-03-31,48.76008641029965
2019-06-23,45.93680896973785
2019-09-08,24.850589445243457
2019-09-22,59.994288652734106
2019-09-29,38.90806912823972
2019-10-20,26.232774405617988
2019-11-03,30.938236806554322
2019-11-17,26.232774405617988
2019-12-01,52.965548811235976
2019-12-22,23.90949696505619
2020-01-05,37.025884167865186
2020-01-12,24.850589445243457
2020-01-19,31.879329286741587
2020-02-02,25.291681925430723
2020-02-09,21.08621952449439
2020-02-23,16.88075712355806
2020-03-15,20.645127044307124
2020-05-03,52.02445633104871
2020-05-17,27.173866885805253
2020-05-31,52.965548811235976
2020-06-07,22.027312004681654
2020-06-14,22.027312004681654
2020-06-28,29.997144326367053
2020-07-05,48.76008641029965
2020-07-12,30.938236806554322
2020-08-16,64.19975105367044
2020-09-27,18.762942083932593
2020-10-04,88.10924801872662
2020-10-18,32.82042176692885
2020-11-01,21.08621952449439
2020-12-13,17.821849603745328
2021-01-17,37.96697664805245
2021-01-24,16.38075712355806
2021-02-14,46.87790144992511
2021-02-21,31.379329286741587
2021-03-14,36.08479168767792
2021-03-21,57.1710112121723
2021-03-28,36.08479168767792
2021-04-18,26.732774405617988
2021-05-09,21.08621952449439
2021-05-16,20.145127044307124
2021-05-23,30.938236806554322
2021-05-30,27.173866885805253
2021-06-06,29.056051846179788
2021-06-13,34.70260672730338
2021-07-11,33.26151424711612
2021-07-18,43.11353152917604
2021-07-25,44.99571648955058
2021-08-01,19.20403456411986
2021-08-08,29.056051846179788
2021-08-22,34.70260672730338
2021-09-12,18.762942083932593
2021-09-26,35.143699207490656
2021-10-17,33.76151424711612
2021-11-07,23.40949696505619
2021-11-14,32.32042176692885
2022-01-02,40.580508177228495
2022-01-16,32.640843533857705
2022-01-23,48.52017282059929
2022-01-30,33.523028494232236
2022-02-13,26.465548811235976
2022-02-20,36.169583375355835
2022-02-27,24.70117889048691
2022-04-10,49.40235778097382
2022-04-17,24.70117889048691
2022-04-24,37.051768335730365
2022-05-01,62.63513218659181
2022-05-08,29.994288652734106
2022-05-29,17.643699207490652
2022-06-05,18.525884167865183
2022-06-19,59.10639234509368
2022-06-26,37.933953296104896
2022-07-03,24.70117889048691
2022-07-17,16.761514247116118
2022-07-31,24.70117889048691
2022-08-07,53.81328258284648
2022-08-21,22.936808969737847
2022-08-28,21.17243904898878
2022-09-11,46.755802899850224
2022-09-25,19.408069128239717
2022-10-09,32.640843533857705
2022-10-23,37.051768335730365
2022-10-30,50.28454274134835
2022-11-06,22.054624009363312
2022-11-13,24.70117889048691
2022-12-11,67.04605698846447
