,MVT_GT_Denver CO
2017-02-12,53.0
2017-02-26,55.0
2017-03-05,27.0
2017-03-12,63.0
2017-03-26,49.0
2017-05-07,16.0
2017-05-14,33.0
2017-05-21,45.0
2017-05-28,88.0
2017-06-04,32.0
2017-06-11,35.0
2017-06-25,39.0
2017-07-09,22.0
2017-07-23,28.0
2017-08-06,30.0
2017-08-20,28.0
2017-08-27,18.0
2017-09-03,53.0
2017-09-10,17.0
2017-09-17,15.0
2017-09-24,50.0
2017-10-01,19.0
2017-10-08,19.0
2017-10-22,30.0
2017-10-29,35.0
2017-11-05,20.0
2017-11-12,39.0
2017-12-03,18.0
2017-12-10,70.0
2017-12-17,20.0
2017-12-31,34.0
2018-01-14,32.33437866530912
2018-01-21,34.544569042061696
2018-01-28,62.2483765771131
2018-02-04,49.356663186339965
2018-02-11,18.732474897783415
2018-02-25,25.783426781546268
2018-03-11,25.783426781546268
2018-03-18,20.442665274535987
2018-04-01,28.70380753505141
2018-04-22,25.783426781546268
2018-04-29,17.022284521030848
2018-05-13,48.146472809587394
2018-05-20,41.595520925824545
2018-06-03,21.152855651288554
2018-06-24,28.20380753505141
2018-07-01,55.19742469335024
2018-07-29,53.98723431659768
2018-08-05,73.92989959113366
2018-08-12,17.522284521030848
2018-08-26,29.913997911803982
2018-09-02,34.544569042061696
2018-09-09,79.27066109814395
2018-09-16,71.00951883762852
2018-09-23,38.6751401723194
2018-09-30,18.232474897783415
2018-10-21,99.71332637267993
2018-11-04,17.022284521030848
2018-11-11,32.33437866530912
2018-12-09,46.43628243283483
2018-12-16,59.327995823607964
2018-12-23,50.566853563092536
2019-01-06,28.20380753505141
2019-01-20,63.95856695386567
2019-01-27,18.232474897783415
2019-02-03,35.25475941881426
2019-02-10,32.33437866530912
2019-02-17,32.83437866530912
2019-02-24,63.95856695386567
2019-03-03,41.595520925824545
2019-03-10,38.1751401723194
2019-03-17,36.96494979556683
2019-03-24,15.812094144278275
2019-03-31,17.022284521030848
2019-04-21,19.942665274535987
2019-05-05,39.88533054907197
2019-05-12,21.652855651288554
2019-05-19,48.146472809587394
2019-06-02,17.022284521030848
2019-06-09,36.96494979556683
2019-06-16,44.01590167932969
2019-06-23,39.38533054907197
