,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-01,27.0
2017-01-08,15.0
2017-01-15,36.0
2017-01-22,30.0
2017-01-29,100.0
2017-02-05,29.0
2017-02-12,11.0
2017-02-19,12.0
2017-03-05,8.0
2017-03-12,19.0
2017-03-19,21.0
2017-03-26,14.0
2017-04-02,40.0
2017-04-09,18.0
2017-04-16,23.0
2017-05-14,16.0
2017-05-21,18.0
2017-06-04,19.0
2017-06-11,8.0
2017-07-09,13.0
2017-07-23,21.0
2017-07-30,20.0
2017-08-06,9.0
2017-08-27,12.0
2017-09-03,14.0
2017-09-17,18.0
2017-09-24,20.0
2017-10-08,31.0
2017-10-15,29.0
2017-11-19,28.0
2017-12-03,8.0
2017-12-17,20.0
2017-12-24,11.0
2018-01-07,16.995367255221694
2018-01-14,21.054850226184527
2018-01-21,15.72306114111063
2018-01-28,11.92101354151815
2018-02-04,24.099462454406655
2018-03-04,20.039979483443823
2018-03-11,17.75280262659205
2018-03-25,21.812285597554883
2018-04-08,6.846659827814607
2018-04-15,16.23793188385134
2018-04-29,19.282544112073467
2018-05-06,9.13383668466638
2018-05-13,15.22306114111063
2018-05-20,13.950755026999568
2018-06-03,10.648707427407087
2018-06-17,19.282544112073467
2018-06-24,12.93588428425886
2018-07-01,8.11896594192567
2018-07-22,22.827156340295595
2018-07-29,14.965625769740278
2018-08-12,13.950755026999568
2018-08-26,18.010237997962403
2018-09-02,51.24353713703544
2018-09-09,12.93588428425886
2018-09-23,12.178448912888506
2018-10-07,19.02510874070311
2018-10-21,20.797414854814175
2018-10-28,10.906142798777442
2018-11-04,9.891272056036733
2018-11-11,20.039979483443823
2018-11-25,37.79278211003587
2018-12-02,12.178448912888506
2018-12-09,40.837394338257994
2018-12-16,25.114333197147367
2018-12-23,10.148707427407087
2018-12-30,22.327156340295595
2019-01-06,16.73793188385134
2019-01-13,20.797414854814175
2019-01-20,16.73793188385134
2019-02-10,22.06972096892524
2019-02-17,20.797414854814175
2019-02-24,11.92101354151815
2019-03-03,10.906142798777442
2019-03-10,16.73793188385134
2019-03-24,9.891272056036733
2019-03-31,7.861530570555315
2019-04-14,10.906142798777442
2019-04-28,11.663578170147797
2019-05-19,27.144074682628784
2019-05-26,23.8420270830363
2019-06-02,19.282544112073467
2019-06-09,21.812285597554883
2019-06-23,27.144074682628784
2019-07-07,27.901510053999136
2019-07-14,11.92101354151815
2019-07-21,12.93588428425886
2019-07-28,7.104095199184961
2019-08-18,11.92101354151815
