,MVT_GT_El Paso TX
2017-01-01,25.0
2017-01-08,29.0
2017-01-15,25.0
2017-01-22,98.0
2017-01-29,37.0
2017-02-05,36.0
2017-02-26,23.0
2017-06-18,31.0
2017-07-16,23.0
2017-08-06,35.0
2017-09-24,33.0
2017-11-12,59.0
2017-11-19,84.0
2017-12-31,24.0
2018-01-21,21.0
2018-02-04,23.0
2018-03-18,28.0
2018-03-25,28.0
2018-04-08,33.0
2018-05-20,82.0
2018-06-24,30.0
2018-07-01,30.0
2018-07-15,21.0
2018-07-22,19.0
2018-07-29,58.0
2018-11-11,53.0
2019-01-06,41.0
2019-01-27,44.0
2019-03-03,58.0
2019-03-17,38.0
2019-03-31,27.0
2019-04-21,66.0
2019-04-28,21.0
2019-05-26,27.0
2019-06-09,48.0
2019-07-07,46.0
2019-07-21,19.0
2019-09-01,39.0
2019-09-08,23.0
2019-10-27,17.0
2020-01-26,24.0
2020-03-08,21.0
2020-04-12,16.0
2020-04-19,14.0
2020-04-26,25.0
2020-05-17,22.0
2020-05-24,26.0
2020-05-31,15.0
2020-06-07,21.0
2020-08-02,26.0
2020-08-30,30.0
2020-09-13,21.0
2020-09-27,58.0
2020-10-04,32.0
2021-01-03,53.0
2021-01-10,22.0
2021-01-31,23.0
2021-03-07,44.0
2021-04-25,28.0
2021-05-02,16.0
2021-05-30,32.0
2021-06-06,100.0
2021-06-27,22.0
2021-07-25,31.0
2021-08-08,24.0
2021-08-15,16.0
2021-10-31,32.0
2021-11-07,32.0
2021-11-14,26.0
2021-11-28,33.0
2021-12-19,19.0
2022-01-02,79.0
2022-01-09,18.0
2022-01-30,27.0
2022-02-06,26.0
2022-03-20,15.0
2022-04-03,15.0
2022-04-10,15.0
2022-04-17,29.0
2022-06-12,15.0
2022-07-17,19.0
2022-08-21,17.0
2022-08-28,20.0
2022-10-02,51.0
2022-10-16,66.0
2022-11-06,17.0
2022-11-27,23.0
2022-12-11,14.0
