,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,25.0
2017-01-08,55.0
2017-01-15,35.0
2017-01-22,50.0
2017-01-29,35.0
2017-02-05,10.0
2017-02-12,20.0
2017-03-05,33.0
2017-03-12,36.0
2017-03-19,11.0
2017-04-02,37.0
2017-04-09,24.0
2017-04-16,10.0
2017-04-23,17.0
2017-04-30,27.0
2017-05-07,16.0
2017-05-14,31.0
2017-05-21,55.0
2017-05-28,70.0
2017-06-04,38.0
2017-06-11,23.0
2017-06-18,35.0
2017-06-25,15.0
2017-07-16,36.0
2017-07-23,13.0
2017-08-06,15.0
2017-08-13,33.0
2017-08-27,19.0
2017-09-03,29.0
2017-09-10,25.0
2017-09-17,21.0
2017-09-24,100.0
2017-10-01,37.0
2017-10-15,53.0
2017-10-22,32.0
2017-10-29,16.0
2017-11-05,56.0
2017-11-19,20.0
2017-11-26,31.0
2017-12-03,11.0
2017-12-10,15.0
2017-12-24,19.0
2017-12-31,17.0
2018-01-14,19.738982932641733
2018-01-21,28.822033724473137
2018-01-28,25.60338967753636
2018-02-04,41.123728563241315
2018-02-11,25.10338967753636
2018-03-04,22.957626979578507
2018-03-11,19.238982932641733
2018-03-18,14.94745753672603
2018-03-25,32.04067777140991
2018-04-01,11.228813489789253
2018-04-08,42.69660991222024
2018-04-22,20.811864281620657
2018-04-29,14.44745753672603
2018-05-06,37.90508451630454
2018-05-13,22.957626979578507
2018-05-20,13.874576187747104
2018-05-27,20.811864281620657
2018-06-03,14.94745753672603
2018-06-10,30.967796422430986
2018-06-17,22.957626979578507
2018-06-24,28.822033724473137
2018-07-01,43.769491261199164
2018-07-08,24.03050832855743
2018-07-15,53.92542340200949
2018-07-22,58.7169487979252
2018-07-29,20.311864281620657
2018-08-05,26.676271026515284
2018-08-12,26.176271026515284
2018-08-19,46.98813530813594
2018-08-26,49.13389800609379
2018-09-02,32.54067777140991
2018-09-09,17.093220234683884
2018-09-16,14.94745753672603
2018-09-23,12.80169483876818
2018-09-30,36.832203167325616
2018-10-07,35.25932181834669
2018-10-14,30.967796422430986
2018-10-21,30.467796422430986
2018-10-28,17.593220234683884
2018-11-04,40.05084721426239
