,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,38.0
2017-01-08,21.0
2017-01-29,27.0
2017-02-12,34.0
2017-03-05,11.0
2017-03-12,12.0
2017-03-19,26.0
2017-03-26,47.0
2017-04-02,14.0
2017-04-16,22.0
2017-04-23,21.0
2017-04-30,19.0
2017-05-07,24.0
2017-05-14,31.0
2017-05-21,79.0
2017-05-28,22.0
2017-06-04,44.0
2017-06-11,39.0
2017-06-18,53.0
2017-07-02,38.0
2017-07-16,19.0
2017-07-30,22.0
2017-08-06,77.0
2017-08-13,28.0
2017-08-20,31.0
2017-08-27,17.0
2017-09-03,32.0
2017-09-10,18.0
2017-09-17,54.0
2017-09-24,22.0
2017-10-01,21.0
2017-10-15,24.0
2017-10-22,33.0
2017-11-12,19.0
2017-11-26,37.0
2017-12-10,27.0
2017-12-17,38.0
2017-12-24,16.0
2017-12-31,41.0
2018-01-14,26.68009435212304
2018-01-21,49.15501976352624
2018-01-28,27.0
2018-02-04,19.313071528993184
2018-02-11,29.748483999029652
2018-02-25,45.0
2018-03-11,33.0
2018-03-18,61.04711717525289
2018-04-01,52.25228611597273
2018-04-08,20.0
2018-04-15,14.636779293813223
2018-04-29,21.151217646583163
2018-05-06,25.626143057986365
2018-05-13,30.140581410756305
2018-05-20,29.572191763849695
2018-05-27,21.48936376417314
2018-07-01,20.48936376417314
2018-07-08,35.96428917557635
2018-07-15,49.939214586979546
2018-07-22,23.09726635244649
2018-07-29,32.856386587303
2018-08-12,38.96428917557635
2018-08-26,48.41033788143967
2018-09-09,56.0
2018-09-16,22.52887670553988
2018-09-23,49.42477623420961
2018-09-30,35.82750988176312
2018-10-07,29.234045646259712
2018-10-14,18.08282799967655
2018-10-21,21.867022823129858
2018-10-28,33.69453270489298
2018-11-04,22.48936376417314
2018-11-11,21.974925411403206
2018-11-18,22.32750988176312
2018-12-02,21.0
2018-12-09,46.0
2018-12-23,51.91033788143967
2018-12-30,45.0
2019-01-06,52.561555528022836
2019-01-13,20.136779293813223
2019-01-20,18.0
2019-01-27,18.043315058309815
2019-03-03,24.895899528669734
2019-03-10,31.381461175899794
2019-03-17,24.0
2019-03-24,41.96428917557635
2019-03-31,33.78799694039638
2019-04-07,30.01824046971302
2019-04-14,16.0
