,MVT_GT_Raleigh-Durham (Fayetteville) NC
2017-01-08,27.0
2017-01-15,68.0
2017-01-22,24.0
2017-02-19,31.0
2017-03-19,84.0
2017-04-02,47.0
2017-04-16,38.0
2017-04-23,25.0
2017-05-14,33.0
2017-05-21,32.0
2017-08-06,100.0
2017-08-13,45.0
2017-08-20,40.0
2017-10-01,28.0
2017-10-15,50.0
2017-10-29,98.0
2017-11-26,34.0
2017-12-03,90.0
2017-12-10,27.0
2017-12-17,62.0
2018-02-04,19.07895750232837
2018-02-11,20.05790537744479
2018-02-25,19.57895750232837
2018-03-04,25.931592628143303
2018-04-01,22.994749002794045
2018-06-03,26.91054050325972
2018-06-17,36.70001925442391
2018-06-24,59.69476825721796
2018-07-15,39.13686287977316
2018-08-05,24.952644753026885
2018-08-12,27.88948837837614
2018-08-26,24.952644753026885
2018-11-04,49.90528950605377
2018-11-11,27.88948837837614
2018-12-02,25.931592628143303
2018-12-16,40.11581075488958
2019-01-27,23.973696877910463
2019-02-17,26.91054050325972
2019-02-24,30.326332003725398
2019-03-03,20.05790537744479
2019-03-10,45.98949800558809
2019-03-17,49.90528950605377
2019-03-31,18.100009627211954
2019-04-07,32.784227753958234
2019-04-28,86.10530876047767
2019-06-09,28.36843625349256
2019-06-23,37.178967129540325
2019-06-30,48.92634163093735
2019-07-07,27.88948837837614
2019-07-14,20.05790537744479
2019-07-21,28.86843625349256
2019-08-04,40.11581075488958
2019-08-11,53.32108100651944
2019-08-25,28.86843625349256
2019-09-22,88.0632045107105
2019-10-06,27.88948837837614
2019-10-13,18.100009627211954
2019-10-20,21.036853252561208
2019-10-27,27.88948837837614
2019-11-03,25.931592628143303
2019-11-10,24.952644753026885
2019-12-01,36.20001925442391
2019-12-08,19.07895750232837
2019-12-22,28.86843625349256
2019-12-29,37.178967129540325
2020-01-05,83.66846513512843
2020-01-19,41.094758630006
2020-02-02,49.90528950605377
2020-02-16,44.03160225535525
2020-03-15,33.26317562907465
2020-04-05,20.05790537744479
2020-04-12,19.07895750232837
2020-05-17,21.036853252561208
2020-05-24,38.15791500465674
2020-05-31,76.81583000931349
2020-06-07,25.931592628143303
2020-06-28,17.121061752095535
2020-07-12,18.100009627211954
2020-07-19,19.07895750232837
2020-08-02,24.952644753026885
2020-08-09,46.96844588070451
2020-08-16,31.805279878841816
2020-09-06,45.01055013047167
2020-09-13,18.100009627211954
2020-09-20,19.07895750232837
2020-09-27,21.036853252561208
2020-11-15,31.305279878841816
2020-12-13,29.84738412860898
2020-12-20,30.826332003725398
2020-12-27,43.052654380238835
2021-01-03,35.72107137930749
2021-01-10,27.88948837837614
2021-01-24,28.86843625349256
2021-01-31,31.305279878841816
2021-02-14,21.036853252561208
2021-02-28,32.784227753958234
2021-03-07,34.24212350419107
2021-03-14,22.015801127677626
2021-03-28,22.994749002794045
2021-05-16,28.86843625349256
2021-06-13,22.994749002794045
2021-06-20,27.88948837837614
2021-07-25,51.863185256286606
2021-08-08,22.015801127677626
2021-08-29,31.805279878841816
2021-10-24,28.86843625349256
2021-10-31,45.01055013047167
2021-11-14,86.10530876047767
2021-11-21,26.91054050325972
2021-12-05,31.305279878841816
2021-12-19,40.11581075488958
2022-01-09,23.94739375582093
2022-01-16,23.94739375582093
2022-01-23,26.821081006519442
2022-03-06,37.35793425908065
2022-03-20,19.157915004656743
2022-03-27,23.94739375582093
2022-04-03,38.31583000931349
2022-04-10,28.73687250698512
2022-04-17,17.24212350419107
2022-05-01,31.610559757683628
2022-05-08,95.78957502328372
2022-05-29,23.94739375582093
2022-06-05,29.694768257217955
2022-07-10,26.821081006519442
2022-07-17,45.02110026094335
2022-07-24,36.400038508847814
2022-07-31,19.157915004656743
2022-08-07,65.13691101583294
2022-08-14,44.06320451071051
2022-08-21,62.26322376513442
2022-09-18,21.07370650512242
2022-10-09,58.431640764203074
2022-11-06,39.27372575954632
2022-11-13,24.90528950605377
2022-11-27,22.031602255355256
2022-12-04,32.56845550791647
2022-12-11,48.8526832618747
2022-12-18,30.65266400745079
2022-12-25,50.768474762340375
