,MVT_GT_Boston MA-Manchester NH
2017-01-22,31.0
2017-02-05,25.0
2017-02-12,29.0
2017-02-19,17.0
2017-02-26,15.0
2017-03-05,43.0
2017-03-19,18.0
2017-03-26,44.0
2017-04-09,26.0
2017-04-16,71.0
2017-04-23,12.0
2017-04-30,24.0
2017-05-21,100.0
2017-05-28,27.0
2017-06-18,17.0
2017-06-25,36.0
2017-07-02,44.0
2017-07-09,25.0
2017-07-23,24.0
2017-07-30,37.0
2017-08-13,25.0
2017-08-20,14.0
2017-08-27,24.0
2017-09-03,20.0
2017-09-10,31.0
2017-09-17,15.0
2017-09-24,41.0
2017-10-29,17.0
2017-11-05,24.0
2017-11-12,24.0
2017-11-19,23.0
2017-12-10,14.0
2017-12-17,28.0
2018-02-11,15.079262127762785
2018-02-25,14.073977985911933
2018-03-11,13.06869384406108
2018-04-01,18.09511455331534
2018-04-08,12.563409702210228
2018-04-22,20.60568283701705
2018-05-06,54.28534365994602
2018-05-13,40.2113656740341
2018-05-27,22.11625112071875
2018-06-17,31.16380839737642
2018-06-24,40.2113656740341
2018-07-01,15.579262127762785
2018-07-08,25.13210354627131
2018-07-22,15.079262127762785
2018-07-29,27.14267182997301
2018-08-05,42.2219339577358
2018-08-12,23.121535262569605
2018-08-26,36.19022910663068
2018-09-02,20.10568283701705
2018-09-16,35.68494496477983
2018-09-23,13.56869384406108
2018-10-07,19.100398695166195
2018-10-28,23.621535262569605
2018-11-04,39.70608153218324
2018-11-11,26.63738768812216
2018-11-18,45.23778638328835
2018-11-25,27.14267182997301
2018-12-02,47.24835466699006
2018-12-23,43.22721809958665
2018-12-30,31.16380839737642
2019-01-27,17.08983041146449
2019-02-03,65.8434692203054
2019-02-10,21.1109669788679
2019-02-17,19.100398695166195
2019-03-03,32.16909253922728
2019-03-10,16.58454626961364
2019-03-24,19.100398695166195
2019-04-07,24.126819404420456
2019-05-05,29.65324011367472
2019-05-26,13.56869384406108
2019-06-09,18.09511455331534
2019-06-16,29.15324011367472
2019-07-21,18.09511455331534
2019-07-28,26.13738768812216
2019-08-25,20.10568283701705
2019-09-08,18.09511455331534
2019-09-29,20.10568283701705
2019-10-06,17.08983041146449
2019-10-13,27.14267182997301
2019-10-20,14.073977985911933
2019-10-27,24.126819404420456
2019-11-03,28.147955971823865
2019-11-24,20.10568283701705
2019-12-08,23.121535262569605
