,MVT_GT_Philadelphia PA
2017-01-01,21.0
2017-01-15,48.0
2017-01-22,17.0
2017-02-05,21.0
2017-02-12,26.0
2017-02-19,24.0
2017-03-05,16.0
2017-04-02,19.0
2017-04-09,13.0
2017-04-16,14.0
2017-04-23,14.0
2017-05-07,13.0
2017-05-14,44.0
2017-05-21,22.0
2017-05-28,46.0
2017-06-04,43.0
2017-06-18,65.0
2017-06-25,36.0
2017-07-02,100.0
2017-07-09,20.0
2017-07-16,19.0
2017-07-23,24.0
2017-08-06,22.0
2017-08-13,21.0
2017-08-20,37.0
2017-08-27,23.0
2017-09-03,31.0
2017-09-10,18.0
2017-10-01,25.0
2017-10-08,19.0
2017-10-22,23.0
2017-10-29,17.0
2017-11-12,24.0
2017-11-19,31.0
2017-11-26,32.0
2017-12-24,28.0
2017-12-31,11.0
2018-01-07,23.93052833081018
2018-01-14,50.108297396669435
2018-01-21,15.636086064345365
2018-01-28,33.224970597275
2018-02-04,23.0
2018-02-11,26.0
2018-02-18,28.608297396669435
2018-02-25,18.533307197577773
2018-03-04,16.752759264950924
2018-03-25,29.786066462528694
2018-04-15,14.958316998486108
2018-04-22,17.0
2018-05-06,42.20270045950091
2018-05-13,28.108297396669435
2018-05-20,27.313855130204622
2018-05-27,24.51941286373981
2018-06-10,16.238864931112957
2018-06-17,35.96383552838795
2018-07-01,50.6221917305074
2018-07-08,16.0
2018-07-15,17.458316998486108
2018-07-22,35.53882572747962
2018-08-05,25.005518529901845
2018-08-12,23.888845329296288
2018-08-19,28.963835528387953
2018-08-26,15.0
2018-09-02,31.92215252687406
2018-09-16,21.93052833081018
2018-09-23,41.36105666162036
2018-10-14,31.0
2018-10-28,15.0
2018-11-11,12.149980398183331
2018-11-25,16.724970597274996
2018-12-02,26.122191730507403
2018-12-09,44.68880612566295
2018-12-16,14.0
2018-12-30,22.238864931112957
2019-01-06,27.36105666162036
2019-01-13,33.94994119454999
2019-01-27,22.799960796366662
2019-02-03,28.108297396669435
2019-02-17,29.313855130204622
2019-02-24,21.533307197577773
2019-03-03,50.936046860712025
2019-03-10,15.0
2019-03-24,18.916633996972216
2019-03-31,20.0610958652537
2019-04-07,18.0
2019-04-14,45.63608606434536
2019-04-21,43.4082581930361
2019-04-28,14.0
2019-05-05,39.99714272596573
2019-05-12,17.122191730507403
2019-05-26,20.224970597274996
2019-06-02,36.805479326268504
2019-06-09,17.033307197577773
2019-06-23,16.32774946404259
2019-06-30,16.122191730507403
2019-07-14,11.0
2019-07-21,16.547201531415737
2019-07-28,23.14998039818333
2019-08-04,30.436046860712025
2019-08-11,36.77217212869073
2019-08-18,32.99162419606388
2019-08-25,20.49162419606388
2019-09-01,12.752759264950923
2019-09-08,18.64998039818333
2019-09-15,23.19718192959907
2019-09-29,9.0
2019-10-06,33.902739663134255
2019-10-20,37.64160459424721
2019-10-27,14.0
2019-11-03,23.608297396669435
2019-11-10,31.155498928085176
2019-11-17,25.19718192959907
2019-11-24,10.561095865253701
2019-12-01,30.594403062831475
2019-12-08,48.22211332324072
2019-12-15,23.64998039818333
2019-12-22,20.636086064345363
2019-12-29,33.258277794852766
2020-01-05,26.183287595761104
2020-01-12,23.888845329296288
2020-01-19,27.374950995458324
2020-01-26,23.902739663134252
2020-02-02,22.01941286373981
2020-02-16,22.224970597274996
2020-02-23,24.0
2020-03-08,30.388845329296288
2020-03-15,16.738864931112957
2020-03-22,17.21107626343703
2020-03-29,13.636086064345365
2020-04-05,42.0
2020-04-12,19.82774946404259
2020-04-19,12.855538131718514
2020-04-26,25.594403062831475
2020-05-03,13.458316998486108
2020-05-31,23.266653598788885
2020-06-07,24.16939326192314
2020-06-21,22.84164379788055
2020-06-28,15.649980398183331
2020-07-05,17.122191730507403
2020-07-12,9.266653598788887
2020-07-26,36.0
2020-08-02,27.683287595761104
2020-08-09,24.313855130204622
2020-08-16,22.49162419606388
2020-08-23,31.888845329296288
2020-08-30,20.636086064345363
2020-09-06,18.752759264950924
2020-09-13,22.0
2020-09-20,28.252759264950924
2020-10-04,15.724970597274995
2020-10-18,28.58050872899351
2020-10-25,39.15549892808518
2020-11-01,16.93052833081018
2020-11-08,19.0
2020-11-15,26.416633996972216
2020-11-29,32.42215252687406
2020-12-06,19.84164379788055
2020-12-13,43.4082581930361
2020-12-20,32.88884532929629
2020-12-27,69.64712312414906
2021-01-03,44.77217212869073
2021-01-10,28.655498928085176
2021-01-17,17.944422664648144
2021-01-24,36.744383461014806
2021-01-31,44.88884532929629
2021-02-07,18.43052833081018
2021-02-14,15.738864931112959
2021-02-28,19.122191730507403
2021-03-07,29.505518529901845
2021-03-14,26.313855130204622
2021-03-21,34.03882572747962
2021-03-28,32.94994119454999
2021-04-04,43.21659479333887
2021-04-18,14.841643797880552
2021-04-25,30.463835528387953
2021-05-02,21.533307197577773
2021-05-09,36.56661439515555
2021-05-16,32.552720061317586
2021-05-23,13.444422664648144
2021-05-30,30.36105666162036
2021-06-06,11.0
2021-06-13,25.655498928085176
2021-06-20,17.033307197577773
2021-06-27,37.92215252687406
2021-07-04,26.786066462528694
2021-07-11,35.0
2021-07-18,15.0
2021-07-25,24.608297396669435
2021-08-01,35.03882572747962
2021-08-08,19.0
2021-08-22,39.1832875957611
2021-08-29,20.005518529901845
2021-09-12,25.0
2021-09-19,34.108297396669435
2021-09-26,20.916633996972216
2021-10-03,28.155498928085176
2021-10-10,26.977729862225917
2021-10-17,48.51103705980369
2021-10-24,23.444422664648144
2021-10-31,29.916633996972216
2021-11-07,29.108297396669435
2021-11-14,29.0
2021-11-21,39.83326799394443
2021-12-05,24.136086064345363
