,MVT_GT_Tulsa OK
2017-01-01,18.0
2017-02-05,23.0
2017-02-12,34.0
2017-02-19,23.0
2017-02-26,14.0
2017-04-02,34.0
2017-04-09,17.0
2017-05-14,35.0
2017-07-23,47.0
2017-09-03,12.0
2018-01-21,42.0
2018-02-18,19.0
2018-03-04,24.0
2018-03-11,20.0
2018-04-15,44.0
2018-04-29,100.0
2018-05-20,19.0
2018-05-27,27.0
2018-07-22,18.0
2018-07-29,17.0
2018-08-05,21.0
2018-08-12,21.0
2018-08-19,64.0
2018-09-23,40.0
2018-10-07,16.0
2018-11-18,34.0
2018-11-25,18.0
2018-12-02,39.0
2018-12-09,16.0
2019-01-27,43.0
2019-02-03,27.0
2019-03-10,16.0
2019-03-24,52.0
2019-04-07,24.0
2019-04-21,19.0
2019-05-19,38.0
2019-06-02,17.0
2019-06-30,33.0
2019-07-07,16.0
2019-08-11,27.0
2019-08-18,33.0
2019-08-25,19.0
2019-09-01,35.0
2019-09-22,18.0
2019-10-27,19.0
2019-11-17,15.0
2019-12-22,20.0
2020-01-05,14.0
2020-01-19,18.0
2020-02-02,36.0
2020-02-09,22.0
2020-02-23,41.0
2020-03-22,52.0
2020-03-29,21.0
2020-04-05,16.0
2020-04-12,12.0
2020-05-03,35.0
2020-05-10,14.0
2020-06-14,16.0
2020-06-21,14.0
2020-07-05,25.0
2020-07-26,24.0
2020-08-02,61.0
2020-08-16,55.0
2020-08-30,20.0
2020-09-20,18.0
2020-10-25,19.0
2020-11-22,23.0
2020-12-13,31.0
2020-12-27,17.0
2021-01-03,16.0
2021-01-24,22.0
2021-03-07,17.0
2021-03-14,15.0
2021-03-21,20.0
2021-04-11,31.0
2021-04-18,17.0
2021-05-23,23.0
2021-08-01,18.0
2021-08-08,21.0
2021-11-07,21.0
2021-11-21,19.0
2021-11-28,45.0
2021-12-12,21.0
2021-12-19,30.0
2022-01-16,44.0
2022-01-30,38.0
2022-02-06,18.0
2022-05-08,20.0
2022-05-15,46.0
2022-05-22,43.0
2022-06-26,48.0
2022-07-17,13.0
2022-09-04,14.0
2022-09-25,18.0
2022-10-09,18.0
2022-11-20,23.0
2022-12-04,14.0
