,MVT_GT_San Diego CA
2017-01-01,59.0
2017-01-08,56.0
2017-01-22,31.0
2017-01-29,23.0
2017-02-05,36.0
2017-02-19,48.0
2017-03-12,21.0
2017-03-19,25.0
2017-03-26,100.0
2017-04-02,44.0
2017-04-23,18.0
2017-04-30,47.0
2017-05-14,21.0
2017-05-21,49.0
2017-06-18,27.0
2017-07-02,34.0
2017-07-09,31.0
2017-07-16,21.0
2017-07-30,25.0
2017-08-06,42.0
2017-09-10,25.0
2017-09-24,29.0
2017-10-01,46.0
2017-10-15,23.0
2017-10-29,43.0
2017-11-19,39.0
2017-12-03,49.0
2017-12-24,47.0
2018-01-21,46.01171359990205
2018-01-28,60.056115722321046
2018-02-11,41.16357955909572
2018-03-04,32.93693828564432
2018-03-11,35.84581871012812
2018-03-18,20.83178977954786
2018-04-01,25.67992382035419
2018-04-08,16.953282546902795
2018-04-29,48.42059402438585
2018-05-06,20.33178977954786
2018-05-13,32.93693828564432
2018-05-27,30.028057861160523
2018-06-03,56.177608489675976
2018-06-24,50.85984764070838
2018-07-01,26.149550628515456
2018-07-08,63.434622954966116
2018-07-22,45.042086791740786
2018-08-05,46.01171359990205
2018-08-12,90.08417358348157
2018-08-19,25.17992382035419
2018-09-02,37.78507232645065
2018-09-09,54.738354873353444
2018-09-16,28.588804244837988
2018-09-23,29.058431052999257
2018-09-30,61.99536933864358
2018-10-28,21.301416587709127
2018-11-04,40.69395275093446
2018-11-18,29.058431052999257
2018-11-25,19.862162971386596
2018-12-02,65.87387657128863
2018-12-16,37.28507232645065
2018-12-23,26.649550628515456
2019-01-06,41.16357955909572
2019-01-20,41.16357955909572
2019-01-27,40.19395275093446
2019-02-03,68.78275699577244
2019-02-10,32.93693828564432
2019-02-24,26.149550628515456
2019-03-10,71.19163742025624
2019-03-17,46.98134040806332
2019-03-24,47.95096721622458
2019-03-31,76.03977146106257
2019-04-07,31.967311477483058
2019-04-14,44.07245998357952
2019-04-21,21.301416587709127
2019-04-28,18.892536163225326
2019-05-05,38.75469913461192
2019-05-12,22.271043395870393
2019-05-26,29.058431052999257
2019-06-02,27.119177436676722
2019-06-23,57.14723529783725
2019-07-07,27.119177436676722
2019-07-14,65.87387657128863
2019-07-21,40.19395275093446
2019-07-28,40.69395275093446
2019-08-04,26.149550628515456
2019-08-11,21.801416587709127
2019-08-25,20.83178977954786
2019-09-15,18.892536163225326
2019-09-29,46.48134040806332
2019-10-13,16.453282546902795
2019-10-27,93.96268081612664
2019-11-03,31.967311477483058
2019-11-17,50.85984764070838
2019-11-24,30.028057861160523
2019-12-01,39.22432594277319
2019-12-08,39.72432594277319
2019-12-15,27.619177436676722
2020-01-12,33.90656509380559
2020-01-19,38.75469913461192
2020-02-02,18.892536163225326
2020-02-16,40.19395275093446
2020-02-23,27.119177436676722
2020-03-01,34.876191901966855
2020-03-08,19.362162971386596
2020-03-15,37.28507232645065
2020-03-29,38.75469913461192
2020-04-05,18.892536163225326
2020-04-12,41.16357955909572
2020-04-19,52.79910125703091
2020-04-26,18.892536163225326
2020-05-10,27.119177436676722
2020-05-17,23.74067020403166
2020-05-31,36.81544551828939
2020-06-07,16.953282546902795
2020-06-14,26.149550628515456
2020-06-21,77.9790250773851
2020-07-05,16.953282546902795
2020-07-12,45.042086791740786
2020-07-26,17.92290935506406
2020-08-02,36.81544551828939
2020-08-16,20.83178977954786
2020-08-30,15.983655738741529
2020-09-13,30.99768466932179
2020-09-20,46.98134040806332
2020-09-27,45.042086791740786
2020-10-04,46.01171359990205
2020-10-11,30.028057861160523
2020-10-18,24.210297012192925
2020-10-25,31.967311477483058
2020-11-22,21.301416587709127
2020-12-13,31.967311477483058
2020-12-20,71.19163742025624
2020-12-27,49.890220832547115
2021-01-03,30.028057861160523
2021-01-17,25.17992382035419
2021-02-07,77.9790250773851
2021-02-21,44.07245998357952
2021-02-28,20.83178977954786
2021-03-07,26.149550628515456
2021-04-18,30.99768466932179
2021-05-16,27.119177436676722
2021-05-23,55.20798168151471
2021-05-30,17.92290935506406
2021-06-06,17.92290935506406
2021-06-13,39.72432594277319
2021-06-27,22.771043395870393
2021-07-11,25.67992382035419
2021-07-25,44.07245998357952
2021-08-01,24.210297012192925
2021-08-15,38.25469913461192
2021-08-22,65.37387657128863
2021-08-29,40.69395275093446
2021-09-05,40.19395275093446
2021-09-12,21.801416587709127
2021-10-03,32.93693828564432
2021-10-10,32.93693828564432
2021-10-17,46.98134040806332
2021-11-07,45.042086791740786
2021-11-14,32.93693828564432
2021-12-19,39.22432594277319
2021-12-26,23.74067020403166
2022-01-02,40.38790550186891
2022-01-09,48.8411880487717
2022-01-16,25.35984764070838
2022-01-23,61.05148506096462
2022-01-30,19.724325942773188
2022-02-06,45.08417358348157
2022-02-13,20.66357955909572
2022-02-20,32.87387657128864
2022-03-06,77.01879653844767
2022-03-13,28.17760848967598
2022-04-03,20.66357955909572
2022-04-10,46.962680816126635
2022-04-24,24.42059402438585
2022-05-08,37.570144652901305
2022-05-15,28.17760848967598
2022-05-22,16.90656509380559
2022-05-29,28.17760848967598
2022-06-05,30.056115722321046
2022-06-19,33.81313018761118
2022-07-03,18.785072326450653
2022-07-10,21.60283317541825
2022-07-17,20.66357955909572
2022-07-24,45.08417358348157
2022-07-31,34.75238380393371
2022-08-07,55.41596336302943
2022-08-28,35.69163742025624
2022-09-11,16.90656509380559
2022-09-18,51.6589488977393
2022-09-25,76.07954292212514
2022-10-02,22.542086791740786
2022-10-16,20.66357955909572
2022-10-30,81.71506462006035
2022-11-06,37.570144652901305
2022-11-20,23.481340408063318
2022-11-27,29.116862105998514
2022-12-11,34.75238380393371
2022-12-18,75.14028930580261
2022-12-25,29.116862105998514
