,MVT_GT_Louisville KY
2017-02-05,43.0
2017-02-26,42.0
2017-03-12,18.0
2017-04-02,29.0
2017-04-30,50.0
2017-06-11,16.0
2017-06-18,23.0
2017-07-02,20.0
2017-09-24,21.0
2017-10-08,42.0
2017-10-22,100.0
2017-11-12,43.0
2017-11-26,18.0
2017-12-03,28.0
2018-01-14,14.75470556567786
2018-04-01,29.96283022921059
2018-05-06,49.93805038201765
2018-05-13,26.649153837791122
2018-06-03,16.16154376138759
2018-07-08,27.102572935645988
2018-07-15,24.74231564208139
2018-07-29,20.928639250661924
2018-08-12,24.24231564208139
2018-08-19,19.021801054952192
2018-09-09,13.801286467822994
2018-09-16,57.065403164856576
2018-09-30,38.997021207759246
2018-10-28,14.25470556567786
2018-11-18,24.74231564208139
2018-12-30,31.86966842492032
2019-01-20,61.83249865413091
2019-02-24,35.18334481633978
2019-03-03,15.208124663532727
2019-03-24,29.00941113135572
2019-03-31,22.835477446371655
2019-05-19,21.382058348516793
2019-06-30,27.102572935645988
2019-08-04,26.149153837791122
2019-08-18,43.764116697033586
2019-12-15,52.298307675582244
2019-12-22,15.208124663532727
2020-01-12,23.288896544226525
2020-02-02,12.847867369968128
2020-02-09,77.99404241551849
2020-02-16,19.975220152807058
2020-03-01,9.987610076403529
2020-03-15,77.04062331766363
2020-03-29,10.941029174258396
2020-04-19,10.941029174258396
2020-05-17,42.31069759917872
2020-05-31,23.788896544226525
2020-06-07,36.13676391419465
2020-06-14,24.24231564208139
2020-07-12,17.61496285924246
2020-08-02,14.75470556567786
2020-08-09,10.941029174258396
2020-08-30,10.941029174258396
2020-09-20,90.84190978548662
2020-09-27,55.158564969146845
2020-10-25,25.195734739936256
2020-11-08,28.055992033500857
2020-12-13,19.021801054952192
2020-12-20,21.882058348516793
2021-01-10,29.96283022921059
2021-01-17,19.021801054952192
2021-02-21,17.11496285924246
2021-03-07,18.068381957097326
2021-05-02,21.382058348516793
2021-05-23,34.22992571848492
2021-05-30,19.975220152807058
2021-06-27,32.82308752277518
2021-07-25,28.055992033500857
2021-08-15,31.86966842492032
2021-08-22,29.00941113135572
2021-09-05,38.997021207759246
2021-09-12,48.03121218630791
2021-09-19,19.975220152807058
2021-09-26,33.27650662063005
2021-10-10,20.928639250661924
2021-11-14,16.16154376138759
2021-12-12,35.68334481633978
2021-12-19,21.882058348516793
2021-12-26,19.021801054952192
2022-01-02,19.043602109904384
2022-01-23,47.15558617690609
2022-02-20,18.136763914194653
2022-03-27,21.764116697033582
2022-05-22,38.9940424155185
2022-06-12,34.459851436969835
2022-07-03,17.229925718484917
2022-07-17,21.764116697033582
2022-08-21,12.695734739936256
2022-08-28,14.509411131355721
2022-09-18,14.509411131355721
2022-10-02,14.509411131355721
2022-10-09,25.391469479872512
2022-10-30,12.695734739936256
2022-11-13,31.73933684984064
2022-11-20,17.229925718484917
2022-11-27,12.695734739936256
2022-12-04,13.602572935645988
2022-12-25,47.15558617690609
