,MVT_GT_Los Angeles CA
2017-01-01,52.0
2017-01-08,60.0
2017-01-15,72.0
2017-01-22,35.0
2017-01-29,52.0
2017-02-05,43.0
2017-02-12,28.0
2017-02-19,54.0
2017-02-26,41.0
2017-03-05,50.0
2017-03-12,41.0
2017-03-19,62.0
2017-03-26,43.0
2017-04-02,53.0
2017-04-09,53.0
2017-04-16,48.0
2017-04-23,15.0
2017-04-30,52.0
2017-05-07,55.0
2017-05-14,44.0
2017-05-21,37.0
2017-05-28,72.0
2017-06-04,48.0
2017-06-11,59.0
2017-06-18,50.0
2017-06-25,58.0
2017-07-02,87.0
2017-07-09,59.0
2017-07-16,42.0
2017-07-23,64.0
2017-07-30,46.0
2017-08-06,79.0
2017-08-13,100.0
2017-08-20,39.0
2017-08-27,36.0
2017-09-03,46.0
2017-09-10,46.0
2017-09-17,39.0
2017-09-24,28.0
2017-10-01,51.0
2017-10-08,41.0
2017-10-15,60.0
2017-10-22,47.0
2017-10-29,80.0
2017-11-05,37.0
2017-11-12,67.0
2017-11-19,51.0
2017-11-26,97.0
2017-12-03,40.0
2017-12-10,25.0
2017-12-17,36.0
2017-12-24,59.0
2017-12-31,41.0
2018-01-07,36.85870585815188
2018-01-14,31.077083758431893
2018-01-21,67.43578961658378
2018-01-28,37.91503027809587
2018-02-04,58.48519425703179
2018-02-11,23.18281281882392
2018-02-18,65.32314077669577
2018-02-25,54.259896577255816
2018-03-04,50.034598897479825
2018-03-11,40.027679117983865
2018-03-18,42.140327957871854
2018-03-25,41.584003537927856
2018-04-01,66.87946519663977
2018-04-08,48.978274477535834
2018-04-15,43.69665237781585
2018-04-22,26.35178607865591
2018-04-29,50.034598897479825
2018-05-06,67.93578961658378
2018-05-13,52.14724773736782
2018-05-20,87.9496291755757
2018-05-27,43.69665237781585
2018-06-03,64.26681635675178
2018-06-10,46.86562563764784
2018-06-17,40.027679117983865
2018-06-24,66.87946519663977
2018-07-01,32.13340817837589
2018-07-08,14.23221745927195
2018-07-15,83.2243314957997
2018-07-22,56.872545417143805
2018-07-29,41.084003537927856
2018-08-05,51.09092331742382
2018-08-12,58.98519425703179
2018-08-19,38.97135469803987
2018-08-26,54.259896577255816
2018-09-02,47.421950057591836
2018-09-09,41.084003537927856
2018-09-16,36.85870585815188
2018-09-23,78.99903381602373
2018-09-30,44.75297679775984
2018-10-07,27.908110498599903
2018-10-14,21.070163978935927
2018-10-21,52.64724773736782
2018-10-28,42.640327957871854
2018-11-04,43.19665237781585
2018-11-11,43.19665237781585
2018-11-18,56.872545417143805
2018-11-25,53.70357215731182
2018-12-02,46.86562563764784
2018-12-09,53.70357215731182
2018-12-16,40.527679117983865
2018-12-23,68.99211403652777
2018-12-30,44.25297679775984
2019-01-06,53.20357215731182
2019-01-13,20.013839558991933
2019-01-20,35.302381438207874
2019-01-27,54.759896577255816
2019-02-03,67.93578961658378
2019-02-10,44.25297679775984
2019-02-17,42.640327957871854
2019-02-24,56.372545417143805
2019-03-03,60.5415186769758
2019-03-10,30.5207593384879
2019-03-17,61.09784309691979
2019-03-24,45.80930121770385
2019-03-31,32.13340817837589
2019-04-07,21.070163978935927
2019-04-14,51.09092331742382
2019-04-21,33.189732598319885
2019-04-28,46.86562563764784
2019-05-05,58.48519425703179
2019-05-12,56.872545417143805
2019-05-19,72.66108729635975
2019-05-26,47.421950057591836
2019-06-02,54.759896577255816
2019-06-09,64.76681635675178
2019-06-16,36.85870585815188
2019-06-23,41.084003537927856
2019-06-30,37.41503027809587
2019-07-07,56.872545417143805
2019-07-14,50.534598897479825
2019-07-21,35.802381438207874
2019-07-28,54.259896577255816
2019-08-04,54.259896577255816
2019-08-11,56.872545417143805
2019-08-18,81.11168265591172
2019-08-25,40.027679117983865
2019-09-01,60.0415186769758
2019-09-08,64.76681635675178
2019-09-15,57.9288698370878
2019-09-22,22.12648839887992
2019-09-29,81.11168265591172
2019-10-06,30.0207593384879
2019-10-13,28.9644349185439
2019-10-20,61.09784309691979
2019-10-27,76.38638497613573
2019-11-03,48.978274477535834
2019-11-10,8.950595359551968
2019-11-17,44.75297679775984
2019-11-24,27.908110498599903
2019-12-01,44.25297679775984
2019-12-08,48.978274477535834
2019-12-15,33.189732598319885
2019-12-22,36.85870585815188
2019-12-29,40.027679117983865
2020-01-05,63.710491936807784
2020-01-12,67.93578961658378
2020-01-19,47.921950057591836
2020-01-26,46.86562563764784
2020-02-02,63.210491936807784
2020-02-09,51.09092331742382
2020-02-16,43.19665237781585
2020-02-23,62.65416751686379
2020-03-01,44.25297679775984
2020-03-08,47.921950057591836
2020-03-15,47.421950057591836
2020-03-22,27.908110498599903
2020-03-29,31.077083758431893
2020-04-05,56.872545417143805
2020-04-12,52.64724773736782
2020-04-19,25.79546165871191
