,MVT_GT_El Paso TX
2017-01-22,26.0
2017-04-16,31.0
2017-05-28,67.0
2017-06-18,24.0
2017-06-25,100.0
2017-07-09,42.0
2017-07-23,49.0
2017-10-29,44.0
2017-11-12,22.0
2017-11-26,30.0
2018-01-28,70.03451686169356
2018-02-18,21.279851342059555
2018-04-01,28.87313512274607
2018-05-20,54.898788827734705
2018-07-22,31.720616540503517
2018-08-19,45.40718410187655
2018-09-09,35.01725843084678
2018-10-21,28.87313512274607
2018-12-30,54.898788827734705
2019-01-13,33.11893748567515
2019-01-20,45.90718410187655
2019-02-03,27.923974650160257
2019-04-28,86.11940536823822
2019-05-12,37.864739848604216
2019-05-26,32.16977701308933
2019-06-02,28.87313512274607
2019-06-23,27.923974650160257
2019-07-07,51.60214693739144
2019-07-28,25.07649323240281
2019-09-01,35.96641890343259
2019-09-15,19.881530396887925
2019-12-01,24.127332759816998
2019-12-15,22.729011814645368
2020-01-05,20.33069086947374
2020-03-08,15.135728033958852
2020-03-15,19.881530396887925
2020-04-12,23.178172287231185
2020-05-03,17.983209451716295
2020-05-10,15.635728033958852
2020-08-23,27.923974650160257
2020-08-30,17.034048979130482
2020-09-13,24.127332759816998
2020-10-04,18.932369924302108
2020-11-08,26.025653704988628
2020-12-13,26.025653704988628
2020-12-27,17.034048979130482
2021-01-17,24.127332759816998
2021-02-14,49.70382599221981
2021-02-21,89.91604725858147
2021-04-11,22.229011814645368
2021-04-25,32.16977701308933
2021-05-09,68.13619591652193
2021-06-20,51.10214693739144
2021-06-27,31.220616540503517
2021-09-12,22.729011814645368
2021-12-05,32.16977701308933
2021-12-19,36.91557937601841
2022-02-20,34.13619591652192
2022-03-20,17.06809795826096
2022-04-10,21.55970268411911
2022-04-17,18.86473984860422
2022-05-15,26.051307409977255
2022-07-17,33.237874971350294
2022-09-11,17.96641890343259
2022-09-18,57.49254049098429
2022-09-25,42.221084423066586
2022-10-02,28.746270245492145
2022-12-11,36.831158752036814
