,MVT_GT_Portland OR
2017-01-08,20.0
2017-01-15,55.0
2017-02-12,100.0
2017-02-19,32.0
2017-02-26,18.0
2017-03-05,27.0
2017-03-12,15.0
2017-04-02,48.0
2017-04-16,36.0
2017-04-23,58.0
2017-04-30,23.0
2017-05-07,77.0
2017-05-14,29.0
2017-05-21,43.0
2017-06-04,25.0
2017-06-11,25.0
2017-06-18,33.0
2017-07-09,42.0
2017-07-16,66.0
2017-07-23,47.0
2017-07-30,31.0
2017-08-06,23.0
2017-08-13,26.0
2017-09-03,27.0
2017-09-17,17.0
2017-10-01,40.0
2017-10-08,23.0
2017-10-29,25.0
2017-11-05,41.0
2017-11-12,23.0
2017-11-26,16.0
2017-12-03,21.0
2017-12-17,17.0
2018-01-07,40.42988155881571
2018-01-14,20.214940779407854
2018-01-21,26.719335126292513
2018-02-04,54.03954912196196
2018-02-11,24.01757738753865
2018-03-04,44.732518166946505
2018-03-11,18.013183040653985
2018-03-18,33.32460834255411
2018-03-25,22.916698518161716
2018-04-01,23.51757738753865
2018-04-08,42.030760428192636
2018-04-29,52.43867025258503
2018-05-13,22.916698518161716
2018-05-20,91.16679407264687
2018-06-17,21.815819648784785
2018-06-24,38.72812382006184
2018-07-01,18.013183040653985
2018-07-15,39.82900268943877
2018-07-22,44.732518166946505
2018-07-29,31.622850603800245
2018-08-05,28.92109286504638
2018-08-26,36.02636608130797
2018-09-02,24.51757738753865
2018-09-23,52.43867025258503
2018-09-30,73.15361103199288
2018-10-14,31.122850603800245
2018-10-21,24.01757738753865
2018-10-28,79.15800537887753
2018-11-04,22.916698518161716
2018-11-11,38.22812382006184
2018-11-18,24.51757738753865
2018-11-25,37.62724495068491
2018-12-30,31.122850603800245
2019-01-20,22.916698518161716
2019-01-27,18.013183040653985
2019-02-03,40.92988155881571
2019-02-10,32.22372947317717
2019-02-17,16.912304171277054
2019-02-24,26.219335126292513
2019-03-03,38.22812382006184
2019-03-10,39.82900268943877
2019-03-24,37.12724495068491
2019-05-05,32.22372947317717
2019-05-19,20.714940779407854
2019-05-26,38.22812382006184
2019-06-02,66.04833781573129
2019-06-09,66.04833781573129
2019-06-16,44.732518166946505
2019-06-23,19.11406191003092
2019-06-30,54.03954912196196
2019-07-21,21.815819648784785
2019-07-28,20.214940779407854
2019-08-04,25.618456256915582
2019-08-11,40.92988155881571
2019-08-25,80.75888424825447
2019-09-01,33.82460834255411
2019-09-15,51.3377913832081
2019-09-22,39.82900268943877
2019-09-29,26.219335126292513
2019-10-06,20.214940779407854
2019-10-27,25.618456256915582
2019-11-03,16.912304171277054
2019-11-10,21.315819648784785
2019-11-17,22.416698518161716
2019-11-24,16.412304171277054
2019-12-01,18.013183040653985
2019-12-08,28.92109286504638
2019-12-29,21.315819648784785
2020-01-05,46.43427590570037
2020-01-12,24.01757738753865
2020-01-19,26.219335126292513
2020-01-26,20.714940779407854
2020-02-02,25.118456256915582
2020-02-16,40.92988155881571
2020-02-23,15.311425301900123
2020-03-01,18.013183040653985
2020-03-29,20.214940779407854
2020-04-05,57.84218573009276
2020-04-12,22.916698518161716
2020-05-03,46.93427590570037
2020-05-17,27.320213995669448
2020-05-24,50.236912513831165
2020-05-31,34.92548721193104
2020-06-07,52.93867025258503
2020-06-21,36.02636608130797
2020-06-28,64.44745894635435
2020-07-05,30.02197173442331
2020-07-12,45.83339703632343
2020-07-26,15.811425301900123
2020-08-09,31.122850603800245
2020-08-16,20.214940779407854
2020-08-23,72.05273216261594
2020-08-30,31.122850603800245
2020-09-06,14.21054643252319
2020-09-20,87.36415746451607
2020-09-27,25.118456256915582
2020-10-04,19.61406191003092
2020-10-11,21.815819648784785
2020-10-18,34.92548721193104
2020-11-01,22.916698518161716
2020-11-08,18.013183040653985
2020-11-15,24.51757738753865
2020-11-22,16.912304171277054
2020-12-06,24.01757738753865
2020-12-13,84.06152085638527
2020-12-20,33.82460834255411
2021-01-03,15.811425301900123
2021-01-10,24.01757738753865
2021-01-17,22.916698518161716
2021-01-24,19.61406191003092
2021-01-31,28.92109286504638
2021-02-07,61.144822338223555
2021-02-28,30.02197173442331
2021-03-07,19.61406191003092
2021-03-14,31.622850603800245
2021-04-11,82.46064198700833
2021-05-02,90.06591520326994
2021-05-09,48.0351547750773
2021-05-23,32.72372947317717
2021-05-30,32.72372947317717
2021-06-06,43.13163929756957
2021-06-13,38.72812382006184
2021-06-20,34.92548721193104
2021-07-04,18.013183040653985
