,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-08,21.0
2017-01-15,37.0
2017-01-22,65.0
2017-01-29,54.0
2017-02-05,37.0
2017-02-12,16.0
2017-02-26,22.0
2017-03-12,20.0
2017-03-26,34.0
2017-04-02,33.0
2017-04-09,43.0
2017-04-16,43.0
2017-04-30,32.0
2017-05-07,24.0
2017-05-21,26.0
2017-06-18,65.0
2017-07-02,29.0
2017-07-16,41.0
2017-08-13,48.0
2017-08-20,48.0
2017-09-03,16.0
2017-09-17,26.0
2017-10-08,17.0
2017-10-15,26.0
2017-11-05,28.0
2017-11-12,37.0
2017-11-26,41.0
2017-12-03,20.0
2017-12-10,29.0
2017-12-17,17.0
2017-12-24,29.0
2017-12-31,30.0
2018-01-07,30.23489268394229
2018-01-14,32.0
2018-01-28,26.521807927463932
2018-02-04,30.4316214948227
2018-02-11,55.35779100777942
2018-02-18,15.0
2018-03-04,19.0
2018-03-11,26.521807927463932
2018-03-18,20.0
2018-04-01,50.45888140415262
2018-04-08,26.0
2018-04-15,42.92616951295672
2018-04-22,41.6338022875691
2018-05-06,35.830531098449505
2018-05-20,34.543615854927864
2018-05-27,28.538163873061883
2018-06-10,22.617446341971146
2018-06-24,40.4316214948227
2018-07-15,47.94252545855467
2018-07-29,31.0
2018-08-19,24.22944070207631
2018-09-02,23.723988720210325
2018-09-16,19.0
2018-09-30,24.330531098449505
2018-10-07,70.17196616063097
2018-10-14,40.52725990932991
2018-10-21,24.31962713471754
2018-10-28,23.825079116583524
2018-11-04,17.01635594559795
2018-11-11,27.0
2018-11-18,78.0
2018-12-16,33.0
2018-12-23,26.0
2019-01-06,33.4316214948227
2019-02-03,35.12835030570311
2019-02-10,67.96978536788458
2019-02-17,41.14470625130106
2019-02-24,40.03816387306188
2019-03-17,33.341435062181475
2019-04-14,22.0
2019-04-21,38.85233902591344
2019-04-28,50.273056557004175
2019-05-05,42.0
2019-05-19,37.0
2019-05-26,27.9316214948227
2019-06-23,32.830531098449505
2019-06-30,25.0
2019-07-07,36.0
2019-07-14,39.03816387306188
2019-08-11,26.915265549224753
2019-08-18,17.0
2019-08-25,28.133802287569097
2019-09-01,31.0
2019-09-08,29.0
2019-09-15,14.0
2019-09-29,18.0
2019-10-06,63.762152593272205
2019-10-20,72.60903963731965
2019-11-03,16.0
2019-11-24,38.0327118911959
2019-12-15,51.076327746123766
2019-12-22,27.0
2019-12-29,37.72944070207631
2020-01-05,28.830531098449505
2020-01-19,22.122898323837127
2020-01-26,29.42616951295672
2020-02-02,45.346887044047456
2020-02-23,52.6338022875691
2020-03-29,34.92071753109074
2020-04-05,37.335983080315486
2020-04-12,19.420717531090737
2020-04-19,16.0
2020-04-26,12.0
2020-05-17,41.53816387306188
2020-05-24,25.330531098449505
2020-06-07,36.23489268394229
2020-06-14,43.21853673834434
2020-06-28,27.0
2020-07-12,42.0
2020-07-19,32.92071753109074
2020-07-26,28.330531098449505
2020-08-16,17.21308475647836
2020-08-23,18.51635594559795
2020-08-30,27.628350305703112
2020-09-06,14.0
2020-09-20,20.92616951295672
2020-09-27,39.0
2020-10-25,40.0
2020-11-15,20.0
2020-11-29,25.027259909329914
2020-12-13,25.0
2020-12-27,31.23489268394229
2021-01-24,49.44252545855467
2021-02-07,33.42616951295672
2021-02-21,40.24034466580827
2021-03-07,14.0
2021-03-14,29.4316214948227
2021-03-21,25.021807927463932
2021-03-28,15.415265549224753
2021-04-18,17.0
2021-04-25,23.81962713471754
2021-05-02,17.0
2021-05-09,34.0327118911959
2021-05-23,78.85233902591344
2021-06-06,36.830531098449505
2021-07-04,24.0
2021-07-11,47.85779100777942
2021-07-18,22.521807927463932
2021-08-08,48.01635594559795
2021-08-15,26.0
2021-08-29,21.021807927463932
2021-09-05,18.420717531090737
2021-09-19,37.52725990932991
2021-09-26,32.0
2021-10-10,37.0
2021-10-17,26.117446341971146
2021-10-31,24.325079116583524
2021-11-07,43.0654237823918
2021-12-05,14.915265549224753
2018-02-25,73.33302835752998
2018-06-03,73.33302835752998
2018-07-22,22.84143506218147
2018-08-26,31.256700611406224
2018-09-09,26.44797744042065
2018-12-30,31.256700611406224
2019-01-13,55.30031646633409
2019-01-20,54.09813567358769
