,MVT_GT_Philadelphia PA
2017-01-01,42.0
2017-01-08,47.0
2017-01-15,30.0
2017-01-22,35.0
2017-01-29,25.0
2017-02-05,28.0
2017-02-12,31.0
2017-02-19,41.0
2017-03-12,17.0
2017-03-19,23.0
2017-03-26,13.0
2017-04-02,35.0
2017-04-16,39.0
2017-04-23,52.0
2017-05-07,33.0
2017-05-14,21.0
2017-05-21,26.0
2017-05-28,70.0
2017-06-18,33.0
2017-06-25,46.0
2017-07-02,36.0
2017-07-09,34.0
2017-07-16,25.0
2017-07-30,17.0
2017-08-06,39.0
2017-08-13,54.0
2017-09-03,24.0
2017-09-10,42.0
2017-10-22,21.0
2017-11-12,30.0
2017-11-19,18.0
2017-12-03,38.0
2017-12-17,55.0
2017-12-24,100.0
2017-12-31,21.0
2018-01-07,82.7662649360283
2018-01-14,36.89580485100057
2018-01-21,26.923965702081496
2018-01-28,41.881724425460106
2018-02-11,26.923965702081496
2018-02-18,32.90706919143294
2018-02-25,25.42678178718959
2018-03-04,54.8451153190549
2018-03-11,15.954942638270516
2018-03-18,12.963390893594795
2018-03-25,36.39580485100057
2018-04-01,30.912701361649127
2018-04-08,59.33103489351444
2018-04-15,34.40143702121676
2018-05-06,27.921149616973405
2018-05-13,39.387356595676295
2018-05-20,24.929597872297684
2018-05-27,19.943678297838147
2018-06-17,61.825402723298254
2018-07-01,41.881724425460106
2018-07-15,30.912701361649127
2018-07-29,30.912701361649127
2018-08-05,35.898620936108664
2018-08-12,26.923965702081496
2018-08-19,24.929597872297684
2018-09-09,20.940862212730053
2018-09-16,37.89298876589248
2018-09-23,28.918333531865315
2018-09-30,39.887356595676295
2018-10-21,15.954942638270516
2018-10-28,26.423965702081496
2018-12-02,24.429597872297684
2018-12-09,28.418333531865315
2018-12-16,30.912701361649127
2018-12-30,25.92678178718959
2019-01-06,26.923965702081496
2019-01-13,29.91551744675722
2019-01-20,23.932413957405778
2019-01-27,12.463390893594795
2019-02-03,32.90706919143294
2019-02-17,36.89580485100057
2019-02-24,44.87327617013583
2019-03-03,49.85919574459537
2019-03-10,39.887356595676295
2019-03-24,25.92678178718959
2019-03-31,42.37890834035201
2019-04-14,19.943678297838147
2019-04-21,53.34793140416299
2019-04-28,27.921149616973405
2019-05-05,49.85919574459537
2019-05-12,31.909885276541033
2019-05-26,38.89017268078439
2019-06-02,18.44649438294624
2019-06-16,56.83948314883872
2019-06-23,29.91551744675722
2019-07-07,34.90143702121676
2019-07-14,13.960574808486703
2019-07-21,28.918333531865315
2019-07-28,24.929597872297684
2019-08-04,27.921149616973405
2019-08-11,32.90706919143294
2019-08-18,40.8845405105682
2019-09-01,74.28879361689306
2019-09-15,26.923965702081496
2019-09-29,11.966206978702889
2019-10-06,21.93804612762196
2019-10-13,63.319770553082066
2019-10-20,32.90706919143294
2019-10-27,18.94649438294624
2019-11-03,43.87609225524392
2019-11-10,33.904253106324845
2019-11-17,21.93804612762196
2019-11-24,12.963390893594795
2019-12-01,11.966206978702889
2019-12-15,33.904253106324845
2019-12-22,56.83948314883872
2019-12-29,13.960574808486703
2020-01-05,39.887356595676295
2020-01-12,39.887356595676295
2020-01-19,58.833850978622536
2020-01-26,25.92678178718959
2020-02-02,32.90706919143294
2020-02-09,19.943678297838147
2020-02-16,52.850747489271086
2020-02-23,20.940862212730053
2020-03-01,19.443678297838147
2020-03-08,25.92678178718959
2020-03-15,15.954942638270516
2020-03-22,33.404253106324845
2020-03-29,24.429597872297684
2020-04-12,22.93523004251387
2020-04-26,34.90143702121676
2020-05-03,26.923965702081496
2020-05-17,17.949310468054332
2020-05-31,40.8845405105682
2020-06-07,23.932413957405778
2020-06-21,32.90706919143294
2020-06-28,24.929597872297684
2020-07-05,21.93804612762196
2020-07-26,21.93804612762196
2020-08-02,61.825402723298254
2020-08-09,31.909885276541033
2020-08-16,21.93804612762196
2020-08-23,37.39298876589248
2020-08-30,14.95775872337861
2020-09-06,16.952126553162422
2020-09-13,20.940862212730053
2020-09-20,48.86201182970346
2020-10-04,28.918333531865315
2020-10-11,22.93523004251387
2020-10-18,39.887356595676295
2020-10-25,22.93523004251387
2020-11-01,15.954942638270516
2020-11-08,22.93523004251387
2020-11-15,16.952126553162422
2020-11-22,37.89298876589248
2020-11-29,57.83666706373063
2020-12-06,37.89298876589248
2020-12-13,32.90706919143294
2020-12-20,24.429597872297684
2020-12-27,64.31695446797397
2021-01-03,29.91551744675722
2021-01-17,15.454942638270516
2021-01-24,21.43804612762196
2021-01-31,19.943678297838147
2021-02-07,23.932413957405778
2021-02-14,36.89580485100057
2021-02-28,27.921149616973405
2021-03-07,11.966206978702889
2021-03-14,24.929597872297684
2021-03-21,60.82821880840635
2021-03-28,30.912701361649127
2021-04-04,45.87046008502774
2021-04-18,31.909885276541033
2021-04-25,21.93804612762196
2021-05-02,34.40143702121676
2021-05-09,47.864827914811556
2021-05-16,40.8845405105682
2021-05-23,64.81695446797397
2021-05-30,13.960574808486703
2021-06-06,16.952126553162422
2021-06-13,20.440862212730053
2021-06-20,12.963390893594795
2021-06-27,61.325402723298254
2021-07-04,40.8845405105682
2021-07-11,49.85919574459537
2021-07-18,46.86764399991964
2021-07-25,39.887356595676295
2021-08-08,26.923965702081496
2021-08-15,13.960574808486703
2021-08-22,37.39298876589248
2021-09-05,36.89580485100057
2021-09-12,29.91551744675722
2021-09-19,61.325402723298254
2021-10-03,23.932413957405778
2021-10-10,23.932413957405778
2021-10-17,25.92678178718959
2021-10-31,59.33103489351444
2021-11-07,74.78879361689306
2021-11-14,12.963390893594795
2021-11-21,72.79442578710923
2021-11-28,31.909885276541033
2021-12-05,43.87609225524392
2021-12-12,46.36764399991964
2021-12-19,22.93523004251387
2022-01-02,80.54379421248899
2022-01-09,49.718391489190736
2022-01-16,70.60011591465084
2022-01-23,68.6113802550832
2022-01-30,47.729655829623105
2022-02-06,35.79724187221733
2022-02-13,30.825402723298254
2022-02-20,41.76344885092021
2022-02-27,35.79724187221733
2022-03-06,38.78034536156877
2022-03-13,27.84229923394681
2022-03-20,35.79724187221733
2022-03-27,34.802874042433515
2022-04-03,63.63954110616414
2022-04-10,26.847931404162996
2022-04-17,15.909885276541035
2022-04-24,46.73528799983929
2022-05-01,44.74655234027166
2022-05-08,52.70149497854218
2022-05-15,25.85356357437918
2022-05-22,30.825402723298254
2022-05-29,24.859195744595368
2022-06-05,33.8085062126497
2022-06-12,44.74655234027166
2022-06-19,45.740920170055475
2022-06-26,14.91551744675722
2022-07-10,19.887356595676295
2022-07-17,34.802874042433515
2022-07-24,40.7690810211364
2022-07-31,44.74655234027166
2022-08-14,60.656437616812696
2022-08-21,51.70712714875836
2022-08-28,49.718391489190736
2022-09-11,15.909885276541035
2022-09-18,99.43678297838147
2022-09-25,19.887356595676295
2022-10-02,19.887356595676295
2022-10-09,53.69586280832599
2022-10-16,37.78597753178496
2022-10-23,28.836667063730626
2022-10-30,34.802874042433515
2022-11-06,50.71275931897455
2022-11-13,36.79160970200114
2022-11-20,64.63390893594796
2022-11-27,27.84229923394681
2022-12-04,44.74655234027166
2022-12-11,29.83103489351444
2022-12-18,34.802874042433515
2022-12-25,43.752184510487844
