,MVT_GT_San Francisco-Oakland-San Jose CA
2022-10-09,49.0
2022-10-16,26.0
2022-10-23,54.0
2022-10-30,11.0
2022-11-06,45.0
2022-11-13,64.0
2022-11-27,45.0
2022-12-04,33.0
2022-12-11,30.0
2022-12-18,37.0
2022-12-25,46.0
