,MVT_GT_Milwaukee WI
2017-01-15,22.0
2017-01-29,62.0
2017-02-05,39.0
2017-04-09,61.0
2017-05-14,35.0
2017-06-04,89.0
2017-06-11,52.0
2017-06-18,74.0
2017-07-23,28.0
2017-08-06,79.0
2017-08-13,46.0
2017-09-03,39.0
2017-09-24,100.0
2017-10-08,32.0
2017-10-22,35.0
2017-10-29,23.0
2017-11-12,67.0
2017-11-26,18.0
2017-12-31,29.0
2018-01-07,28.282778983222336
2018-01-14,24.497431610319545
2018-01-21,33.163242147092724
2018-02-11,26.092547401287142
2018-03-18,27.68766319225474
2018-04-01,74.99229483095863
2018-04-08,20.116968446449153
2018-04-29,55.470442175477075
2018-06-10,28.282778983222336
2018-06-17,26.092547401287142
2018-06-24,44.0192842658011
2018-07-01,28.782778983222336
2018-07-08,20.116968446449153
2018-08-12,52.685094802574284
2018-08-19,28.282778983222336
2018-09-02,58.16067375741227
2018-09-23,36.948589519995515
2018-09-30,39.13882110193071
2018-10-14,22.307200028384347
2018-10-21,32.56812635612513
2018-11-04,42.9241684748335
2018-11-18,20.116968446449153
2018-12-16,21.71208423741675
2018-12-23,35.35347372902792
2019-02-03,60.85090533934746
2019-02-17,22.807200028384347
2019-03-10,36.948589519995515
2019-03-17,29.377894774189933
2019-03-31,38.04370531096311
2019-04-14,29.377894774189933
2019-05-05,26.092547401287142
2019-05-12,20.116968446449153
2019-05-19,19.521852655481556
2019-07-07,17.92673686451396
2019-08-25,45.114400056768694
2019-09-08,49.99486322063909
2019-09-22,47.30463163870389
2019-10-13,61.44602113031506
2019-11-17,16.831621073546362
2019-12-01,84.2532211586994
2019-12-15,29.377894774189933
2019-12-29,21.71208423741675
2020-01-05,28.282778983222336
2020-01-12,29.877894774189933
2020-02-02,17.92673686451396
2020-02-23,39.13882110193071
2020-03-08,20.616968446449153
2020-03-29,32.06812635612513
2020-04-12,19.021852655481556
2020-04-26,28.782778983222336
2020-05-03,35.85347372902792
2020-05-17,15.236505282578765
2020-05-31,15.736505282578765
2020-06-28,28.782778983222336
2020-07-12,32.06812635612513
2020-08-16,35.85347372902792
2020-08-23,26.092547401287142
2020-08-30,48.39974742967149
2020-09-20,35.85347372902792
2020-09-27,24.997431610319545
2020-10-04,17.92673686451396
2020-10-11,33.163242147092724
2020-10-18,21.71208423741675
2020-11-01,21.21208423741675
2020-12-20,19.021852655481556
2020-12-27,30.97301056515753
2021-01-31,16.831621073546362
2021-02-07,39.63882110193071
2021-02-14,28.282778983222336
2021-02-21,42.9241684748335
2021-03-14,21.21208423741675
2021-03-21,29.877894774189933
2021-04-18,16.831621073546362
2021-05-02,26.092547401287142
2021-05-09,26.092547401287142
2021-06-06,30.97301056515753
2021-06-13,32.06812635612513
2021-06-27,47.80463163870389
2021-07-11,36.948589519995515
2021-07-18,33.163242147092724
2021-07-25,29.877894774189933
2021-08-01,85.848336949667
2021-08-08,27.18766319225474
2021-08-15,57.56555796644467
2021-08-22,78.77764220386142
2021-09-12,58.16067375741227
2021-10-03,34.75835793806032
2021-10-10,24.997431610319545
2021-10-24,20.616968446449153
2021-10-31,20.116968446449153
2021-11-07,39.63882110193071
2021-11-14,17.92673686451396
2021-12-05,30.47301056515753
2021-12-19,44.0192842658011
2021-12-26,35.85347372902792
2022-01-02,29.755789548379862
2022-01-16,34.51671587612064
2022-01-23,66.6529685883709
2022-02-13,59.511579096759725
2022-02-27,54.75065276901895
2022-03-06,69.03343175224128
2022-03-13,27.375326384509474
2022-03-20,27.375326384509474
2022-03-27,48.79949485934298
2022-04-03,46.41903169547258
2022-04-17,28.56555796644467
2022-04-24,16.663242147092724
2022-05-22,27.375326384509474
2022-05-29,27.375326384509474
2022-06-05,24.994863220639086
2022-06-26,67.84320017030609
2022-07-24,21.4241684748335
2022-08-07,27.375326384509474
2022-09-18,16.663242147092724
2022-10-02,21.4241684748335
2022-10-09,27.375326384509474
2022-10-16,65.4627370064357
2022-10-30,119.02315819351945
2022-11-20,36.89717903999103
2022-12-04,53.560421187083755
2022-12-11,19.043705310963112
2022-12-18,29.755789548379862
2022-12-25,29.755789548379862
