,MVT_GT_Jacksonville FL
2017-01-08,28.0
2017-03-19,100.0
2017-04-16,56.0
2017-06-04,33.0
2017-06-11,44.0
2017-06-18,17.0
2017-07-09,20.0
2017-07-16,29.0
2017-07-23,52.0
2017-08-06,21.0
2017-10-01,36.0
2017-11-12,23.0
2017-12-10,56.0
2017-12-17,28.0
2018-01-14,16.322453345025316
2018-01-21,19.011375251457505
2018-02-11,34.937521294338765
2018-05-20,16.322453345025316
2018-06-03,38.91905780505907
2018-06-17,19.011375251457505
2018-07-01,16.822453345025316
2018-07-15,33.14490669005063
2018-07-22,28.76706287718626
2018-07-29,15.926146042881255
2018-08-05,28.26706287718626
2018-08-12,19.907682553601568
2018-08-26,56.13781845222846
2018-09-02,16.322453345025316
2018-10-07,32.24859938790657
2018-10-21,34.0412139921947
2018-10-28,23.889219064321882
2018-11-11,50.863667337220015
2018-12-02,15.029838740737192
2018-12-16,26.57814097075407
2019-03-17,37.12644320077095
2019-04-07,15.029838740737192
2019-05-12,16.822453345025316
2019-06-16,39.315365107203135
2019-07-21,22.096604460033756
2019-07-28,79.13073021440627
2019-08-11,24.785526366465945
2019-08-25,33.64490669005063
2019-10-20,13.737224136449067
2019-11-10,49.07105273293189
2019-12-01,57.03412575437252
2019-12-08,15.029838740737192
2019-12-22,22.596604460033756
2020-01-05,36.730135898626884
2020-01-19,14.13353143859313
2020-02-16,37.12644320077095
2020-04-19,17.718760647169383
2020-04-26,21.200297157889693
2020-05-03,41.10797971149126
2020-05-24,15.029838740737192
2020-05-31,26.07814097075407
2020-06-21,57.93043305651658
2020-06-28,29.66337017933032
2020-07-19,15.029838740737192
2020-08-09,13.737224136449067
2020-08-16,15.029838740737192
2020-08-30,15.029838740737192
2020-09-20,34.0412139921947
2020-10-04,23.889219064321882
2020-10-25,52.15628194150814
2020-11-08,35.833828596482824
2020-11-29,18.115067949313442
2020-12-27,15.926146042881255
2021-01-10,19.011375251457505
2021-02-07,12.340916834305004
2021-02-14,15.926146042881255
2021-02-28,14.13353143859313
2021-03-07,15.029838740737192
2021-03-14,12.340916834305004
2021-03-28,22.99291176217782
2021-04-04,16.822453345025316
2021-04-25,49.07105273293189
2021-05-16,18.115067949313442
2021-06-06,19.907682553601568
2021-07-04,27.870755575042196
2021-07-25,24.785526366465945
2021-08-22,19.907682553601568
2021-08-29,28.26706287718626
2021-09-19,17.718760647169383
2021-10-03,22.99291176217782
2021-10-24,15.926146042881255
2021-11-21,44.19320892006751
2021-11-28,21.200297157889693
2022-01-09,26.948896545796266
2022-01-16,18.230135898626887
2022-01-23,15.059677481474385
2022-01-30,16.644906690050636
2022-03-20,19.02275050291501
2022-03-27,16.644906690050636
2022-04-10,22.985823524355638
2022-05-15,26.15628194150814
2022-07-10,40.423344818694396
2022-07-24,16.644906690050636
2022-08-14,26.15628194150814
2022-09-11,26.948896545796266
2022-09-25,26.15628194150814
2022-10-23,13.474448272898133
2022-10-30,16.644906690050636
2022-11-20,19.02275050291501
2022-12-04,15.85229208576251
2022-12-11,15.059677481474385
2022-12-25,22.985823524355638
