,MVT_GT_Oklahoma City OK
2017-01-08,64.0
2017-01-15,66.0
2017-02-26,42.0
2017-03-26,38.0
2017-05-07,38.0
2017-07-09,46.0
2017-07-30,40.0
2017-08-06,55.0
2017-09-10,89.0
2017-10-08,40.0
2017-10-15,78.0
2017-11-12,52.0
2018-01-21,50.01249832312301
2018-02-04,44.03481995132265
2018-02-25,55.99017669492337
2018-03-04,35.86607023080215
2018-03-25,63.5633907410838
2018-04-15,48.91696264876294
2018-05-20,42.93928427696258
2018-06-17,42.93928427696258
2018-07-08,34.77053455644208
2018-07-29,46.2258913000428
2018-08-05,33.17499888208201
2018-09-02,61.96785506672373
2018-10-07,50.01249832312301
2018-10-21,38.557141579522295
2018-10-28,100.02499664624602
2018-11-11,29.388391859001793
2018-12-16,38.057141579522295
2019-01-06,39.652677253882366
2019-02-24,26.101784835921578
2019-03-31,53.29910534620323
2019-04-14,30.983927533361864
2019-04-21,55.49017669492337
2019-05-05,33.17499888208201
2019-05-12,58.181248043643514
2019-05-19,33.67499888208201
2019-06-23,29.888391859001793
2019-07-21,39.652677253882366
2019-08-25,94.04731827444567
2019-09-08,26.101784835921578
2019-09-22,38.057141579522295
2019-10-20,58.181248043643514
2019-11-10,30.983927533361864
2019-11-17,33.67499888208201
2019-12-22,34.27053455644208
2019-12-29,40.74821292824244
2020-01-05,26.601784835921578
2020-01-19,73.42321181032445
2020-02-09,34.27053455644208
2020-02-16,70.63660478724424
2020-04-05,26.101784835921578
2020-06-21,39.152677253882366
2020-06-28,33.17499888208201
2020-08-16,53.29910534620323
2020-08-30,32.079463207721936
2020-10-18,41.84374860260251
2020-11-29,84.7830328795651
2021-01-10,26.101784835921578
2021-01-31,32.079463207721936
2021-05-23,46.7258913000428
2021-06-13,29.888391859001793
2021-07-18,34.77053455644208
2021-08-01,48.41696264876294
2021-08-15,26.101784835921578
2021-08-29,64.15892641544387
2021-10-03,55.99017669492337
2022-02-06,61.93571013344746
2022-02-20,27.3946410205633
2022-03-13,52.40713934368631
2022-04-17,47.64285394880574
2022-05-01,30.96785506672373
2022-05-15,119.10713487201434
2022-05-29,28.585712369283442
2022-09-04,38.11428315904459
2022-09-25,67.89106687704817
2022-10-30,30.96785506672373
2022-11-13,23.82142697440287
2022-11-20,44.06963990264531
2022-11-27,82.1839230616899
2022-12-04,28.585712369283442
2022-12-11,48.83392529752588
