,MVT_GT_Colorado Springs-Pueblo CO
2017-01-01,25.0
2017-01-29,11.0
2017-02-19,25.0
2017-03-05,23.0
2017-04-02,16.0
2017-04-09,15.0
2017-05-28,30.0
2017-06-04,13.0
2017-07-09,12.0
2017-09-03,23.0
2017-09-17,28.0
2017-11-05,13.0
2017-11-12,15.0
2017-11-19,34.0
2017-12-03,10.0
2017-12-24,13.0
2017-12-31,45.0
2018-01-14,24.0
2018-02-11,15.0
2018-02-25,14.0
2018-03-11,43.0
2018-04-01,11.0
2018-05-06,23.0
2018-05-27,30.0
2018-06-24,20.0
2018-07-08,13.0
2018-08-12,20.0
2018-09-02,15.0
2018-09-30,15.0
2018-11-11,12.0
2018-11-18,23.0
2018-12-09,19.0
2018-12-23,43.0
2018-12-30,38.0
2019-01-06,13.0
2019-02-10,14.0
2019-03-03,10.0
2019-03-10,32.0
2019-03-17,11.0
2019-03-24,26.0
2019-04-14,14.0
2019-06-02,30.0
2019-08-18,14.0
2019-08-25,21.0
2019-09-15,24.0
2019-09-29,31.0
2019-10-13,10.0
2019-11-10,18.0
2019-11-17,10.0
2019-11-24,14.0
2019-12-29,100.0
2020-01-05,38.0
2020-03-01,58.0
2020-05-24,23.0
2020-05-31,10.0
2020-06-14,10.0
2020-06-28,21.0
2020-07-05,9.0
2020-07-19,16.0
2020-08-16,12.0
2020-08-23,21.0
2020-08-30,9.0
2020-11-15,44.0
2020-11-29,65.0
2021-01-17,29.0
2021-03-14,10.0
2021-04-18,23.0
2021-04-25,28.0
2021-06-20,12.0
2021-06-27,17.0
2021-07-11,12.0
2021-07-18,34.0
2021-07-25,14.0
2021-08-08,12.0
2021-09-26,12.0
2021-11-21,36.0
2021-11-28,21.0
2022-02-06,28.0
2022-02-20,8.0
2022-03-20,8.0
2022-04-03,10.0
2022-04-10,19.0
2022-04-17,11.0
2022-05-01,8.0
2022-05-08,13.0
2022-05-22,8.0
2022-06-05,38.0
2022-07-24,13.0
2022-08-21,8.0
2022-09-04,19.0
2022-10-16,16.0
2022-11-27,14.0
2022-12-04,11.0
