,MVT_GT_Charlotte NC
2017-01-01,14.0
2017-02-05,13.0
2017-02-26,16.0
2017-03-12,29.0
2017-03-19,58.0
2017-03-26,35.0
2017-04-02,19.0
2017-05-07,60.0
2017-05-21,14.0
2017-05-28,42.0
2017-06-04,100.0
2017-07-02,19.0
2017-07-16,13.0
2017-07-23,16.0
2017-08-27,19.0
2017-09-03,20.0
2017-09-10,21.0
2017-10-15,31.0
2017-10-22,19.0
2017-11-12,26.0
2017-12-03,21.0
2018-03-04,19.953708387817944
2018-04-15,31.760038280711743
2018-04-22,28.877578782403695
2018-07-01,29.930562581726914
2018-07-08,31.260038280711743
2018-07-15,16.018265090186677
2018-07-22,26.27161118375726
2018-08-12,14.965281290863457
2018-08-19,21.28318408680277
2018-08-26,17.847740789171503
2018-09-02,23.1126597857876
2018-09-09,55.149189966160954
2018-09-30,30.707054481388525
2018-10-07,37.80144917698945
2018-11-18,23.88915168544921
2018-12-09,20.230200287479555
2018-12-30,16.018265090186677
2019-01-06,47.77830337089842
2019-01-13,15.741773190525066
2019-01-20,33.866005879358184
2019-02-03,24.16564358511082
2019-02-10,35.195481578343006
2019-03-10,15.741773190525066
2019-03-31,32.81302208003496
2019-04-07,23.1126597857876
2019-05-19,14.965281290863457
2019-06-23,19.953708387817944
2019-07-28,19.177216488156333
2019-08-11,22.05967598646438
2019-08-25,15.241773190525066
2019-09-22,13.912297491540238
2019-11-10,38.07794107665106
2019-11-17,13.912297491540238
2019-12-29,43.842860073267154
2020-01-05,19.177216488156333
2020-01-19,39.13092487597427
2020-02-23,34.14249777901979
2020-03-29,11.02983799323219
2020-04-12,27.824594983080477
2020-04-19,25.718627384434036
2020-04-26,27.824594983080477
2020-05-03,29.154070682065303
2020-05-24,31.260038280711743
2020-06-21,13.13580559187863
2020-06-28,23.1126597857876
2020-07-26,27.048103083418866
2020-08-09,14.965281290863457
2020-08-16,22.836167886125992
2020-08-30,18.900724588494725
2020-09-06,20.230200287479555
2020-09-27,20.230200287479555
2020-10-04,43.842860073267154
2020-10-11,13.63580559187863
2020-11-01,40.96040057495911
2020-11-15,19.953708387817944
2020-11-29,14.188789391201848
2020-12-06,25.218627384434036
2020-12-20,17.847740789171503
2020-12-27,37.02495727732784
2021-01-10,32.036530180373354
2021-01-24,43.06636817360554
2021-02-14,11.8063298928938
2021-02-28,24.16564358511082
2021-03-21,27.048103083418866
2021-03-28,17.847740789171503
2021-04-11,14.188789391201848
2021-04-25,46.7253195715752
2021-05-09,39.90741677563589
2021-05-23,38.354432976312665
2021-05-30,32.036530180373354
2021-06-06,39.13092487597427
2021-07-04,17.071248889509896
2021-08-01,23.1126597857876
2021-08-15,14.188789391201848
2021-09-19,14.688789391201848
2021-10-17,32.31302208003496
2021-10-24,27.824594983080477
2021-10-31,34.9189896786814
2021-11-07,17.071248889509896
2021-11-21,35.695481578343006
2021-11-28,11.02983799323219
2021-12-12,40.96040057495911
2022-01-09,16.589513979696573
2022-01-30,37.04991455465568
2022-02-13,11.05967598646438
2022-03-13,35.39096315668602
2022-03-20,35.94394695600924
2022-03-27,20.460400574959106
2022-04-03,12.16564358511082
2022-04-10,14.930562581726914
2022-05-01,30.96709276210027
2022-05-08,11.05967598646438
2022-05-22,21.013384374282325
2022-06-12,32.626044160069924
2022-06-26,17.14249777901979
2022-07-03,13.824594983080477
2022-07-10,17.14249777901979
2022-07-24,16.036530180373354
2022-07-31,11.612659785787601
2022-08-28,49.768541939089715
2022-09-04,34.8379793573628
2022-09-11,10.506692187141162
2022-09-18,24.33128717022164
2022-09-25,29.30814136413061
2022-10-02,13.824594983080477
2022-10-16,11.05967598646438
2022-11-06,17.14249777901979
2022-11-20,14.377578782403695
2022-11-27,17.14249777901979
2022-12-11,16.036530180373354
2022-12-18,25.990238568191295
2022-12-25,30.41410896277705
