,MVT_GT_Fresno-Visalia CA
2017-01-01,91.0
2017-01-15,54.0
2017-03-19,34.0
2017-05-14,37.0
2017-05-28,38.0
2017-06-11,60.0
2017-07-02,39.0
2017-07-09,94.0
2017-07-16,29.0
2017-08-27,38.0
2017-09-03,54.0
2017-09-17,40.0
2017-10-01,35.0
2017-10-08,32.0
2017-10-15,48.0
2017-10-22,30.0
2017-11-05,65.0
2017-12-17,43.0
2017-12-31,73.0
2018-01-07,39.0
2018-01-14,29.0
2018-01-28,35.0
2018-02-11,26.0
2018-03-18,54.0
2018-04-01,35.0
2018-04-15,36.0
2018-04-29,23.0
2018-05-27,39.0
2018-06-03,40.0
2018-06-10,45.0
2018-07-01,79.0
2018-07-15,25.0
2018-08-12,36.0
2018-09-02,87.0
2018-09-09,65.0
2018-09-16,25.0
2018-09-23,27.0
2018-10-07,82.0
2018-10-14,24.0
2018-10-21,36.0
2018-10-28,39.0
2018-11-04,36.0
2019-01-06,66.0
2019-01-20,41.0
2019-03-03,29.0
2019-04-14,51.0
2019-04-28,32.0
2019-05-05,88.0
2019-07-21,43.0
2019-07-28,46.0
2019-08-11,60.0
2019-09-15,40.0
2019-10-06,60.0
2019-10-27,54.0
2019-11-03,25.0
2019-12-01,20.0
2019-12-08,40.0
2020-01-05,33.0
2020-01-12,33.0
2020-01-19,38.0
2020-02-02,50.0
2020-02-09,22.0
2020-02-23,70.0
2020-03-01,30.0
2020-03-22,63.0
2020-03-29,21.0
2020-04-19,30.0
2020-05-24,30.0
2020-05-31,36.0
2020-06-21,44.0
2020-07-05,25.0
2020-07-26,24.0
2020-08-02,76.0
2020-08-16,24.0
2020-08-23,46.0
2020-08-30,58.0
2020-09-06,20.0
2020-09-13,58.0
2020-11-01,18.0
2020-12-27,55.0
2021-01-03,43.0
2021-01-10,42.0
2021-01-17,37.0
2021-02-07,33.0
2021-02-14,100.0
2021-02-21,28.0
2021-02-28,88.0
2021-03-21,65.0
2021-04-04,30.0
2021-04-11,26.0
2021-04-18,39.0
2021-05-02,28.0
2021-06-06,76.0
2021-06-20,28.0
2021-08-08,36.0
2021-08-22,43.0
2021-08-29,70.0
2021-09-26,44.0
2021-10-24,45.0
2021-11-14,28.0
2021-12-19,43.0
2021-12-26,37.0
2022-01-23,39.0
2022-01-30,71.0
2022-03-06,39.0
2022-04-10,18.0
2022-04-24,21.0
2022-05-08,31.0
2022-05-15,42.0
2022-05-29,20.0
2022-06-05,21.0
2022-06-12,32.0
2022-06-19,48.0
2022-06-26,71.0
2022-07-17,21.0
2022-07-31,44.0
2022-08-21,26.0
2022-09-25,41.0
2022-10-30,42.0
2022-11-06,22.0
2022-11-13,44.0
2022-12-04,43.0
