,MVT_GT_Norfolk-Portsmouth-Newport News VA
2017-01-29,79.0
2017-02-12,40.0
2017-02-19,22.0
2017-03-05,30.0
2017-03-19,28.0
2017-04-30,22.0
2017-05-28,27.0
2017-06-04,38.0
2017-07-02,27.0
2017-08-13,36.0
2017-10-01,45.0
2017-12-24,31.0
2017-12-31,40.0
2018-01-07,31.0
2018-01-28,21.0
2018-02-04,36.0
2018-02-11,26.163669619133067
2018-02-18,52.0
2018-02-25,52.578376677796996
2018-04-22,23.0
2018-04-29,81.40986567418658
2018-05-27,31.0
2018-06-03,38.0
2018-06-10,57.66297799277916
2018-07-15,66.0
2018-07-22,31.0
2018-07-29,23.0
2018-08-05,50.74412117599179
2018-08-26,28.0
2018-09-23,53.0
2018-09-30,98.0
2018-10-14,48.0
2018-10-21,44.82941411732786
2018-11-11,38.9119405532483
2018-11-18,43.0
2018-11-25,41.32941411732786
2018-12-09,25.0
2019-01-27,71.0
2019-02-03,23.0
2019-02-10,46.0
2019-03-03,52.0
2019-03-10,24.0
2019-03-17,54.0
2019-04-14,72.0
2019-06-16,54.24481280234569
2019-06-30,100.0
2019-08-18,49.0
2019-09-01,19.0
2019-09-15,27.0
2019-10-06,38.0
2019-10-27,27.0
2019-11-03,36.82803086462005
2019-11-24,24.0
2019-12-15,29.0
2020-01-12,30.413323805956114
2020-01-19,58.24342954963788
2020-02-02,34.0
2020-02-09,32.49723349458437
2020-02-16,33.24757930776133
2020-03-01,30.41263217960221
2020-05-10,50.496541868230466
2020-06-07,50.07630179873528
2020-06-28,35.0
2020-07-12,28.579759930504814
2020-08-23,18.0
2020-09-20,24.0
2020-11-15,44.66159474007135
2021-02-07,22.0
2021-02-21,46.0
2021-02-28,89.0
2021-05-23,20.0
2021-06-27,21.0
2021-07-04,22.0
2021-07-11,61.32595598555832
2021-07-25,30.0
2021-08-08,42.0
2021-08-15,36.0
2021-08-22,34.83010574368177
2021-08-29,22.0
2021-09-05,23.0
2021-09-19,48.0
2021-10-03,43.0
2021-10-10,46.0
2021-10-24,29.0
2021-10-31,24.0
2021-11-21,78.99308373646093
2021-12-05,29.830105743681766
2021-12-12,39.66366961913307
2021-12-19,80.48893397833749
2018-01-21,47.8238811064966
2018-03-04,40.82526435920442
2018-03-25,76.98478422021404
2018-04-01,37.32595598555832
2018-04-08,41.991700483753114
2018-04-15,39.658828234655715
2018-05-06,39.658828234655715
2018-05-13,81.65052871840884
2018-10-07,38.49239211010702
2018-11-04,68.81973134837315
2019-01-06,37.32595598555832
2019-01-13,30.327339238266138
2019-01-20,45.49100885739921
2019-04-07,116.64361245486975
2019-04-28,30.327339238266138
2019-05-05,61.82111460108097
2019-05-12,36.15951986100963
2019-05-19,82.81696484295753
2019-06-02,50.156753355594
2019-07-07,39.658828234655715
2019-08-04,30.327339238266138
2019-09-08,46.657444981947904
2019-10-13,25.661594740071347
2019-11-10,90.98201771479842
2019-11-17,50.156753355594
2019-12-01,38.49239211010702
2019-12-29,38.49239211010702
2020-01-05,51.323189480142695
2020-01-26,38.49239211010702
2020-03-15,32.66021148736353
2020-03-29,30.327339238266138
2020-04-26,46.657444981947904
2020-05-31,34.99308373646093
2020-06-21,26.828030864620047
2020-08-02,68.81973134837315
2020-10-04,24.495158615522648
2020-10-25,54.82249785378879
2020-11-01,80.48409259386014
2021-01-31,78.15122034476273
2021-02-14,62.987550725629674
2021-03-28,99.1470705866393
2021-04-04,45.49100885739921
2021-04-11,31.493775362814837
2021-04-25,40.82526435920442
2021-05-09,26.828030864620047
2021-05-16,45.49100885739921
2021-06-06,33.82664761191223
2021-06-13,27.994466989168743
2021-10-17,72.31903972201926
2022-01-23,36.15951986100963
2022-01-30,46.657444981947904
2022-02-13,38.49239211010702
2022-02-20,61.82111460108097
2022-03-27,41.991700483753114
2022-04-17,65.32042297472707
2022-04-24,22.162286366425256
2022-05-01,65.32042297472707
2022-05-08,46.657444981947904
2022-05-15,59.48824235198358
2022-06-05,34.99308373646093
2022-06-19,30.327339238266138
2022-06-26,69.98616747292186
2022-07-17,30.327339238266138
2022-07-24,71.15260359747056
2022-08-07,52.48962560469139
2022-08-14,31.493775362814837
2022-08-21,27.994466989168743
2022-08-28,32.66021148736353
2022-10-02,65.32042297472707
2022-10-09,72.31903972201926
2022-10-16,41.991700483753114
2022-10-23,66.48685909927576
2022-10-30,41.991700483753114
2022-11-06,41.991700483753114
2022-12-11,43.15813660830181
2022-12-18,55.988933978337485
2022-12-25,30.327339238266138
