,MVT_GT_Denver CO
2017-01-01,65.0
2017-01-08,36.0
2017-01-15,19.0
2017-01-22,61.0
2017-02-12,35.0
2017-02-26,21.0
2017-03-05,17.0
2017-03-26,36.0
2017-04-02,17.0
2017-04-09,21.0
2017-04-16,19.0
2017-04-23,22.0
2017-04-30,100.0
2017-05-07,78.0
2017-05-14,29.0
2017-06-04,36.0
2017-06-11,41.0
2017-06-18,16.0
2017-06-25,29.0
2017-07-16,24.0
2017-07-23,29.0
2017-08-06,37.0
2017-09-03,44.0
2017-09-10,44.0
2017-09-17,42.0
2017-09-24,39.0
2017-10-22,48.0
2017-10-29,42.0
2017-11-05,27.0
2017-11-12,45.0
2017-12-10,100.0
2017-12-31,21.0
2018-01-07,63.195551104793026
2018-01-14,31.118097645840045
2018-01-28,26.32131858027533
2018-02-11,33.99616508517887
2018-03-04,16.76840463603296
2018-03-18,31.118097645840045
2018-03-25,90.01686968506836
2018-04-08,53.14263716055066
2018-04-29,41.17101159008241
2018-05-13,52.18328134743772
2018-05-20,43.08972321630829
2018-06-03,41.67101159008241
2018-06-10,66.07361854413185
2018-06-17,50.764569721211835
2018-07-22,20.105827888484733
2018-07-29,22.024539514710618
2018-08-05,17.227760449145904
2018-08-12,15.309048822920023
2018-08-19,48.84585809498595
2018-08-26,18.187116262258847
2018-09-09,29.19938601961416
2018-09-16,33.03680927206592
2018-09-23,40.711655776969465
2018-10-07,31.118097645840045
2018-10-14,22.98389532782356
2018-10-21,31.118097645840045
2018-11-04,14.84969300980708
2018-11-11,26.82131858027533
2018-11-25,51.72392553432478
2018-12-02,22.98389532782356
2018-12-09,39.75229996385653
2018-12-16,24.902606954049446
2018-12-23,58.39877203922832
2018-12-30,47.88650228187301
2019-01-06,43.08972321630829
2019-01-20,57.93941622611537
2019-02-03,34.95552089829181
2019-02-10,35.91487671140476
2019-02-24,32.07745345895299
2019-03-03,23.943251140936503
2019-03-10,77.08588830148716
2019-03-17,30.158741832727102
2019-04-21,32.07745345895299
2019-04-28,28.740030206501217
2019-05-12,16.26840463603296
2019-05-19,58.89877203922832
2019-06-09,41.17101159008241
2019-06-16,35.41487671140476
2019-06-23,16.76840463603296
2019-06-30,27.280674393388274
2019-07-14,77.08588830148716
2019-07-21,68.95168598347068
2019-07-28,58.39877203922832
2019-08-04,44.049079029421236
2019-08-11,16.76840463603296
2019-08-18,21.065183701597675
2019-09-08,51.22392553432478
2019-09-29,17.727760449145904
2019-10-27,14.84969300980708
2019-11-10,28.740030206501217
2019-11-17,17.227760449145904
2019-12-01,31.618097645840045
2019-12-15,50.264569721211835
2019-12-22,21.065183701597675
2019-12-29,19.64647207537179
2020-01-05,42.13036740319535
2020-01-19,29.69938601961416
2020-01-26,40.211655776969465
2020-02-02,34.95552089829181
2020-02-09,17.227760449145904
2020-02-16,45.00843484253418
2020-02-23,62.73619529168009
2020-03-01,27.280674393388274
2020-03-15,19.14647207537179
2020-04-05,40.711655776969465
2020-04-19,29.69938601961416
2020-04-26,41.67101159008241
2020-05-03,27.280674393388274
2020-05-10,22.98389532782356
2020-05-17,19.64647207537179
2020-05-31,20.105827888484733
2020-06-07,33.03680927206592
2020-06-14,37.833588337630644
2020-06-28,40.211655776969465
2020-07-05,33.03680927206592
2020-07-12,27.280674393388274
2020-07-19,55.06134878677655
2020-07-26,23.943251140936503
2020-08-02,36.874232524517694
2020-08-09,21.065183701597675
2020-08-16,17.227760449145904
2020-08-23,17.227760449145904
2020-08-30,91.93558131129424
2020-09-06,66.07361854413185
2020-09-13,26.32131858027533
2020-09-20,33.03680927206592
2020-09-27,17.227760449145904
2020-10-04,17.227760449145904
2020-10-11,27.280674393388274
2020-10-18,16.76840463603296
2020-10-25,22.024539514710618
2020-11-01,28.740030206501217
2020-11-08,29.19938601961416
2020-11-15,38.79294415074358
2020-11-29,24.902606954049446
2020-12-06,15.809048822920023
2020-12-13,31.118097645840045
2020-12-20,22.024539514710618
2020-12-27,56.020704599889484
2021-01-03,37.833588337630644
2021-01-10,84.2607348063907
2021-01-17,41.67101159008241
2021-01-24,16.76840463603296
2021-01-31,61.77683947856714
2021-02-07,52.68328134743772
2021-02-14,45.96779065564712
2021-02-28,23.943251140936503
2021-03-07,50.764569721211835
2021-03-14,13.890337196694137
2021-04-11,16.26840463603296
2021-04-18,76.12653248837422
2021-04-25,38.79294415074358
2021-05-02,33.03680927206592
2021-05-09,24.902606954049446
2021-05-16,22.98389532782356
2021-05-30,40.711655776969465
2021-06-06,58.89877203922832
2021-06-13,56.980060413002434
2021-06-27,71.32975342280952
2021-07-04,49.80521390809889
2021-07-11,46.927146468760064
2021-07-18,22.98389532782356
2021-07-25,53.14263716055066
2021-08-01,26.32131858027533
2021-08-08,56.020704599889484
2021-08-15,24.902606954049446
2021-08-22,27.780674393388274
2021-08-29,34.95552089829181
2021-09-05,41.67101159008241
2021-09-12,52.68328134743772
2021-09-19,62.23619529168009
2021-09-26,16.26840463603296
2021-10-03,67.99233017035775
2021-10-10,28.740030206501217
2021-10-17,27.780674393388274
2021-10-31,52.18328134743772
2021-11-07,54.6019929736636
2021-11-14,32.07745345895299
2021-11-21,38.29294415074358
2021-12-05,36.874232524517694
2021-12-19,64.65490691790598
2021-12-26,62.73619529168009
2022-01-02,87.27760449145906
2022-01-09,37.66717667526128
2022-01-16,67.98466034071548
2022-01-23,38.58588830148717
2022-02-06,34.911041796583625
2022-02-13,38.58588830148717
2022-02-20,39.50459992771305
2022-02-27,67.98466034071548
2022-03-06,63.39110220958606
2022-03-13,33.99233017035774
2022-03-20,48.6917161899719
2022-04-03,27.561348786776545
2022-04-10,46.85429293752013
2022-04-17,14.699386019614158
2022-04-24,31.236195291680087
2022-05-01,66.14723708826371
2022-05-15,32.15490691790597
2022-05-22,45.01686968506836
2022-06-05,64.30981383581194
2022-06-12,45.93558131129424
2022-06-19,55.12269757355309
2022-06-26,56.041409199778975
2022-07-03,35.82975342280951
2022-07-10,28.48006041300243
2022-07-17,31.236195291680087
2022-07-24,54.203985947327205
2022-07-31,44.09815805884247
2022-08-07,64.30981383581194
2022-08-14,80.84662310787787
2022-08-21,46.85429293752013
2022-09-04,63.39110220958606
2022-09-11,67.0659487144896
2022-09-18,32.15490691790597
2022-09-25,54.203985947327205
2022-10-02,47.773004563746014
2022-10-09,27.561348786776545
2022-10-16,54.203985947327205
2022-10-23,50.52913944242367
2022-10-30,68.90337196694136
2022-11-06,33.99233017035774
2022-11-13,29.398772039228316
2022-11-20,47.773004563746014
2022-11-27,74.41564172429668
2022-12-11,71.65950684561902
2022-12-18,54.203985947327205
2022-12-25,26.64263716055066
