,MVT_GT_Portland OR
2017-02-12,38.0
2017-02-19,53.0
2017-02-26,35.0
2017-03-05,31.0
2017-03-12,16.0
2017-04-09,16.0
2017-04-16,33.0
2017-04-30,22.0
2017-05-07,23.0
2017-05-28,20.0
2017-06-11,20.0
2017-07-02,33.0
2017-07-09,32.0
2017-07-16,55.0
2017-07-30,27.0
2017-08-06,24.0
2017-08-13,34.0
2017-09-17,23.0
2017-09-24,26.0
2017-10-29,16.0
2017-11-05,59.0
2017-11-12,65.0
2017-12-31,35.0
2018-01-14,23.147902835006214
2018-01-28,76.50894609317817
2018-02-04,31.939235458429557
2018-02-11,26.987045387901933
2018-02-25,14.856570211582872
2018-03-04,36.891425528957186
2018-03-11,51.24799574054005
2018-03-18,61.152375881595304
2018-03-25,22.03485531737431
2018-04-01,38.004473046589084
2018-04-08,25.873997870270024
2018-04-15,18.695712764478593
2018-04-29,32.43923545842956
2018-05-06,68.83066098738674
2018-05-13,99.65684892818439
2018-05-20,15.969617729214779
2018-05-27,15.969617729214779
2018-06-10,35.77837801132527
2018-06-17,23.147902835006214
2018-06-24,30.826187940797652
2018-07-15,39.117520564220996
2018-07-22,41.34361559948481
2018-08-05,34.66533049369337
2018-08-19,25.873997870270024
2018-09-09,36.891425528957186
2018-09-16,34.66533049369337
2018-09-23,25.873997870270024
2018-09-30,55.58713829343577
2018-10-07,77.12199361081008
2018-10-14,18.195712764478593
2018-10-21,40.230568081852894
2018-11-04,36.891425528957186
2018-11-11,35.27837801132527
2018-11-18,45.68275815238052
2018-11-25,23.647902835006214
2018-12-09,45.18275815238052
2018-12-23,31.939235458429557
2018-12-30,49.02190070527624
2019-01-13,51.74799574054005
2019-01-20,18.695712764478593
2019-02-03,33.55228297606146
2019-02-10,57.81323332869958
2019-02-17,25.873997870270024
2019-02-24,39.117520564220996
2019-03-03,24.26095035263812
2019-03-10,52.86104325817196
2019-03-17,28.100092905533838
2019-03-24,30.326187940797652
2019-04-07,35.77837801132527
2019-05-12,50.13494822290815
2019-05-19,50.13494822290815
2019-05-26,40.730568081852894
2019-06-02,55.08713829343577
2019-06-09,44.06971063474862
2019-06-30,25.873997870270024
2019-07-07,19.808760282110498
2019-07-28,17.082665246846684
2019-08-04,55.08713829343577
2019-08-11,19.308760282110498
2019-08-25,49.02190070527624
2019-09-01,15.969617729214779
2019-09-08,20.921807799742403
2019-09-22,41.84361559948481
2019-09-29,18.695712764478593
2019-10-13,30.826187940797652
2019-10-20,20.921807799742403
2019-11-03,57.81323332869958
2019-11-10,36.391425528957186
2019-11-17,30.326187940797652
2019-11-24,18.195712764478593
2019-12-29,15.969617729214779
2020-01-05,49.02190070527624
2020-01-12,26.987045387901933
2020-01-19,25.373997870270024
2020-02-02,41.34361559948481
2020-02-09,26.987045387901933
2020-02-16,76.00894609317817
2020-03-01,14.856570211582872
2020-03-15,22.03485531737431
2020-03-29,15.469617729214779
2020-04-12,23.147902835006214
2020-04-19,13.243522693950966
2020-04-26,13.243522693950966
2020-05-03,14.356570211582872
2020-05-10,35.77837801132527
2020-05-17,28.600092905533838
2020-05-24,19.808760282110498
2020-05-31,73.78285105791437
2020-06-07,49.02190070527624
2020-06-28,45.18275815238052
2020-07-05,37.504473046589084
2020-07-12,14.356570211582872
2020-07-26,15.969617729214779
2020-08-02,17.082665246846684
2020-08-09,14.856570211582872
2020-08-16,22.03485531737431
2020-09-13,44.06971063474862
2020-09-20,35.27837801132527
2020-09-27,28.100092905533838
2020-11-08,23.647902835006214
2020-11-15,36.891425528957186
2020-11-22,24.26095035263812
2020-12-20,82.5741836813377
