,MVT_GT_Colorado Springs-Pueblo CO
2017-01-08,40.0
2017-01-15,21.0
2017-02-12,24.0
2017-03-05,35.0
2017-04-30,30.0
2017-07-09,22.0
2017-09-17,28.0
2017-10-15,50.0
2017-10-22,22.0
2017-12-24,100.0
2017-12-31,37.0
2018-01-07,61.00134634093619
2018-01-14,36.972646375496566
2018-01-21,33.75426066614804
2018-02-18,20.310314256091104
2018-03-25,25.887892820113883
2018-04-01,35.613453520822304
2018-05-06,24.958296392776752
2018-05-13,21.739910683428235
2018-05-27,28.17668210212527
2018-06-03,18.95112140141685
2018-06-10,67.93811775963323
2018-06-17,21.239910683428235
2018-08-19,45.768610648867856
2018-09-09,18.021524974079718
2018-09-23,21.239910683428235
2018-10-07,47.62780350354211
2018-10-14,18.95112140141685
2018-11-25,19.880717828753976
2018-12-16,19.880717828753976
2019-01-06,70.22690704164461
2019-01-13,36.043049948159435
2019-01-20,22.169507110765366
2019-02-10,19.880717828753976
2019-03-03,18.95112140141685
2019-04-07,35.113453520822304
2019-05-19,26.31748924745101
2019-08-11,20.810314256091104
2019-08-25,50.846189212890636
2019-09-15,73.44529275099313
2019-10-20,30.465471384136656
2019-12-01,17.591928546742587
2020-01-26,24.958296392776752
2020-02-02,21.239910683428235
2020-02-23,44.33901422153073
2020-04-19,25.387892820113883
2020-05-10,20.310314256091104
2020-05-24,31.895067811473787
2020-07-19,31.895067811473787
2020-07-26,41.12062851218221
2020-08-02,15.732735692068328
2020-08-30,36.972646375496566
2020-09-20,18.021524974079718
2020-10-18,36.043049948159435
2020-11-08,36.972646375496566
2020-11-22,26.81748924745101
2020-11-29,42.97982136685647
2021-01-10,32.32466423881092
2021-01-17,18.95112140141685
2021-01-31,20.810314256091104
2021-04-04,17.091928546742587
2021-04-18,19.880717828753976
2021-06-27,30.965471384136656
2021-07-11,30.03587495679953
2021-09-05,42.05022493951934
2021-09-19,71.15650346898174
2021-09-26,18.95112140141685
2021-10-17,23.099103538102494
2021-12-05,18.95112140141685
2022-02-06,24.057399930879246
2022-02-13,85.91928546742588
2022-03-13,23.198207076204987
2022-03-20,24.916592785553505
2022-04-17,17.183857093485177
2022-05-01,14.606278529462399
2022-05-29,28.35336420425054
2022-06-12,24.057399930879246
2022-07-10,32.649328477621836
2022-09-04,36.945292750993126
2022-09-11,18.043049948159435
2022-10-02,23.198207076204987
2022-10-09,15.465471384136658
2022-10-16,20.62062851218221
2022-10-23,14.606278529462399
