,MVT_GT_Ontario
2017-01-15,45.0
2017-01-22,18.0
2017-01-29,24.0
2017-02-12,7.0
2017-02-19,13.0
2017-02-26,19.0
2017-03-05,100.0
2017-03-12,52.0
2017-03-19,10.0
2017-03-26,20.0
2017-04-02,16.0
2017-04-09,21.0
2017-04-16,14.0
2017-04-23,18.0
2017-04-30,12.0
2017-05-07,14.0
2017-05-14,13.0
2017-05-21,16.0
2017-06-04,8.0
2017-06-11,16.0
2017-06-18,8.0
2017-07-02,28.0
2017-07-16,21.0
2017-07-23,15.0
2017-07-30,14.0
2017-08-13,23.0
2017-08-20,13.0
2017-09-03,21.0
2017-09-10,15.0
2017-09-17,18.0
2017-09-24,8.0
2017-10-01,9.0
2017-10-08,9.0
2017-10-15,22.0
2017-10-22,42.0
2017-11-05,12.0
2017-11-12,20.0
2017-11-19,30.0
2017-11-26,15.0
2017-12-03,20.0
2017-12-10,11.0
2018-01-14,12.931347724593843
2018-01-21,12.074050628783073
2018-01-28,10.859456437161537
2018-02-04,11.716753532972305
2018-02-25,28.791883832430763
2018-03-04,10.002159341350767
2018-03-11,9.144862245539997
2018-03-18,20.004318682701534
2018-04-01,7.93026805391846
2018-04-08,20.361615778512302
2018-04-15,11.216753532972305
2018-04-29,26.719992544998455
2018-05-06,10.859456437161537
2018-05-13,10.002159341350767
2018-05-20,19.147021586890766
2018-05-27,21.218912874323074
2018-06-10,12.931347724593843
2018-06-17,15.00323901202615
2018-07-01,8.787565149729229
2018-07-08,20.004318682701534
2018-07-15,44.152419940267684
2018-07-22,20.361615778512302
2018-07-29,17.075130299458458
2018-08-05,25.00539835337692
2018-08-12,25.00539835337692
2018-08-19,25.00539835337692
2018-08-26,14.145941916215381
2018-09-09,24.148101257566147
2018-09-16,47.08160832351076
2018-09-23,18.289724491079994
2018-09-30,27.934586736619995
2018-10-07,12.931347724593843
2018-10-14,12.931347724593843
2018-10-21,20.861615778512302
2018-10-28,30.0064780240523
2018-11-04,30.0064780240523
2018-11-11,26.219992544998455
2018-11-18,20.361615778512302
2018-11-25,10.859456437161537
2018-12-02,42.43782574864615
2018-12-09,44.152419940267684
2018-12-23,20.861615778512302
2018-12-30,19.147021586890766
2019-01-06,20.004318682701534
2019-01-13,12.931347724593843
2019-01-20,29.14918092824153
2019-02-03,22.93350706594461
2019-02-10,11.216753532972305
2019-02-17,13.788644820404613
2019-03-03,15.00323901202615
2019-03-10,24.148101257566147
