,MVT_GT_Wichita-Hutchinson KS
2017-01-01,45.0
2017-02-05,25.0
2017-02-19,13.0
2017-04-02,20.0
2017-06-04,29.0
2017-07-30,41.0
2017-08-20,20.0
2017-09-10,29.0
2017-10-01,100.0
2017-12-10,23.0
2018-02-04,23.758600659138075
2018-04-15,26.93840075330066
2018-04-22,21.250720602640527
2018-04-29,17.234960489645427
2018-05-13,18.906880527310463
2018-06-17,12.883240357817813
2018-06-24,28.11032079096569
2018-07-15,45.84528128061112
2018-09-02,24.09456067797059
2018-09-30,23.758600659138075
2018-10-07,29.282240828630727
2018-11-18,18.070920508477947
2018-12-02,16.063040451980395
2019-01-20,26.102440734468143
2019-01-27,17.234960489645427
2019-02-03,24.930520696803107
2019-02-17,16.89900047081291
2019-02-24,14.891120414315363
2019-03-24,16.063040451980395
2019-08-18,30.95416086629576
2019-08-25,22.92264064030556
2019-09-22,20.91476058380801
2019-09-29,12.047280338985296
2019-10-20,13.71920037665033
2019-11-10,26.93840075330066
2019-11-24,39.32164111111847
2019-12-01,13.21920037665033
2019-12-22,36.9778010357884
2020-01-12,9.703440263655231
2020-01-26,15.22708043314788
2020-04-12,9.203440263655231
2020-04-19,9.703440263655231
2020-05-31,35.30588099812337
2020-06-28,15.72708043314788
2020-08-23,22.086680621473043
2020-08-30,12.047280338985296
2020-10-11,28.11032079096569
2020-11-29,15.22708043314788
2020-12-20,18.906880527310463
2020-12-27,18.906880527310463
2021-01-24,16.89900047081291
2021-01-31,49.025081374773706
2021-02-07,12.047280338985296
2021-03-07,43.83740122411357
2021-03-14,19.74284054614298
2021-03-28,11.21132032015278
2021-04-11,12.047280338985296
2021-04-18,10.875360301320264
2021-05-23,67.09600188325165
2021-06-27,51.36892145010377
2021-07-11,25.266480715635627
2021-10-03,51.032961431271254
2021-10-31,20.91476058380801
2021-11-07,26.93840075330066
2021-12-12,34.969920979290855
2021-12-26,20.078800564975495
2022-01-16,19.485681092285954
2022-02-06,30.908321732591517
2022-05-15,12.094560677970593
2022-05-22,19.485681092285954
2022-05-29,27.54872154426635
2022-06-05,13.438400753300659
2022-07-03,34.26792192091668
2022-07-17,32.25216180792158
2022-07-24,11.42264064030556
2022-09-18,36.28368203391178
2022-10-02,12.094560677970593
2022-10-09,19.485681092285954
2022-10-16,12.766480715635627
2022-10-23,17.469920979290855
2022-10-30,22.84528128061112
2022-12-18,14.110320790965691
