,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,59.0
2017-01-08,40.0
2017-01-22,46.0
2017-01-29,11.0
2017-02-05,31.0
2017-02-12,52.0
2017-02-19,29.0
2017-02-26,30.0
2017-03-05,31.0
2017-03-12,33.0
2017-03-19,51.0
2017-03-26,29.0
2017-04-02,38.0
2017-04-09,43.0
2017-04-16,66.0
2017-04-23,62.0
2017-04-30,35.0
2017-05-07,43.0
2017-05-14,42.0
2017-05-21,40.0
2017-05-28,40.0
2017-06-04,60.0
2017-06-11,58.0
2017-06-18,53.0
2017-06-25,80.0
2017-07-02,55.0
2017-07-09,49.0
2017-07-16,48.0
2017-07-23,47.0
2017-07-30,32.0
2017-08-06,59.0
2017-08-13,40.0
2017-08-20,44.0
2017-08-27,41.0
2017-09-03,23.0
2017-09-10,35.0
2017-09-17,33.0
2017-09-24,44.0
2017-10-01,57.0
2017-10-08,15.0
2017-10-15,25.0
2017-10-22,44.0
2017-10-29,49.0
2017-11-12,50.0
2017-11-19,20.0
2017-11-26,28.0
2017-12-03,67.0
2017-12-10,86.0
2017-12-17,40.0
2017-12-24,43.0
2017-12-31,52.0
2018-01-07,37.0
2018-01-14,53.0
2018-01-21,35.0
2018-01-28,49.0
2018-02-04,50.0
2018-02-11,20.0
2018-02-18,18.0
2018-02-25,27.0
2018-03-04,36.0
2018-03-11,15.0
2018-03-18,42.0
2018-03-25,37.0
2018-04-01,30.0
2018-04-08,51.0
2018-04-15,38.0
2018-04-22,62.0
2018-04-29,13.0
2018-05-06,15.0
2018-05-13,24.0
2018-05-20,49.0
2018-05-27,26.0
2018-06-03,19.0
2018-06-10,23.0
2018-06-17,46.0
2018-06-24,34.0
2018-07-01,56.0
2018-07-08,57.0
2018-07-15,37.0
2018-07-22,21.0
2018-07-29,58.0
2018-08-05,48.0
2018-08-12,64.0
2018-08-19,20.0
2018-08-26,36.0
2018-09-02,31.0
2018-09-09,21.0
2018-09-16,58.0
2018-09-23,27.0
2018-09-30,21.0
2018-10-07,54.0
2018-10-21,27.0
2018-10-28,36.0
2018-11-04,27.0
2018-11-11,23.0
2018-11-25,37.0
2018-12-02,30.0
2018-12-09,26.0
2018-12-16,19.0
2018-12-23,86.0
2018-12-30,25.0
2019-01-06,21.0
