,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,44.0
2017-01-08,63.0
2017-01-15,46.0
2017-01-22,59.0
2017-01-29,40.0
2017-02-05,44.0
2017-02-12,42.0
2017-02-19,58.0
2017-02-26,65.0
2017-03-05,49.0
2017-03-12,46.0
2017-03-19,52.0
2017-03-26,38.0
2017-04-02,43.0
2017-04-09,33.0
2017-04-16,86.0
2017-04-23,24.0
2017-04-30,47.0
2017-05-07,26.0
2017-05-14,33.0
2017-05-21,45.0
2017-06-04,45.0
2017-06-11,51.0
2017-06-18,56.0
2017-06-25,80.0
2017-07-02,67.0
2017-07-09,100.0
2017-07-16,46.0
2017-07-23,22.0
2017-07-30,73.0
2017-08-06,26.0
2017-08-13,19.0
2017-08-20,12.0
2017-08-27,30.0
2017-09-03,11.0
2017-09-10,52.0
2017-09-17,29.0
2017-09-24,56.0
2017-10-01,38.0
2017-10-08,26.0
2017-10-15,43.0
2017-10-22,24.0
2017-10-29,43.0
2017-11-05,36.0
2017-11-12,66.0
2017-11-19,32.0
2017-11-26,37.0
2017-12-03,46.0
2017-12-10,47.0
2017-12-17,31.0
2017-12-24,14.0
2017-12-31,64.0
2018-01-07,28.10965837365012
2018-01-14,39.07146161506307
2018-01-21,45.257513505887296
2018-01-28,35.25086053459209
2018-02-04,34.295710264474344
2018-02-18,20.01330594259041
2018-02-25,33.840559994356596
2018-03-04,35.25086053459209
2018-03-11,27.15450810353238
2018-03-18,34.295710264474344
2018-03-25,46.712663776005044
2018-04-01,11.916953511530696
2018-04-08,43.347212965651806
2018-04-15,37.16116107482758
2018-04-22,50.03326485647602
2018-04-29,19.058155672472665
2018-05-06,46.712663776005044
2018-05-13,46.212663776005044
2018-05-20,39.57146161506307
2018-05-27,38.11631134494533
2018-06-03,39.07146161506307
2018-06-10,20.968456212708155
2018-06-17,50.03326485647602
2018-06-24,33.340559994356596
2018-07-01,54.80901620706476
2018-07-08,52.39871566682926
2018-07-15,50.03326485647602
2018-07-22,54.80901620706476
2018-07-29,40.02661188518082
2018-08-05,26.19935783341463
2018-08-12,23.833907023061393
2018-08-19,19.058155672472665
2018-08-26,19.058155672472665
2018-09-02,33.840559994356596
2018-09-09,21.923606482825903
2018-09-16,77.1877729600084
2018-09-23,31.930259454121106
2018-09-30,34.295710264474344
2018-10-07,50.03326485647602
2018-10-21,31.930259454121106
2018-10-28,38.11631134494533
2018-11-04,30.975109184003358
2018-11-11,11.916953511530696
2018-11-18,20.01330594259041
2018-11-25,40.98176215529857
2018-12-02,17.147855132237172
2018-12-09,15.737554592001679
2018-12-16,32.885409724238855
2018-12-30,29.06480864376787
2019-01-06,42.89206269553406
2019-01-20,35.75086053459209
2019-01-27,44.30236323576955
2019-02-03,36.206010804709834
2019-02-10,30.019958913885617
2019-02-17,33.340559994356596
2019-02-24,55.7641664771825
2019-03-03,40.98176215529857
2019-03-17,49.07811458635828
2019-03-24,34.295710264474344
2019-03-31,32.885409724238855
2019-04-07,62.40536863812447
2019-04-14,30.975109184003358
2019-04-21,32.885409724238855
2019-04-28,58.12961728753574
2019-05-05,54.80901620706476
2019-05-12,23.833907023061393
2019-05-19,75.7774724197729
2019-05-26,30.975109184003358
2019-06-02,21.923606482825903
2019-06-09,35.25086053459209
2019-06-16,13.82725405176619
2019-06-30,39.07146161506307
2019-07-07,37.16116107482758
2019-07-14,30.019958913885617
2019-07-21,22.878756752943648
2019-07-28,65.27081944847771
2019-08-04,43.847212965651806
2019-08-11,33.340559994356596
2019-08-18,25.744207563296886
2019-08-25,27.15450810353238
2019-09-01,52.89871566682926
2019-09-08,30.975109184003358
2019-09-15,28.10965837365012
2019-09-22,43.847212965651806
2019-09-29,33.340559994356596
2019-10-06,49.57811458635828
2019-10-13,42.89206269553406
2019-10-20,60.995068097888975
2019-10-27,78.14292323012614
2019-11-03,28.10965837365012
2019-11-10,13.82725405176619
2019-11-17,39.07146161506307
2019-11-24,44.80236323576955
2019-12-01,41.93691242541631
2019-12-08,31.430259454121106
2019-12-15,26.19935783341463
2019-12-22,45.757513505887296
2019-12-29,35.75086053459209
2020-01-05,18.103005402354917
2020-01-12,18.603005402354917
2020-01-19,27.15450810353238
2020-01-26,17.147855132237172
2020-02-02,50.03326485647602
2020-02-09,26.69935783341463
2020-02-16,47.167814046122785
2020-02-23,75.2774724197729
2020-03-01,36.706010804709834
2020-03-08,22.878756752943648
2020-03-15,26.19935783341463
2020-03-22,21.423606482825903
2020-03-29,20.968456212708155
2020-04-05,34.795710264474344
2020-04-12,37.16116107482758
2020-04-19,41.93691242541631
2020-04-26,31.930259454121106
2020-05-03,14.282404321883934
2020-05-10,28.60965837365012
2020-05-17,70.04657079906644
2020-05-24,43.847212965651806
2020-05-31,83.37382485083262
2020-06-07,49.07811458635828
2020-06-14,33.340559994356596
2020-06-21,20.968456212708155
2020-06-28,91.01502701177459
2020-07-05,23.833907023061393
2020-07-12,29.06480864376787
2020-07-19,16.192704862119427
2020-07-26,18.603005402354917
2020-08-02,45.257513505887296
2020-08-09,14.782404321883934
2020-08-16,31.430259454121106
2020-08-23,30.019958913885617
2020-08-30,38.11631134494533
2020-09-13,86.23927566118586
2020-09-20,43.847212965651806
2020-09-27,30.975109184003358
2020-10-11,20.968456212708155
2020-10-18,32.885409724238855
2020-10-25,37.16116107482758
2020-11-01,20.01330594259041
2020-11-08,23.833907023061393
2020-11-15,41.43691242541631
2020-11-29,46.712663776005044
2020-12-06,33.840559994356596
2020-12-13,31.930259454121106
2020-12-20,62.90536863812447
2020-12-27,40.98176215529857
2021-01-03,48.122964316240534
2021-01-10,32.885409724238855
2021-01-17,52.89871566682926
2021-01-24,51.44356539671152
2021-02-07,58.12961728753574
2021-02-14,30.019958913885617
2021-02-21,40.02661188518082
2021-02-28,40.98176215529857
2021-03-07,31.430259454121106
2021-03-14,39.07146161506307
2021-03-21,36.706010804709834
2021-03-28,32.885409724238855
2021-04-04,37.66116107482758
2021-04-11,43.847212965651806
2021-04-18,35.75086053459209
2021-04-25,69.09142052894869
2021-05-02,20.968456212708155
2021-05-09,27.15450810353238
2021-05-16,34.795710264474344
2021-05-23,67.18111998871319
2021-05-30,76.23262268989066
2021-06-06,54.30901620706476
2021-06-13,37.16116107482758
2021-06-20,45.757513505887296
2021-06-27,24.28905729317914
2021-07-04,33.840559994356596
2021-07-11,56.71931674730024
2021-07-18,20.01330594259041
2021-07-25,63.36051890824221
2021-08-01,75.2774724197729
2021-08-08,72.41202160941967
2021-08-15,45.757513505887296
2021-08-22,54.80901620706476
2021-08-29,33.840559994356596
2021-09-05,48.122964316240534
2021-09-12,56.21931674730024
2021-09-19,20.968456212708155
2021-09-26,17.647855132237172
2021-10-03,25.244207563296886
2021-10-10,48.122964316240534
2021-10-17,20.968456212708155
2021-10-24,13.82725405176619
2021-11-07,36.706010804709834
2021-11-14,62.90536863812447
2021-11-21,13.82725405176619
2021-11-28,79.09807350024388
2021-12-05,31.930259454121106
2021-12-12,36.706010804709834
2021-12-19,44.30236323576955
2021-12-26,44.80236323576955
2022-01-02,35.50172106918418
2022-01-09,41.87382485083262
2022-01-16,62.810737276248936
2022-01-23,50.06652971295205
2022-01-30,65.5416388969554
2022-02-06,71.91374267860385
2022-02-13,45.51502701177459
2022-02-20,46.42532755201008
2022-02-27,66.4519394371909
2022-03-06,63.721037816484426
2022-03-13,66.4519394371909
2022-03-20,33.6811199887132
2022-03-27,64.63133835671992
2022-04-03,29.129617287535737
2022-04-10,27.309016207064754
2022-04-17,49.15622917271656
2022-04-24,10.923606482825901
2022-05-01,47.33562809224557
2022-05-08,31.860518908242213
2022-05-15,52.79743133365852
2022-05-22,51.88713079342303
2022-05-29,50.06652971295205
2022-06-05,40.96352431059713
2022-06-12,75.55494483954581
2022-06-19,20.93691242541631
2022-06-26,35.50172106918418
2022-07-03,58.259234575071474
2022-07-10,41.87382485083262
2022-07-17,60.07983565554246
2022-07-24,22.757513505887296
2022-07-31,35.50172106918418
2022-08-07,61.90043673601344
2022-08-14,53.70773187389401
2022-08-21,65.5416388969554
2022-08-28,43.694425931303606
2022-09-04,70.09314159813287
2022-09-11,81.92704862119426
2022-09-18,24.57811458635828
2022-09-25,58.259234575071474
2022-10-02,53.70773187389401
2022-10-09,36.41202160941967
2022-10-16,47.33562809224557
2022-10-23,43.694425931303606
2022-11-06,19.116311344945327
2022-11-13,69.18284105789738
2022-11-27,58.259234575071474
2022-12-04,27.309016207064754
2022-12-11,50.06652971295205
2022-12-18,43.694425931303606
2022-12-25,48.24592863248107
