,MVT_GT_San Diego CA
2017-01-01,45.0
2017-01-08,50.0
2017-02-05,59.0
2017-03-12,37.0
2017-03-19,26.0
2017-03-26,21.0
2017-04-02,54.0
2017-04-23,32.0
2017-04-30,26.0
2017-05-07,39.0
2017-05-14,24.0
2017-05-21,38.0
2017-07-02,28.0
2017-07-09,26.0
2017-07-16,21.0
2017-07-23,68.0
2017-07-30,62.0
2017-08-06,20.0
2017-09-24,44.0
2017-10-01,20.0
2017-10-15,33.0
2017-10-22,21.0
2017-10-29,100.0
2017-11-12,31.0
2017-12-03,16.0
2017-12-24,55.0
2018-01-21,72.72376994796693
2018-01-28,18.949679116860935
2018-03-04,52.24910865794705
2018-03-11,47.124197792152344
2018-03-18,17.924696943701996
2018-03-25,30.224483021609288
2018-04-08,44.04925127267552
2018-04-22,41.99928692635764
2018-05-13,40.974304753198695
2018-06-03,41.99928692635764
2018-06-10,16.899714770543056
2018-06-24,25.09957215581458
2018-07-01,77.84868081376163
2018-07-08,45.07423344583446
2018-07-15,46.0992156189934
2018-07-22,18.949679116860935
2018-07-29,54.799073004264926
2018-08-05,44.04925127267552
2018-08-19,16.899714770543056
2018-09-02,40.974304753198695
2018-09-09,31.749465194768227
2018-09-16,16.899714770543056
2018-09-30,35.84939388740399
2018-10-14,27.149536502132463
2018-11-11,24.07458998265564
2018-11-25,28.174518675291402
2018-12-02,26.124554328973524
2018-12-09,40.974304753198695
2018-12-30,27.649536502132463
2019-01-06,29.699500848450345
2019-01-20,90.14846689166892
2019-02-10,48.14917996531128
2019-02-17,31.749465194768227
2019-02-24,34.824411714245045
2019-03-10,41.99928692635764
2019-03-17,40.974304753198695
2019-03-24,36.87437606056293
2019-04-21,47.124197792152344
2019-05-05,32.274447367927166
2019-05-12,24.07458998265564
2019-05-26,22.02462563633776
2019-06-02,16.399714770543056
2019-06-16,46.0992156189934
2019-06-23,58.39900169690069
2019-06-30,48.64917996531128
2019-07-14,29.699500848450345
2019-07-21,41.99928692635764
2019-07-28,34.324411714245045
2019-08-11,99.87330645009939
2019-08-18,27.149536502132463
2019-08-25,19.974661290019878
2019-09-01,27.149536502132463
2019-09-08,28.674518675291402
2019-09-29,26.624554328973524
2019-10-20,20.99964346317882
2019-10-27,29.699500848450345
2019-11-03,39.949322580039755
2019-11-10,28.174518675291402
2019-11-17,34.324411714245045
2019-12-01,45.57423344583446
2019-12-15,97.8233421037815
2019-12-22,25.09957215581458
2020-01-05,24.07458998265564
2020-01-12,41.99928692635764
2020-01-26,25.09957215581458
2020-02-16,27.649536502132463
2020-03-01,19.974661290019878
2020-03-08,24.07458998265564
2020-03-15,30.724483021609288
2020-03-29,41.99928692635764
2020-04-05,40.974304753198695
2020-04-12,48.14917996531128
2020-05-03,27.149536502132463
2020-06-07,29.699500848450345
2020-06-21,28.674518675291402
2020-06-28,30.224483021609288
2020-07-05,56.349037350582805
2020-07-12,30.224483021609288
2020-07-19,30.224483021609288
2020-08-16,20.99964346317882
2020-09-06,22.02462563633776
2020-09-13,22.02462563633776
2020-09-20,37.89935823372187
2020-10-11,23.0496078094967
2020-10-18,39.949322580039755
2020-10-25,25.09957215581458
2020-11-01,24.07458998265564
2020-11-08,58.39900169690069
2020-11-22,22.02462563633776
2020-12-13,30.224483021609288
2020-12-27,30.724483021609288
2021-01-10,19.974661290019878
2021-01-17,26.124554328973524
2021-02-28,80.92362733323844
2021-03-07,57.87401952374175
2021-03-21,23.0496078094967
2021-03-28,29.199500848450345
2021-04-04,18.949679116860935
2021-04-18,24.07458998265564
2021-05-16,19.974661290019878
2021-05-23,33.79942954108611
2021-07-11,98.84832427694045
2021-07-18,47.124197792152344
2021-07-25,23.0496078094967
2021-08-08,25.09957215581458
2021-08-15,24.07458998265564
2021-08-22,30.224483021609288
2021-09-05,31.249465194768227
2021-09-19,19.974661290019878
2021-09-26,32.274447367927166
2021-10-03,35.84939388740399
2021-10-10,58.89900169690069
2021-10-17,18.949679116860935
2021-10-24,36.87437606056293
2021-11-07,23.0496078094967
2021-11-21,32.774447367927166
2021-12-05,18.949679116860935
2021-12-12,48.64917996531128
2021-12-19,40.974304753198695
2022-01-09,104.99643463178818
2022-01-16,92.3968624759736
2022-01-23,32.54889473585434
2022-02-13,43.04853819903315
2022-03-06,37.79871646744375
2022-03-13,66.14775381802656
2022-03-27,32.54889473585434
2022-04-03,19.949322580039755
2022-04-10,18.899358233721873
2022-04-24,51.44825296957621
2022-05-01,19.949322580039755
2022-05-08,45.14846689166892
2022-05-15,34.6488234284901
2022-05-22,88.19700509070208
2022-05-29,23.0992156189934
2022-06-05,45.14846689166892
2022-06-19,86.0970763980663
2022-07-17,61.94789643275503
2022-07-24,24.149179965311284
2022-07-31,43.04853819903315
2022-08-14,25.199144311629162
2022-08-28,17.84939388740399
2022-09-04,32.54889473585434
2022-09-25,40.94860950639739
2022-10-02,38.848680813761625
2022-10-09,25.199144311629162
2022-10-16,28.349037350582808
2022-10-30,71.39757554961596
2022-11-06,47.24839558430468
2022-11-27,15.749465194768227
2022-12-11,49.348324276940446
2022-12-25,47.24839558430468
