,MVT_GT_Detroit MI
2017-01-01,61.0
2017-01-08,22.0
2017-01-15,28.0
2017-01-22,48.0
2017-01-29,43.0
2017-02-05,19.0
2017-02-12,16.0
2017-02-19,34.0
2017-03-05,25.0
2017-03-26,34.0
2017-04-02,54.0
2017-04-09,37.0
2017-04-16,13.0
2017-04-30,26.0
2017-05-14,100.0
2017-05-28,32.0
2017-06-04,24.0
2017-06-11,23.0
2017-06-25,28.0
2017-07-02,36.0
2017-07-09,77.0
2017-07-16,26.0
2017-07-30,31.0
2017-08-06,25.0
2017-08-13,50.0
2017-08-27,42.0
2017-09-10,14.0
2017-10-08,26.0
2017-11-05,23.0
2017-11-19,14.0
2017-11-26,33.0
2017-12-10,17.0
2017-12-31,17.0
2018-01-07,40.963497012657896
2018-01-14,14.27591004894503
2018-01-21,28.097075719830997
2018-02-11,34.78028636624445
2018-02-25,14.77591004894503
2018-03-11,17.640143183122223
2018-04-15,17.140143183122223
2018-05-06,17.140143183122223
2018-06-03,16.18539880506316
2018-06-10,20.004376317299418
2018-07-22,23.323353829535677
2018-07-29,23.823353829535677
2018-08-05,24.278098207594738
2018-08-12,19.049631939240353
2018-08-19,20.004376317299418
2018-09-02,17.140143183122223
2018-09-09,52.875173927425735
2018-10-07,31.916053232067256
2018-11-25,14.77591004894503
2018-12-16,15.730654427004096
2018-12-30,36.189775122362576
2019-01-06,19.049631939240353
2019-01-13,56.194151439661994
2019-01-27,17.140143183122223
2019-02-10,27.142331341771932
2019-03-03,45.73721890295322
2019-03-10,46.691963281012285
2019-03-17,33.325541988185385
2019-05-05,27.642331341771932
2019-05-12,35.235030744303515
2019-05-19,20.004376317299418
2019-05-26,16.68539880506316
2019-06-02,16.18539880506316
2019-06-23,28.097075719830997
2019-06-30,37.64451950042164
2019-07-21,28.097075719830997
2019-07-28,21.913865073417547
2019-08-04,51.92042954936667
2019-08-11,80.97224964725673
2019-08-18,20.959120695358482
2019-09-01,45.23721890295322
2019-09-08,40.963497012657896
2019-09-15,42.87298576877603
2019-09-22,48.101452037130414
2019-09-29,19.049631939240353
2019-10-06,30.96130885400819
2019-10-20,30.006564475949126
2019-11-03,64.78685084219357
2019-11-17,22.36860945147661
2019-12-08,12.866421292826903
2019-12-29,45.73721890295322
2020-01-05,44.782474524894155
2020-01-12,54.284662683543864
2020-02-02,19.549631939240353
2020-02-09,28.097075719830997
2020-03-01,20.959120695358482
2020-03-15,25.732842585653806
2020-03-22,30.006564475949126
2020-03-29,23.323353829535677
2020-04-05,12.366421292826903
2020-05-10,16.18539880506316
2020-05-24,18.094887561181288
2020-05-31,40.008752634598835
2020-06-07,26.187586963712867
2020-06-14,17.140143183122223
2020-06-28,37.14451950042164
2020-07-05,18.094887561181288
2020-07-26,15.730654427004096
2020-08-09,20.004376317299418
2020-08-16,38.099263878480706
2020-08-23,21.913865073417547
2020-09-20,17.640143183122223
2020-10-04,40.008752634598835
2020-10-11,16.18539880506316
2020-10-25,17.640143183122223
2020-11-01,29.05182009789006
2020-11-08,13.821165670885966
2020-11-22,14.77591004894503
2020-11-29,25.732842585653806
2020-12-06,20.959120695358482
2020-12-27,19.049631939240353
2021-01-03,14.27591004894503
2021-01-17,20.004376317299418
2021-01-24,22.86860945147661
2021-02-07,22.86860945147661
2021-02-14,31.916053232067256
2021-02-28,44.282474524894155
2021-03-07,28.097075719830997
2021-03-28,20.004376317299418
2021-04-04,20.959120695358482
2021-04-11,22.86860945147661
2021-04-18,38.099263878480706
2021-05-02,41.918241390716965
2021-05-16,25.232842585653806
2021-05-30,19.049631939240353
2021-06-06,64.28685084219357
2021-06-13,14.77591004894503
2021-07-11,32.87079761012632
2021-07-18,19.049631939240353
2021-08-08,29.05182009789006
2021-08-22,23.323353829535677
2021-09-12,47.14670765907135
2021-09-19,19.049631939240353
2021-09-26,90.97443780590643
2021-10-03,23.823353829535677
2021-10-10,48.101452037130414
2021-10-17,50.010940793248544
2021-10-31,29.05182009789006
2021-11-14,18.094887561181288
2021-11-28,33.825541988185385
2021-12-05,30.006564475949126
2021-12-12,28.097075719830997
2021-12-19,20.004376317299418
2021-12-26,42.37298576877603
2022-01-09,20.008752634598835
2022-01-23,47.2934153181427
2022-01-30,24.55619641518948
2022-02-06,22.73721890295322
2022-02-20,29.103640195780123
2022-03-06,21.827730146835094
2022-03-13,31.832106464134508
2022-03-20,16.37079761012632
2022-03-27,42.74597153755206
2022-04-03,12.732842585653804
2022-04-10,46.38392656202457
2022-04-17,29.103640195780123
2022-05-01,26.375173927425738
2022-05-15,29.103640195780123
2022-05-29,40.9269940253158
2022-06-05,36.37955024472515
2022-06-12,34.56057273248889
2022-06-19,33.65108397637077
2022-06-26,21.827730146835094
2022-07-03,34.56057273248889
2022-07-10,17.280286366244447
2022-07-24,16.37079761012632
2022-07-31,39.10801651307954
2022-08-07,43.65546029367019
2022-08-14,36.37955024472515
2022-08-21,56.38830287932399
2022-08-28,67.30216795274154
2022-09-04,35.47006148860702
2022-09-11,45.47443780590644
2022-09-18,29.103640195780123
2022-09-25,23.64670765907135
2022-10-02,58.207280391560246
2022-10-09,43.65546029367019
2022-10-16,17.280286366244447
2022-11-06,12.732842585653804
2022-11-13,24.55619641518948
2022-11-27,17.280286366244447
2022-12-11,35.47006148860702
2022-12-18,28.194151439661994
