,MVT_GT_Columbus OH
2017-01-01,50.0
2017-01-15,28.0
2017-01-29,26.0
2017-02-26,67.0
2017-03-05,33.0
2017-03-19,31.0
2017-03-26,47.0
2017-04-16,23.0
2017-05-21,49.0
2017-06-11,27.0
2017-07-16,100.0
2017-08-27,49.0
2017-10-08,50.0
2017-10-29,27.0
2017-11-12,64.0
2017-12-24,86.0
2018-01-28,48.943845823870674
2018-02-25,62.704909562388096
2018-03-18,26.00204565099504
2018-04-29,70.3655641707065
2018-05-13,40.283191215552264
2018-05-20,68.8254005186269
2018-05-27,57.104500432189084
2018-06-17,67.3053186925871
2018-07-08,48.943845823870674
2018-07-15,29.062291129114442
2018-07-29,64.7450732144677
2018-08-12,65.7651550405075
2018-09-09,36.20286391139305
2018-11-04,26.00204565099504
2018-11-18,63.224991388427895
2018-11-25,22.941800172875634
2018-12-23,81.06638243110453
2019-01-06,27.022127477034843
2019-01-27,24.981963824955237
2019-02-17,42.82335486763186
2019-02-24,95.34752799566175
2019-03-31,46.903682171791075
2019-05-26,48.943845823870674
2019-06-23,66.78523686654731
2019-06-30,42.82335486763186
2019-07-21,34.16270025931345
2019-07-28,34.16270025931345
2019-08-25,69.8454823446667
2019-09-01,36.70286391139305
2019-09-08,29.062291129114442
2019-09-15,36.20286391139305
2019-09-22,31.602454781194048
2019-09-29,20.901636520796032
2019-10-20,24.981963824955237
2020-01-05,32.12253660723385
2020-02-09,51.50409130199008
2020-02-16,23.961881998915437
2020-02-23,27.022127477034843
2020-04-12,38.24302756347266
2020-04-19,28.042209303074642
2020-04-26,18.861472868716426
2020-05-17,58.124582258228884
2020-05-24,54.044254954069686
2020-06-14,56.084418606149285
2020-06-28,59.14466408426869
2020-07-05,38.24302756347266
2020-07-12,30.582372955154245
2020-07-19,22.941800172875634
2020-08-16,40.783191215552264
2020-08-23,37.22294573743285
2020-11-15,21.92171834683583
2020-11-22,23.961881998915437
2020-12-13,23.961881998915437
2021-01-03,54.044254954069686
2021-01-10,68.8254005186269
2021-01-31,22.941800172875634
2021-02-28,33.142618433273654
2021-03-14,38.24302756347266
2021-03-21,29.062291129114442
2021-04-25,84.12662790922393
2021-05-09,39.763109389512465
2021-05-16,22.941800172875634
2021-05-23,24.981963824955237
2021-06-13,38.74302756347266
2021-07-04,53.02417312802988
2021-07-11,70.8655641707065
2021-07-18,62.204909562388096
2021-07-25,60.16474591030849
2021-08-08,36.70286391139305
2021-08-15,23.961881998915437
2021-08-29,40.283191215552264
2021-09-19,93.30736434358215
2021-10-17,24.981963824955237
2021-10-24,58.124582258228884
2021-11-07,45.88360034575127
2021-11-28,30.082372955154245
2021-12-12,37.22294573743285
2021-12-19,27.022127477034843
2022-01-02,50.968018951900554
2022-01-09,32.245073214467695
2022-01-16,38.48605512694532
2022-01-23,79.05243755804985
2022-01-30,23.92376399783087
2022-02-06,63.44998277685579
2022-02-13,52.00818260398016
2022-02-20,27.044254954069682
2022-03-06,72.81145564557222
2022-03-20,24.963927649910474
2022-03-27,47.84752799566174
2022-04-03,78.01227390597023
2022-04-10,57.209000864378176
2022-04-24,36.40572782278611
2022-05-01,41.60654608318413
2022-05-08,17.682782085353253
2022-05-15,18.722945737432855
2022-06-12,37.44589147486571
2022-06-19,74.89178294973142
2022-06-26,40.56638243110452
2022-07-17,24.963927649910474
2022-07-24,92.57456503508467
2022-07-31,75.93194660181103
2022-08-14,26.00409130199008
2022-08-21,34.32540051862691
2022-09-11,39.52621877902492
2022-09-25,22.88360034575127
2022-10-02,18.722945737432855
2022-10-16,43.68687338734333
2022-10-23,21.843436693671666
2022-11-20,21.843436693671666
2022-12-18,104.01636520796032
2022-12-25,27.044254954069682
