,MVT_GT_Seattle-Tacoma WA
2017-01-01,41.0
2017-01-08,26.0
2017-01-15,33.0
2017-01-22,15.0
2017-01-29,17.0
2017-02-05,47.0
2017-02-12,31.0
2017-02-26,29.0
2017-03-12,69.0
2017-03-19,24.0
2017-03-26,29.0
2017-04-02,48.0
2017-04-09,46.0
2017-04-23,53.0
2017-04-30,32.0
2017-05-07,30.0
2017-05-14,45.0
2017-06-04,15.0
2017-06-18,40.0
2017-06-25,32.0
2017-07-02,44.0
2017-07-09,80.0
2017-07-16,60.0
2017-08-06,17.0
2017-08-13,49.0
2017-08-20,22.0
2017-08-27,37.0
2017-09-03,28.0
2017-09-10,64.0
2017-09-17,17.0
2017-09-24,51.0
2017-10-08,31.0
2017-10-15,35.0
2017-10-22,18.0
2017-10-29,63.0
2017-11-12,49.0
2017-11-19,27.0
2017-11-26,49.0
2017-12-03,43.0
2017-12-10,26.0
2017-12-17,28.0
2017-12-24,21.0
2017-12-31,52.0
2018-01-07,27.81876655786189
2018-01-14,41.22814983679284
2018-01-21,23.192802472036984
2018-02-11,24.72429349349321
2018-02-18,14.940874300387172
2018-02-25,41.72814983679284
2018-03-11,55.63753311572378
2018-03-18,24.22429349349321
2018-03-25,42.75964085824906
2018-04-01,42.25964085824906
2018-04-08,56.66902413718
2018-04-15,51.01156902989887
2018-04-29,14.940874300387172
2018-05-06,30.41323962223057
2018-05-13,37.10218575096793
2018-05-27,30.41323962223057
2018-06-03,20.098329407668302
2018-06-10,35.039203708055474
2018-06-17,62.85797026591736
2018-06-24,45.35411392261774
2018-07-08,34.00771268659925
2018-07-22,29.881748600774344
2018-07-29,15.972365321843398
2018-08-05,25.755784514949436
2018-08-19,31.944730643686796
2018-09-02,87.08226375941058
2018-09-09,36.0706947295117
2018-09-16,14.940874300387172
2018-09-23,32.97622166514302
2018-10-07,39.165167793880386
2018-10-14,69.04691639465472
2018-10-21,57.200515158636236
2018-10-28,20.598329407668302
2018-11-11,23.192802472036984
2018-11-18,22.661311450580754
2018-12-02,27.31876655786189
2018-12-09,99.96015601688529
2018-12-30,57.200515158636236
2019-01-06,15.972365321843398
2019-01-13,49.980078008442646
2019-01-20,38.13367677242415
2019-01-27,17.003856343299624
2019-02-03,18.03534736475585
2019-02-10,21.12982042912453
2019-02-17,70.07840741611095
2019-03-03,21.12982042912453
2019-03-17,35.539203708055474
2019-04-07,43.79113187970529
2019-04-14,77.79884456630454
2019-04-21,35.039203708055474
2019-04-28,88.1137547808668
2019-05-12,21.12982042912453
2019-05-19,24.22429349349321
2019-06-02,24.22429349349321
2019-06-09,13.909383278930944
2019-06-16,32.97622166514302
2019-06-23,37.10218575096793
2019-06-30,25.755784514949436
2019-07-07,29.881748600774344
2019-07-14,29.381748600774344
2019-07-21,34.50771268659925
2019-08-04,43.79113187970529
2019-08-11,55.13753311572378
2019-08-18,42.75964085824906
2019-08-25,43.29113187970529
2019-09-01,47.917095965530194
2019-09-15,22.161311450580754
2019-09-22,24.72429349349321
2019-09-29,24.72429349349321
2019-10-06,39.665167793880386
2019-10-13,26.287275536405662
2019-10-20,41.22814983679284
2019-10-27,15.972365321843398
2019-11-03,31.444730643686796
2019-11-10,68.0154253731985
2019-11-17,13.409383278930944
2019-11-24,48.94858698698642
2019-12-01,27.81876655786189
2019-12-15,30.91323962223057
2019-12-22,47.917095965530194
2020-01-05,36.5706947295117
2020-01-12,39.165167793880386
2020-01-26,30.91323962223057
2020-02-09,36.0706947295117
2020-02-16,20.098329407668302
2020-02-23,12.877892257474718
2020-03-01,23.192802472036984
2020-03-08,12.877892257474718
2020-04-05,22.661311450580754
2020-04-12,24.22429349349321
2020-04-19,39.165167793880386
2020-04-26,40.196658815336605
2020-05-03,25.755784514949436
2020-05-10,21.12982042912453
2020-05-17,24.22429349349321
2020-05-24,77.79884456630454
2020-05-31,20.098329407668302
2020-06-14,26.787275536405662
2020-06-21,53.074551072811325
2020-06-28,43.29113187970529
2020-07-05,24.22429349349321
2020-07-12,46.38560494407397
2020-07-19,39.165167793880386
2020-07-26,40.196658815336605
2020-08-02,42.75964085824906
2020-08-09,23.192802472036984
2020-08-16,61.82647924446114
2020-08-23,29.881748600774344
2020-09-06,46.88560494407397
2020-09-20,15.472365321843398
2020-10-04,26.787275536405662
2020-10-11,86.05077273795435
2020-10-25,35.039203708055474
2020-11-01,32.97622166514302
2020-11-15,37.60218575096793
2020-11-29,13.909383278930944
2020-12-06,45.35411392261774
2020-12-13,23.192802472036984
2020-12-20,28.850257579318118
2021-01-03,40.196658815336605
2021-01-17,23.692802472036984
2021-01-24,74.70437150193585
2021-01-31,36.0706947295117
2021-02-07,61.82647924446114
2021-02-14,73.17288048047962
2021-02-21,38.63367677242415
2021-03-07,44.82262290116151
2021-03-21,13.909383278930944
2021-03-28,47.917095965530194
2021-04-04,25.255784514949436
2021-04-18,20.098329407668302
2021-05-02,63.88946128737359
2021-05-09,15.972365321843398
2021-05-23,80.89331763067321
2021-06-06,18.53534736475585
2021-06-20,43.79113187970529
2021-06-27,32.47622166514302
2021-07-04,24.72429349349321
2021-07-25,25.755784514949436
2021-08-01,26.287275536405662
2021-08-08,58.232006180092455
2021-08-15,44.82262290116151
2021-08-29,75.23586252339209
2021-09-05,27.31876655786189
2021-09-12,77.29884456630454
2021-09-19,18.53534736475585
2021-10-03,38.13367677242415
2021-10-10,58.232006180092455
2021-10-17,49.980078008442646
2021-10-24,45.35411392261774
2021-10-31,30.41323962223057
2021-11-07,30.91323962223057
2021-11-14,58.732006180092455
2021-11-21,71.60989843756718
