,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,40.0
2017-01-08,55.0
2017-01-15,29.0
2017-01-22,49.0
2017-01-29,35.0
2017-02-05,25.0
2017-02-12,28.0
2017-02-26,39.0
2017-03-05,65.0
2017-03-12,42.0
2017-03-19,17.0
2017-03-26,46.0
2017-04-02,51.0
2017-04-09,24.0
2017-04-23,39.0
2017-04-30,71.0
2017-05-07,92.0
2017-05-14,47.0
2017-05-21,41.0
2017-05-28,66.0
2017-06-11,47.0
2017-06-18,39.0
2017-06-25,44.0
2017-07-02,36.0
2017-07-09,20.0
2017-07-16,48.0
2017-07-23,25.0
2017-07-30,58.0
2017-08-06,33.0
2017-08-13,31.0
2017-08-20,30.0
2017-08-27,39.0
2017-09-03,34.0
2017-09-10,47.0
2017-09-17,41.0
2017-09-24,71.0
2017-10-01,55.0
2017-10-15,56.0
2017-10-29,27.0
2017-11-12,39.0
2017-11-19,66.0
2017-12-03,70.0
2017-12-10,86.0
2017-12-24,47.0
2017-12-31,98.0
2018-01-07,37.11075379579292
2018-01-14,22.452771566641793
2018-01-21,84.73209515199162
2018-01-28,58.84772713951959
2018-02-04,61.279323585349815
2018-02-11,28.31596445830224
2018-02-18,18.30537689789646
2018-02-25,17.089578674981347
2018-03-04,22.952771566641793
2018-03-18,40.04235024162314
2018-03-25,14.65798222915112
2018-04-08,28.31596445830224
2018-04-22,28.81596445830224
2018-04-29,20.52117512081157
2018-05-06,50.55293780202892
2018-05-13,38.82655201870803
2018-05-20,37.11075379579292
2018-05-27,40.04235024162314
2018-06-10,24.668569789556905
2018-06-24,57.63192891660448
2018-07-01,48.33713957911381
2018-07-08,32.96335912704758
2018-07-15,51.76873602494403
2018-07-22,72.50570936867072
2018-08-05,17.089578674981347
2018-08-19,85.94789337490673
2018-08-26,27.100166235387128
2018-09-02,52.984534247859145
2018-09-09,27.100166235387128
2018-09-23,37.11075379579292
2018-09-30,41.75814846453825
2018-10-07,25.884368012472017
2018-10-14,31.247560904132467
2018-10-21,37.11075379579292
2018-10-28,81.30049870616139
2018-11-04,48.83713957911381
2018-11-11,31.747560904132467
2018-11-18,15.873780452066233
2018-11-25,45.90554313328359
2018-12-02,30.03176268121735
2018-12-23,55.91613069368937
2018-12-30,88.37948982073695
2019-01-06,88.87948982073695
2019-01-20,62.99512180826493
2019-01-27,31.747560904132467
2019-02-03,52.484534247859145
2019-02-10,47.1213413561987
2019-02-17,32.46335912704758
2019-02-24,35.894955572877805
2019-03-10,31.247560904132467
2019-03-17,64.21092003118005
2019-03-24,49.55293780202892
2019-03-31,27.100166235387128
2019-04-07,27.100166235387128
2019-04-14,49.55293780202892
2019-04-21,30.03176268121735
2019-04-28,41.25814846453825
2019-05-05,41.75814846453825
2019-05-12,58.84772713951959
2019-05-19,38.32655201870803
2019-06-09,45.90554313328359
2019-06-16,27.600166235387128
2019-06-23,27.100166235387128
2019-06-30,32.96335912704758
2019-07-07,58.84772713951959
2019-07-14,60.5635253624347
2019-07-28,34.17915734996269
2019-08-04,48.33713957911381
2019-08-11,74.22150759158583
2019-08-18,45.40554313328359
2019-08-25,41.75814846453825
2019-09-01,48.83713957911381
2019-09-08,37.11075379579292
2019-09-15,30.03176268121735
2019-09-22,20.02117512081157
2019-09-29,24.168569789556905
2019-10-06,25.384368012472017
2019-10-13,15.873780452066233
2019-10-20,30.03176268121735
2019-10-27,27.600166235387128
2019-11-03,17.089578674981347
2019-11-10,25.884368012472017
2019-11-17,37.61075379579292
2019-11-24,21.23697334372668
2019-12-01,77.65310403741606
2019-12-08,22.452771566641793
2019-12-15,38.32655201870803
2019-12-29,40.04235024162314
2020-01-05,35.894955572877805
2020-01-12,15.873780452066233
2020-01-19,17.089578674981347
2020-01-26,40.04235024162314
2020-02-09,38.32655201870803
2020-02-16,43.47394668745336
2020-02-23,30.03176268121735
2020-03-01,27.600166235387128
2020-03-29,24.168569789556905
2020-04-05,15.873780452066233
2020-04-12,42.97394668745336
2020-04-19,51.76873602494403
2020-04-26,24.168569789556905
2020-05-03,41.75814846453825
2020-05-10,31.247560904132467
2020-05-17,52.984534247859145
2020-05-24,60.0635253624347
2020-05-31,17.589578674981347
2020-06-07,24.168569789556905
2020-06-14,34.67915734996269
2020-06-21,22.952771566641793
2020-06-28,28.31596445830224
2020-07-05,12.942184006236008
2020-07-12,24.168569789556905
2020-07-19,45.90554313328359
2020-08-02,30.03176268121735
2020-08-09,40.04235024162314
2020-08-16,24.168569789556905
2020-08-23,20.52117512081157
2020-08-30,65.42671825409516
2020-09-06,60.0635253624347
2020-09-13,30.03176268121735
2020-09-20,51.76873602494403
2020-09-27,17.089578674981347
2020-10-04,40.04235024162314
2020-10-11,20.02117512081157
2020-10-18,55.91613069368937
2020-10-25,51.76873602494403
2020-11-01,74.22150759158583
2020-11-08,38.32655201870803
2020-11-15,74.22150759158583
2020-11-22,54.700332470774256
2020-11-29,60.0635253624347
2020-12-06,24.668569789556905
2020-12-13,21.73697334372668
2020-12-20,32.96335912704758
2020-12-27,62.99512180826493
2021-01-03,87.66369159782184
2021-01-10,65.42671825409516
2021-01-17,50.55293780202892
2021-01-24,34.17915734996269
2021-01-31,37.11075379579292
2021-02-14,55.91613069368937
2021-02-21,40.54235024162314
2021-02-28,18.80537689789646
2021-03-14,35.394955572877805
2021-03-21,35.894955572877805
2021-03-28,64.71092003118005
2021-04-11,100.10587560405784
2021-04-18,39.54235024162314
2021-04-25,21.23697334372668
2021-05-16,28.31596445830224
2021-05-23,98.39007738114273
2021-05-30,27.100166235387128
2021-06-06,45.90554313328359
2021-06-13,60.5635253624347
2021-06-27,38.82655201870803
2021-07-18,42.97394668745336
2021-07-25,97.17427915822762
2021-08-01,47.1213413561987
2021-08-08,78.36890226033117
2021-08-15,50.55293780202892
2021-08-22,30.03176268121735
2021-08-29,21.23697334372668
2021-09-05,44.189744910368475
2021-09-12,28.81596445830224
2021-09-19,32.96335912704758
2021-09-26,37.11075379579292
2021-10-10,74.72150759158583
2021-10-17,68.35831469992539
2021-10-24,54.200332470774256
2021-10-31,71.28991114575561
2021-11-07,58.84772713951959
2021-11-14,38.82655201870803
2021-11-21,32.96335912704758
2021-11-28,87.66369159782184
2021-12-05,27.600166235387128
2021-12-12,42.97394668745336
2021-12-19,24.668569789556905
2021-12-26,61.779323585349815
2022-01-02,35.7899111457556
2022-01-09,70.14822584568098
2022-01-16,52.9690684957183
2022-01-23,93.05376897896457
2022-01-30,32.92671825409516
2022-02-06,48.67427915822762
2022-02-13,77.3062080748321
2022-02-20,47.2426827123974
2022-02-27,47.2426827123974
2022-03-06,42.94789337490673
2022-03-13,100.21175120811569
2022-03-20,52.9690684957183
2022-03-27,41.5162969290765
2022-04-03,45.81108626656717
2022-04-10,45.81108626656717
2022-04-17,68.71662939985076
2022-04-24,70.14822584568098
2022-05-01,24.33713957911381
2022-05-08,52.9690684957183
2022-05-15,52.9690684957183
2022-05-22,32.92671825409516
2022-06-05,34.35831469992538
2022-06-19,40.08470048324628
2022-06-26,44.37948982073695
2022-07-03,47.2426827123974
2022-07-10,74.44301518317165
2022-07-17,18.610753795792913
2022-07-24,55.83226138737874
2022-08-07,87.32738319564368
2022-08-14,67.28503295402054
2022-08-21,42.94789337490673
2022-08-28,47.2426827123974
2022-09-04,68.71662939985076
2022-09-11,143.1596445830224
2022-09-18,14.315964458302242
2022-09-25,25.768736024944033
2022-10-02,45.81108626656717
2022-10-23,35.7899111457556
2022-10-30,90.19057608730412
2022-11-06,58.69545427903919
2022-11-13,30.063525362434707
2022-11-20,20.04235024162314
2022-11-27,22.905543133283587
2022-12-04,61.558647170699636
2022-12-11,18.610753795792913
2022-12-18,34.35831469992538
2022-12-25,58.69545427903919
