,MVT_GT_Tucson AZ
2017-02-12,59.0
2017-02-26,46.0
2017-03-26,98.0
2017-04-02,45.0
2017-04-30,28.0
2017-05-07,27.0
2017-10-22,53.0
2017-10-29,39.0
2017-11-12,100.0
2018-01-21,23.05713353867276
2018-02-11,23.55713353867276
2018-02-18,56.63910774633367
2018-03-18,24.559617605571574
2018-04-08,56.13910774633367
2018-04-15,31.07700607386328
2018-05-13,24.059617605571574
2018-05-27,44.109298943547884
2018-06-10,35.08694234145854
2018-06-24,35.58694234145854
2018-07-08,44.609298943547884
2018-07-29,47.11675114424433
2018-08-05,43.10681487664907
2018-11-25,51.12668741183959
2018-12-09,75.18630501741117
2018-12-23,28.069553873166836
2019-01-20,22.054649471773942
2019-02-03,38.09439454215499
2019-03-03,33.08197420766091
2019-03-24,32.0794901407621
2019-04-21,22.054649471773942
2019-05-05,49.121719278041965
2019-05-12,29.07203794006565
2019-06-16,29.07203794006565
2019-06-23,29.07203794006565
2019-07-07,38.59439454215499
2019-08-04,26.064585739369203
2019-08-11,44.109298943547884
2019-09-22,35.08694234145854
2019-10-06,43.10681487664907
2019-11-17,31.07700607386328
2019-11-24,58.1440758801313
2019-12-29,54.13413961253604
2020-01-12,21.052165404875126
2020-02-23,20.54968133797631
2020-05-03,28.069553873166836
2020-05-10,36.089426408357355
2020-05-24,20.04968133797631
2020-06-07,27.06706980626802
2020-06-14,52.12917147873841
2020-06-21,47.11675114424433
2020-07-05,26.064585739369203
2020-07-12,40.09936267595262
2020-08-09,19.047197271077493
2020-09-06,60.14904401392893
2020-09-27,21.052165404875126
2020-11-08,23.05713353867276
2020-11-15,43.10681487664907
2020-11-22,24.059617605571574
2020-11-29,41.101846742851436
2021-01-10,23.55713353867276
2021-02-07,49.121719278041965
2021-02-21,39.0968786090538
2021-02-28,46.11426707734552
2021-04-25,30.074522006964465
2021-05-02,47.11675114424433
2021-05-09,30.074522006964465
2021-06-27,24.059617605571574
2021-07-04,34.58445827455973
2021-07-25,55.136623679434855
2021-08-01,36.089426408357355
2021-09-26,100.24840668988156
2021-10-17,41.601846742851436
2021-10-24,77.1912731512088
2021-11-28,45.1117830104467
2021-12-26,28.069553873166836
2022-01-02,100.49681337976311
2022-03-06,27.13413961253604
2022-03-20,46.228534154691026
2022-03-27,25.124203344940778
2022-04-17,19.09439454215499
2022-04-24,16.079490140762097
2022-05-22,19.09439454215499
2022-07-31,37.18382095051235
2022-08-21,37.18382095051235
2022-09-04,39.19375721810761
2022-10-30,21.10433080975025
