,MVT_GT_Omaha NE
2017-02-05,56.0
2017-02-12,31.0
2017-03-26,19.0
2017-05-28,33.0
2017-06-11,20.0
2017-09-10,29.0
2017-10-01,77.0
2017-11-26,18.0
2018-01-07,32.83112875831672
2018-02-11,96.88852965427179
2018-02-18,91.9691031715582
2018-03-04,20.282562551532756
2018-04-15,42.1699817237439
2018-05-20,91.9691031715582
2018-05-27,20.782562551532756
2018-06-03,25.201989034246346
2018-08-05,61.84768765459826
2018-08-12,66.26711413731185
2018-08-19,18.07284931017596
2018-09-09,31.22627213763833
2018-09-16,27.91170227560314
2018-09-30,44.8796949651007
2018-10-28,24.097132413567948
2018-11-25,27.41170227560314
2019-03-03,36.14569862035192
2019-03-24,36.14569862035192
2019-03-31,21.887419172211153
2019-04-07,31.22627213763833
2019-04-14,24.097132413567948
2019-07-14,61.84768765459826
2019-08-11,44.8796949651007
2019-09-08,29.016558896281534
2019-10-13,22.99227579288955
2019-10-20,39.96026848238711
2019-11-03,18.07284931017596
2019-11-24,32.33112875831672
2019-12-01,43.77483834442231
2019-12-22,29.016558896281534
2020-01-26,18.57284931017596
2020-02-02,41.06512510306551
2020-03-08,21.887419172211153
2020-05-24,31.72627213763833
2020-06-07,20.782562551532756
2020-07-12,32.83112875831672
2020-07-26,30.62141551695993
2020-08-02,27.91170227560314
2020-09-06,22.99227579288955
2020-09-13,37.25055524103031
2020-09-27,33.93598537899513
2020-10-18,19.67770593085436
2020-10-25,28.516558896281534
2020-12-06,49.79912144781429
2020-12-13,21.387419172211153
2021-01-10,100.20309951630698
2021-01-31,73.89625386138223
2021-02-14,22.99227579288955
2021-03-07,24.597132413567948
2021-03-28,19.17770593085436
2021-05-09,53.113691309849486
2021-07-04,32.33112875831672
2021-08-29,27.91170227560314
2021-09-12,48.194264827135896
2021-10-03,70.08168399934704
2021-10-10,25.201989034246346
2021-10-31,35.04084199967352
2021-11-28,19.67770593085436
2021-12-05,27.91170227560314
2022-02-13,25.403978068492687
2022-02-20,19.355411861708713
2022-02-27,75.00222096412126
2022-03-13,32.66225751663345
2022-03-20,16.935985378995124
2022-03-27,20.56512510306551
2022-04-24,41.13025020613102
2022-05-15,43.549676688844606
2022-06-12,59.27594882648293
2022-06-19,88.309066619046
2022-06-26,20.56512510306551
2022-07-24,64.11480179191011
2022-09-04,25.403978068492687
2022-09-18,120.97132413567945
2022-11-06,21.774838344422303
2022-11-13,21.774838344422303
2022-12-04,64.11480179191011
2022-12-11,25.403978068492687
2022-12-25,56.85652234376935
