,MVT_GT_Omaha NE
2017-01-01,36.0
2017-02-19,24.0
2017-04-30,45.0
2017-05-07,41.0
2017-07-30,38.0
2017-08-20,42.0
2017-09-10,19.0
2017-10-01,27.0
2017-10-22,24.0
2017-11-05,69.0
2017-12-24,21.0
2017-12-31,36.0
2018-01-21,37.0
2018-01-28,36.87637843119349
2018-02-04,19.715403737672354
2018-02-11,19.0
2018-02-25,23.03966556364715
2018-04-08,100.0
2018-05-06,38.0
2018-05-20,28.660974693521133
2018-06-03,26.0
2018-08-12,34.0
2018-09-02,32.5793311272943
2018-09-09,18.0
2018-09-16,28.0
2018-10-28,28.0
2018-12-09,74.0
2019-01-06,21.0
2019-03-10,27.0
2019-03-31,24.0
2019-04-14,26.03966556364715
2019-04-28,33.0
2019-05-05,52.56456764679024
2019-06-09,21.0
2019-07-07,42.0
2019-09-08,24.53966556364715
2019-10-27,33.0
2019-11-03,63.87637843119349
2019-11-24,35.0
2020-01-12,29.98523651949593
2020-04-19,33.0
2020-05-17,31.579331127294303
2020-05-24,30.80949834547073
2020-05-31,25.0
2020-06-21,28.0
2020-08-02,33.0
2020-08-30,24.0
2020-09-13,39.0
2020-09-20,23.86392738962195
2020-10-25,25.215403737672354
2020-11-08,28.0
2020-11-15,22.0
2021-01-10,39.48523651949593
2021-01-17,45.0
2021-01-24,45.0
2021-02-07,46.0
2021-02-28,24.0
2021-03-07,23.0
2021-04-04,35.86392738962195
2021-05-02,27.715403737672354
2021-07-18,21.0
2021-08-08,23.0
2021-08-15,36.0
2021-09-19,28.36392738962195
2021-09-26,23.0
2021-10-03,73.0
2021-10-17,75.0
2021-10-24,27.51245104157154
2021-10-31,29.0
2021-12-12,68.0
2018-01-07,32.97047303899186
2018-02-18,24.7278547792439
2018-04-29,54.40128051433658
2018-06-10,36.267520342891046
2018-08-19,21.43080747534471
2018-09-30,26.37637843119349
2018-10-21,31.32194938704227
2018-12-30,23.079331127294303
2019-02-17,52.75275686238698
2019-05-12,19.78228382339512
2019-05-19,29.67342573509268
2019-05-26,26.37637843119349
2019-06-23,36.267520342891046
2019-07-28,77.48061164163087
2019-09-15,26.37637843119349
2019-10-06,64.29242242603414
2019-10-20,34.61899669094146
2019-12-29,18.133760171445523
2020-02-02,18.133760171445523
2020-04-12,31.32194938704227
2020-04-26,31.32194938704227
2020-07-19,31.32194938704227
2020-07-26,67.58946972993331
2020-09-06,32.97047303899186
2020-10-11,46.158662254588606
2020-10-18,51.104233210437386
2020-11-29,28.024902083143083
2021-04-18,54.40128051433658
2021-04-25,39.56456764679024
2021-05-09,28.024902083143083
2021-05-16,19.78228382339512
2021-05-23,34.61899669094146
2021-06-06,24.7278547792439
2021-06-20,44.51013860263902
2021-07-11,24.7278547792439
2021-08-22,32.97047303899186
2021-09-05,82.42618259747965
2021-10-10,64.29242242603414
2021-11-28,135.17893945986663
2022-01-16,69.23799338188292
2022-01-23,46.158662254588606
2022-01-30,70.8865170338325
2022-02-06,164.8523651949593
2022-02-20,29.67342573509268
2022-02-27,32.97047303899186
2022-03-20,21.43080747534471
2022-03-27,47.8071859065382
2022-04-24,36.267520342891046
2022-05-08,52.75275686238698
2022-05-15,51.104233210437386
2022-06-05,37.91604399484064
2022-08-28,21.43080747534471
2022-09-11,26.37637843119349
2022-09-25,28.024902083143083
2022-10-23,26.37637843119349
2022-12-04,24.7278547792439
2022-12-11,26.37637843119349
2022-12-25,34.61899669094146
