,MVT_GT_Jacksonville FL
2017-01-29,18.0
2017-03-12,14.0
2017-06-04,11.0
2017-07-09,13.0
2017-07-23,11.0
2017-10-15,42.0
2017-10-22,17.0
2017-11-12,19.0
2017-12-10,29.0
2017-12-17,19.0
2017-12-31,22.0
2018-02-11,11.0
2018-02-18,20.0
2018-04-15,25.0
2018-05-20,26.0
2018-06-10,33.0
2018-07-01,15.0
2018-07-08,18.0
2018-08-26,12.0
2018-09-30,22.0
2018-10-21,12.0
2018-11-18,20.0
2018-12-16,28.0
2019-01-13,12.0
2019-01-27,12.0
2019-03-10,48.0
2019-03-31,15.0
2019-04-28,36.0
2019-06-09,12.0
2019-06-23,26.0
2019-07-07,18.0
2019-08-11,12.0
2019-08-18,34.0
2019-10-20,15.0
2019-11-10,38.0
2019-11-17,10.0
2019-12-15,14.0
2019-12-22,10.0
2019-12-29,21.0
2020-01-05,18.0
2020-01-12,9.0
2020-01-19,18.0
2020-01-26,13.0
2020-03-08,11.0
2020-04-12,14.0
2020-05-03,13.0
2020-06-28,51.0
2020-07-19,42.0
2020-08-09,14.0
2020-09-06,14.0
2020-10-18,14.0
2020-12-13,18.0
2020-12-20,12.0
2021-01-03,20.0
2021-01-17,9.0
2021-02-21,18.0
2021-03-07,10.0
2021-04-11,10.0
2021-04-18,14.0
2021-05-09,10.0
2021-06-27,19.0
2021-07-04,20.0
2021-07-18,100.0
2021-07-25,18.0
2021-08-15,31.0
2021-08-22,12.0
2021-09-19,12.0
2021-11-28,9.0
2021-12-05,25.0
2021-12-26,49.0
2022-01-16,12.0
2022-01-30,25.0
2022-02-06,9.0
2022-02-13,17.0
2022-02-20,7.0
2022-03-27,24.0
2022-04-03,7.0
2022-04-10,7.0
2022-05-01,8.0
2022-05-15,14.0
2022-05-29,10.0
2022-06-26,11.0
2022-07-10,20.0
2022-07-31,16.0
2022-08-07,13.0
2022-08-14,17.0
2022-08-21,31.0
2022-09-04,13.0
2022-09-11,30.0
2022-09-18,8.0
2022-09-25,30.0
2022-10-30,18.0
2022-11-13,18.0
2022-11-27,22.0
2022-12-04,13.0
2022-12-25,23.0
