,MVT_GT_Kansas City MO
2017-01-08,50.0
2017-01-15,11.0
2017-01-22,18.0
2017-01-29,17.0
2017-02-05,16.0
2017-02-26,25.0
2017-03-05,14.0
2017-03-26,10.0
2017-04-30,35.0
2017-05-07,18.0
2017-05-21,14.0
2017-05-28,20.0
2017-06-04,16.0
2017-06-25,14.0
2017-07-09,27.0
2017-07-23,30.0
2017-07-30,20.0
2017-08-13,14.0
2017-08-27,30.0
2017-09-10,10.0
2017-10-08,19.0
2017-10-15,16.0
2017-10-29,19.0
2017-11-05,16.0
2017-11-12,29.0
2017-11-26,11.0
2017-12-24,100.0
2017-12-31,20.0
2018-01-07,17.803024000805312
2018-01-21,10.781814400483187
2018-01-28,12.162116800563718
2018-02-04,35.106048001610624
2018-02-11,34.312613868250445
2018-03-11,19.183326400885843
2018-04-08,47.76816480217434
2018-04-15,18.889892267525667
2018-04-29,29.96514080136903
2018-05-13,17.009589867445136
2018-05-20,16.216155734084957
2018-05-27,14.042419200644249
2018-06-10,29.171706668008852
2018-06-17,19.97676053424602
2018-07-15,14.835853334004426
2018-07-22,15.129287467364602
2018-08-05,30.258574934729204
2018-08-12,18.889892267525667
2018-09-16,20.270194667606198
2018-09-23,10.281814400483187
2018-09-30,12.162116800563718
2018-10-07,34.01917973489027
2018-11-11,9.98838026712301
2018-11-18,18.096458134165488
2018-12-16,14.042419200644249
2018-12-30,18.889892267525667
2019-01-13,27.79140426792832
2019-02-03,12.955550933923895
2019-02-17,13.748985067284071
2019-03-31,42.92069173529292
2019-04-07,15.922721600724781
2019-04-14,14.835853334004426
2019-04-28,11.075248533843364
2019-05-19,14.042419200644249
2019-05-26,23.23736533440708
2019-06-09,12.955550933923895
2019-06-16,26.997970134568142
2019-06-30,35.899482134970796
2019-07-14,25.91110186784779
2019-07-21,42.92069173529292
2019-08-11,13.748985067284071
2019-08-18,20.770194667606198
2019-09-15,11.86868266720354
2019-09-29,42.12725760193275
2019-10-20,26.997970134568142
2019-11-03,15.922721600724781
2019-11-10,22.15049706768673
2019-11-17,26.204536001207966
2019-12-22,31.052009068089383
2020-01-05,25.11766773448761
2020-01-12,9.98838026712301
2020-01-26,9.194946133762834
2020-02-02,18.096458134165488
2020-02-16,23.23736533440708
2020-02-23,10.781814400483187
2020-03-01,10.781814400483187
2020-03-29,16.216155734084957
2020-04-05,27.29140426792832
2020-04-26,15.922721600724781
2020-05-03,11.86868266720354
2020-05-10,12.955550933923895
2020-05-24,13.748985067284071
2020-06-21,24.03079946776726
2020-07-12,9.98838026712301
2020-07-19,11.075248533843364
2020-07-26,20.770194667606198
2020-08-02,9.98838026712301
2020-08-09,12.955550933923895
2020-08-16,19.183326400885843
2020-08-23,25.11766773448761
2020-09-27,19.683326400885843
2020-10-04,17.009589867445136
2020-10-18,22.943931201046905
2020-11-22,15.129287467364602
2020-11-29,15.129287467364602
2020-12-13,18.096458134165488
2020-12-20,12.162116800563718
2021-02-21,58.843413336017704
2021-02-28,11.075248533843364
2021-03-14,9.694946133762834
2021-03-28,35.899482134970796
2021-04-04,16.216155734084957
2021-05-02,11.075248533843364
2021-05-30,23.73736533440708
2021-06-27,12.162116800563718
2021-07-04,30.758574934729204
2021-07-11,19.183326400885843
2021-07-25,10.281814400483187
2021-08-22,21.85706293432655
2021-09-12,35.106048001610624
2021-09-26,17.803024000805312
2021-10-10,39.95352106849204
2021-11-28,12.162116800563718
2021-12-05,10.781814400483187
2021-12-19,18.889892267525667
2021-12-26,14.042419200644249
2022-01-09,14.671706668008852
2022-01-23,41.080778670424785
2022-02-06,11.737365334407082
2022-02-13,52.818144004831865
2022-02-20,14.671706668008852
2022-02-27,11.737365334407082
2022-03-20,11.737365334407082
2022-04-10,10.563628800966374
2022-04-17,12.324233601127435
2022-04-24,18.77978453505133
2022-05-22,15.84544320144956
2022-06-05,11.737365334407082
2022-06-12,42.254515203865495
2022-06-19,11.150497067686727
2022-07-10,11.737365334407082
2022-07-31,11.737365334407082
2022-08-07,11.150497067686727
2022-08-14,9.976760534246019
2022-09-04,15.84544320144956
2022-09-11,24.64846720225487
2022-09-25,8.803024000805312
2022-10-02,12.324233601127435
2022-10-09,9.389892267525665
2022-11-06,14.671706668008852
2022-11-13,15.258574934729205
2022-11-20,18.77978453505133
2022-12-04,15.84544320144956
2022-12-11,20.540389335212392
2022-12-25,14.671706668008852
