,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,66.0
2017-01-08,36.0
2017-01-15,30.0
2017-01-22,28.0
2017-01-29,51.0
2017-02-19,18.0
2017-03-05,66.0
2017-03-12,39.0
2017-03-19,49.0
2017-03-26,31.0
2017-04-02,38.0
2017-04-30,61.0
2017-05-07,55.0
2017-05-14,79.0
2017-05-21,27.0
2017-05-28,27.0
2017-06-11,44.0
2017-06-18,40.0
2017-06-25,46.0
2017-07-02,20.0
2017-07-09,100.0
2017-07-23,27.0
2017-07-30,18.0
2017-08-13,63.0
2017-08-20,26.0
2017-08-27,17.0
2017-09-03,26.0
2017-09-10,37.0
2017-09-17,43.0
2017-10-15,78.0
2017-10-22,83.0
2017-10-29,31.0
2017-11-05,17.0
2017-11-12,38.0
2017-11-19,37.0
2017-11-26,25.0
2017-12-03,44.0
2017-12-10,44.0
2017-12-24,24.0
2018-01-07,21.295435141480212
2018-01-28,35.165257504240344
2018-02-04,17.832628752120172
2018-02-11,51.0164830616805
2018-02-25,29.221047920200288
2018-03-11,18.323330349460182
2018-03-18,33.18385430956033
2018-04-01,69.33981341114068
2018-04-08,47.053676672320464
2018-04-15,60.923499035080596
2018-04-22,31.202451114880308
2018-05-06,31.202451114880308
2018-05-27,35.165257504240344
2018-06-03,56.960692645720556
2018-06-10,24.767539933500238
2018-06-24,35.165257504240344
2018-07-01,35.165257504240344
2018-07-15,32.69315271222032
2018-07-22,26.748943128180258
2018-08-19,20.804733544140202
2018-08-26,27.73964472552027
2018-09-02,30.211749517540298
2018-09-09,16.841927154780166
2018-09-16,43.090870282960424
2018-10-07,63.89560382710063
2018-11-04,40.11876549094039
2018-11-18,23.276838336160232
2018-12-09,27.23964472552027
2018-12-16,51.0164830616805
2018-12-30,42.10016868562042
2019-01-06,31.202451114880308
2019-01-13,52.00718465902051
2019-01-20,18.823330349460182
2019-01-27,22.786136738820222
2019-02-03,29.721047920200288
2019-02-10,52.997886256360516
2019-02-17,41.109467088280404
2019-02-24,50.02578146434049
2019-03-03,25.75824153084025
2019-03-10,25.25824153084025
2019-03-17,36.15595910158036
2019-04-07,27.73964472552027
2019-04-21,42.60016868562042
2019-04-28,49.035079867000476
2019-05-19,46.06297507498046
2019-05-26,19.814031946800192
2019-06-09,26.248943128180258
2019-06-23,26.248943128180258
2019-06-30,62.904902229760616
2019-07-14,22.286136738820222
2019-07-21,35.665257504240344
2019-08-11,28.730346322860278
2019-08-18,49.035079867000476
2019-08-25,35.165257504240344
2019-09-01,29.721047920200288
2019-09-08,68.84911181380068
2019-09-29,23.776838336160232
2019-10-06,34.17455590690034
2019-10-13,24.767539933500238
2019-10-20,15.851225557440154
2019-10-27,37.146660698920364
2019-11-03,16.841927154780166
2019-11-10,21.295435141480212
2019-11-17,13.869822362760136
2019-11-24,53.48858785370053
2019-12-01,47.053676672320464
2019-12-08,44.08157188030043
2019-12-15,76.27472459252076
2019-12-22,23.776838336160232
2019-12-29,38.13736229626038
2020-01-19,18.823330349460182
2020-01-26,51.0164830616805
2020-02-02,23.776838336160232
2020-02-23,49.035079867000476
2020-03-01,13.869822362760136
2020-03-29,19.814031946800192
2020-04-05,39.128063893600384
2020-04-19,31.702451114880308
2020-05-03,31.702451114880308
2020-05-17,54.97928945104054
2020-05-24,17.832628752120172
