,MVT_GT_Nashville TN
2017-01-01,54.0
2017-01-08,64.0
2017-01-15,22.0
2017-02-05,22.0
2017-02-12,21.0
2017-03-26,21.0
2017-04-23,70.0
2017-05-07,43.0
2017-05-28,59.0
2017-06-11,38.0
2017-06-18,32.0
2017-06-25,29.0
2017-08-06,35.0
2017-08-13,71.0
2017-09-10,24.0
2017-09-17,23.0
2017-10-01,31.0
2017-10-22,52.0
2017-11-05,23.0
2017-11-12,45.0
2017-11-26,29.0
2017-12-03,32.0
2017-12-17,67.0
2017-12-24,27.0
2018-01-07,34.0
2018-02-18,24.0
2018-02-25,22.0
2018-03-11,66.0
2018-05-06,27.0
2018-05-27,46.0
2018-06-03,100.0
2018-06-10,23.0
2018-06-17,20.0
2018-06-24,28.0
2018-07-01,22.0
2018-07-22,41.0
2018-08-26,24.0
2018-09-16,40.0
2018-09-30,50.0
2018-10-07,32.0
2018-10-14,32.0
2018-10-28,47.0
2018-11-18,25.0
2018-12-02,20.0
2018-12-09,68.0
2018-12-23,43.0
2018-12-30,44.0
2019-01-13,34.0
2019-02-03,61.0
2019-02-10,30.0
2019-03-03,44.0
2019-03-24,44.0
2019-04-21,67.0
2019-05-26,83.0
2019-06-16,27.0
2019-07-21,78.0
2019-08-25,38.0
2019-09-22,73.0
2019-10-13,71.0
2019-10-27,21.0
2019-11-10,23.0
2019-12-01,36.0
2019-12-08,20.0
2019-12-15,47.0
2019-12-29,36.0
2020-01-05,19.0
2020-01-12,18.0
2020-01-26,35.0
2020-02-02,32.0
2020-02-09,17.0
2020-02-16,27.0
2020-02-23,24.0
2020-03-15,22.0
2020-03-29,60.0
2020-04-12,18.0
2020-05-10,36.0
2020-05-17,32.0
2020-06-21,43.0
2020-06-28,25.0
2020-08-02,24.0
2020-08-30,43.0
2020-09-06,35.0
2020-09-20,17.0
2020-10-11,31.0
2020-10-25,37.0
2020-11-08,44.0
2020-11-15,29.0
2020-11-29,37.0
2021-01-17,49.0
2021-01-31,38.0
2021-03-21,20.0
2021-03-28,32.0
2021-05-02,26.0
2021-06-20,37.0
2021-06-27,56.0
2021-07-04,22.0
2021-07-25,60.0
2021-08-01,46.0
2021-08-08,28.0
2021-09-19,20.0
2021-10-03,22.0
2021-10-31,25.0
2021-11-07,29.0
2021-11-21,57.0
2021-12-12,53.0
2021-12-26,41.0
2022-01-02,46.0
2022-01-23,30.0
2022-02-06,61.0
2022-02-13,52.0
2022-02-27,17.0
2022-03-06,18.0
2022-04-10,17.0
2022-05-01,23.0
2022-05-29,19.0
2022-06-05,31.0
2022-07-03,30.0
2022-07-17,28.0
2022-08-07,27.0
2022-08-21,28.0
2022-08-28,22.0
2022-09-04,73.0
2022-09-11,55.0
2022-10-02,44.0
2022-10-16,35.0
2022-10-23,17.0
2022-11-20,42.0
2022-11-27,23.0
2022-12-11,37.0
